"gene","statistic","p.value","p_adj"
"HSPA1A",0.475428536437079,4.16523810234086e-12,1.34120666895376e-09
"FCF1",0.473538995831638,5.19714661466984e-12,1.61769850292623e-09
"GH1",0.464318737506944,1.50129825827283e-11,4.06351395239179e-09
"SLC25A47",0.450812021327315,6.71378107055885e-11,1.44122500314663e-08
"GOLGA6L6",0.448147419158717,8.95294709347537e-11,1.85783599908607e-08
"SIRT6",0.446198393015698,1.10335246263445e-10,2.26441874639131e-08
"KLHDC8B",0.423632379377764,1.12865460123445e-09,1.86537640111987e-07
"RIN2",0.418651340392867,1.84342886717739e-09,2.82195717404959e-07
"SYNE3",0.418241939928355,1.91860068098078e-09,2.88966018693524e-07
"ZNF578",0.416653326160077,2.23934157132515e-09,3.31920184016417e-07
"PRAMEF6",0.414849514711736,2.66641517780592e-09,3.68873850820025e-07
"LST1",0.414027214633442,2.88627286056066e-09,3.93460087181247e-07
"IL32",0.411939972094285,3.52584523909172e-09,4.7373155169264e-07
"USP17L3",0.409049674797815,4.64144488024187e-09,6.14777479314873e-07
"NEU4",0.404511278195489,7.10959220757087e-09,8.65062935023543e-07
"PDGFB",0.404406303717409,7.17952211012257e-09,8.65062935023543e-07
"C1orf116",0.403368805959051,7.9073140831599e-09,9.28786149793047e-07
"PPP1R3B",0.401872919646411,9.08316735755032e-09,1.03437337542445e-06
"RAC2",0.401327052360395,9.55287523450622e-09,1.06832034658466e-06
"PTK6",0.400434769296715,1.03715101394928e-08,1.13940190214804e-06
"SPDYE5",0.396564710204831,1.47741371326215e-08,1.56773741527749e-06
"TMEM140",0.39612556697153,1.53749661863021e-08,1.62227609319423e-06
"SLC7A7",0.395985601000757,1.55713640657871e-08,1.63376851288e-06
"PSG5",0.39465242512914,1.75673027401954e-08,1.81951789366179e-06
"KRTAP4-7",0.393751394192287,1.90534771058594e-08,1.92347426177854e-06
"OR2S2",0.392911598367647,2.05471513751649e-08,2.05207806996032e-06
"KRTAP9-2",0.391811115922441,2.26759486383812e-08,2.22892640405478e-06
"TNNI1",0.390122776399988,2.63600323311731e-08,2.55077701459579e-06
"RHPN2",0.388493922415113,3.04561968851618e-08,2.91692273347324e-06
"CBLC",0.388383699213129,3.0754470975863e-08,2.93046173441438e-06
"C4orf46",0.388234985369182,3.11613622390341e-08,2.93924040998081e-06
"KRTAP12-3",0.38674609735508,3.55311802899018e-08,3.27440431002804e-06
"PRKCH",0.386726852034099,3.55913511959569e-08,3.27440431002804e-06
"OR2M5",0.385934294724595,3.81562466324846e-08,3.39336220051563e-06
"GPR4",0.384697345457886,4.2517973493445e-08,3.74559279699801e-06
"HCAR2",0.384354428829491,4.38096549279752e-08,3.83642975022686e-06
"ZNF587",0.384261701373853,4.4165367118161e-08,3.83642975022686e-06
"PTPRCAP",0.384048253268424,4.49947626558716e-08,3.89038049704193e-06
"TLR9",0.383171716376456,4.85604903141125e-08,4.09853108826924e-06
"RAET1G",0.38312447786132,4.8760177441491e-08,4.09853108826924e-06
"RNASE7",0.383082488070088,4.89383397239259e-08,4.09853108826924e-06
"MST1",0.382088729677597,5.33422431356988e-08,4.40805191505448e-06
"OR9Q2",0.381294422793458,5.71338098888611e-08,4.70057724001925e-06
"GAL3ST4",0.381066978090952,5.8266361800424e-08,4.77273058326631e-06
"C9orf40",0.3806050903874,6.0633083862341e-08,4.94490600093048e-06
"LGALS9C",0.380328657595122,6.20934396652122e-08,5.03833221765436e-06
"SP7",0.38028666780389,6.23182020924265e-08,5.03833221765436e-06
"CCDC188",0.380185192475079,6.28646105990338e-08,5.06060115322222e-06
"NCF1",0.37842337081797,7.31182967765205e-08,5.81088217275871e-06
"SLC36A1",0.377471602216711,7.93074602987384e-08,6.24956172379425e-06
"KLRC2",0.376353624025159,8.72209080183092e-08,6.78724032562476e-06
"CR1",0.375919729515761,9.04919981430841e-08,6.98308184210514e-06
"KRTAP10-6",0.375760518224007,9.17215681736866e-08,6.99180411106846e-06
"KRTAP9-6",0.375625800977137,9.27744901135179e-08,7.04331860715472e-06
"CCER2",0.375347618610225,9.49855560138963e-08,7.18198479398999e-06
"TIRAP",0.374934718996444,9.83609203243705e-08,7.40721188700783e-06
"APOC3",0.374322367874311,1.03579616347107e-07,7.6460589521683e-06
"GP2",0.373293617989126,1.12950743404157e-07,8.24010970240636e-06
"C22orf15",0.372502810254257,1.20702242652518e-07,8.77134273843743e-06
"HOXC4",0.372387338328369,1.2187596107208e-07,8.82230794179133e-06
"ZNF98",0.372074164468764,1.25114627183403e-07,9.02177906284645e-06
"SERPINH1",0.372023426804358,1.25647041236555e-07,9.02532362359196e-06
"ANKRD66",0.371418073980763,1.32169394698047e-07,9.45745446506022e-06
"FANCC",0.370886203291825,1.38167079144022e-07,9.84888690875479e-06
"OR2L5",0.370641262842971,1.41016189647008e-07,1.00137580146294e-05
"DEUP1",0.370576528581489,1.41778535008074e-07,1.00297572720106e-05
"GATA3",0.369537281248496,1.5457211922051e-07,1.0852589844219e-05
"FGL2",0.369364073359664,1.56809294844227e-07,1.09684284288794e-05
"H3-4",0.368431550079387,1.69397751157255e-07,1.1631148531665e-05
"ALG10B",0.367715974053808,1.79709007673227e-07,1.22041312020517e-05
"ZGRF1",0.367645991068421,1.80749148846462e-07,1.22041312020517e-05
"SOX14",0.367584755956208,1.81664005838968e-07,1.2204161773556e-05
"VWA1",0.365012881243248,2.24362046523257e-07,1.4806309473033e-05
"OR10Z1",0.364799433137818,2.28308647794347e-07,1.49674397469735e-05
"IFNA14",0.36452649949481,2.33452128039912e-07,1.52445872142427e-05
"PTGFRN",0.364202828187397,2.3969575271931e-07,1.55977626403687e-05
"GALNTL5",0.363931644119024,2.45049802117724e-07,1.57292168774002e-05
"KRT8",0.363929894544389,2.45084713606954e-07,1.57292168774002e-05
"SPANXC",0.36384766453656,2.46730940525254e-07,1.57806405659234e-05
"ZNF672",0.363672707073093,2.50268878378527e-07,1.58441409240589e-05
"CYP2W1",0.362615963993754,2.72693930565668e-07,1.71475819772539e-05
"CCL5",0.362143578842394,2.83329636112484e-07,1.77565915571703e-05
"SVOPL",0.362031606065775,2.85908338584574e-07,1.78088267390921e-05
"MSTO1",0.361863646900847,2.8981858853986e-07,1.79192136681818e-05
"MRAP",0.361825156258885,2.90721875211987e-07,1.79192136681818e-05
"ROPN1B",0.361676442414938,2.94237249494932e-07,1.80762331301558e-05
"ZNF625",0.36153472686953,2.97625055493517e-07,1.8224411594744e-05
"TSPY1",0.360700179768794,3.18346036267816e-07,1.93033460173303e-05
"GLIS2",0.360621448910234,3.20370634300123e-07,1.93632426090262e-05
"CES1",0.359062577910745,3.63090739394631e-07,2.15272465045528e-05
"SPDYE3",0.358747654476505,3.72359482706175e-07,2.20051437944163e-05
"CYP2D7",0.358630432975983,3.75867019959362e-07,2.20745046061668e-05
"CWC15",0.357841374815748,4.00313771091405e-07,2.30102972395977e-05
"CDX2",0.357837875666479,4.00425498118937e-07,2.30102972395977e-05
"OR2A14",0.357797635449881,4.01712506024733e-07,2.30134440568034e-05
