"gene","statistic","p.value","p_adj"
"CRYAB",0.670518355224886,3.62468868934992e-26,6.7694685962299e-22
"BCAS1",0.644825851714802,1.0196374668417e-23,8.09679571389877e-20
"MBP",0.643658885433479,1.30062042951897e-23,8.09679571389877e-20
"HIPK2",0.638126730438662,4.06523844426188e-23,1.89805982962587e-19
"ERMN",0.623512533515289,7.40108140076702e-22,2.7644519248145e-18
"PLP1",0.612511208212503,5.95743358131658e-21,1.85435049274447e-17
"ANLN",0.609444203877932,1.05029224333357e-20,2.80217970521396e-17
"LPAR1",0.602451154063168,3.74037699069657e-20,8.73191008478114e-17
"MTURN",0.59398321283138,1.67116417021317e-19,3.46785133810013e-16
"TP53INP2",0.592956212520831,1.9978795822421e-19,3.73123990779534e-16
"EFHD1",0.589980186067262,3.33995778253969e-19,5.67064104970102e-16
"NXF2",0.585091874538003,7.68020135768295e-19,1.19529533796739e-15
"CLDND1",0.576391239879804,3.26743562140422e-18,4.69404828194963e-15
"PRMT8",0.569839082872976,9.45349003696799e-18,1.26109557093153e-14
"MAN2A1",0.565741579078586,1.81534997844174e-17,2.26023174649186e-14
"MOBP",0.565227204135994,1.96904743338113e-17,2.29837061661413e-14
"LAMP2",0.564368162990373,2.25458261445653e-17,2.4768579357406e-14
"PKP4",0.562762053475749,2.90111204310528e-17,2.98096287826381e-14
"SHTN1",0.562478622384933,3.0326780192232e-17,2.98096287826381e-14
"KRTAP10-3",0.556439090746062,7.72567473996274e-17,7.2142350721772e-14
"ZNF587",0.554309858415673,1.06944814502665e-16,9.44838682396566e-14
"MAP4K4",0.554047422220473,1.11300337399467e-16,9.44838682396566e-14
"NDRG1",0.551893695845198,1.54241109493447e-16,1.25243780908679e-13
"ZNF417",0.550355819741325,1.94429462093112e-16,1.5129852641879e-13
"SPP1",0.54707711687596,3.17280014442068e-16,2.37020861988802e-13
"PHAX",0.544384521513207,4.7247231734136e-16,3.35249354965137e-13
"RSF1",0.544211313624375,4.84671909619763e-16,3.35249354965137e-13
"PTP4A2",0.5396956614923,9.37247910248448e-16,6.25144356135715e-13
