"gene","statistic","p.value","p_adj"
"FCF1",0.590928455519252,2.83713364875551e-19,5.29863080241579e-15
"ZNF587",0.572972571043665,5.70455795618951e-18,5.32691621948976e-14
"HIPK2",0.564457391296741,2.22313333522017e-17,1.38397460561906e-13
"NXF2",0.554243374579555,1.0803218196682e-16,5.04402257603084e-13
"KRTAP12-3",0.552385326317539,1.43200083797474e-16,5.34880953000323e-13
"C4orf46",0.534305222042891,2.03321274893784e-15,6.32871354986051e-12
"CCL3",0.532149746092981,2.76059535395477e-15,7.36526840435133e-12
"ZNF417",0.525951003162356,6.57280854964962e-15,1.43823106796445e-11
"ZNF776",0.525567846317364,6.93086293193405e-15,1.43823106796445e-11
"ZNF845",0.517117400831923,2.19559034912479e-14,3.45102293819389e-11
"SP7",0.51707891018996,2.20699136943409e-14,3.45102293819389e-11
"LPAR1",0.517043918697267,2.2174060429603e-14,3.45102293819389e-11
"PTK6",0.514776469970738,3.00494671929193e-14,4.31695268688431e-11
"SLC36A1",0.513056638104861,3.77832932832337e-14,4.83610032541012e-11
"KRTAP10-3",0.512848438723335,3.88420994223344e-14,4.83610032541012e-11
"TP53INP2",0.508896149623623,6.54054578981225e-14,7.63445207315835e-11
"PHAX",0.506205303835505,9.29034243523725e-14,1.02062609012053e-10
"MBP",0.505118817987377,1.06953621458254e-13,1.10970324130797e-10
"EVX1",0.50236848666168,1.52426633457535e-13,1.49827358234365e-10
"PRAC1",0.501556684031195,1.69127290773849e-13,1.5793106412462e-10
"PRMT8",0.500398465623045,1.96077630417437e-13,1.74378372651241e-10
"OR2A14",0.499740625560411,2.13202641601279e-13,1.80989660661159e-10
"BCAS1",0.49850717544297,2.49325433384699e-13,1.956404254863e-10
"GOLGA6L6",0.498288478613637,2.56324583972817e-13,1.956404254863e-10
"KRTAP5-8",0.498118769874074,2.61887483248956e-13,1.956404254863e-10
"ZNF616",0.496913312950789,3.0492950818474e-13,2.190332113407e-10
"ORM2",0.495228472577605,3.76817912041259e-13,2.60646345380835e-10
"HOXB3",0.490695324699182,6.6220786663264e-13,4.12246470574373e-10
"KIR3DL1",0.489285167543641,7.87830951803035e-13,4.74630027608822e-10
"RSF1",0.488172438075993,9.03060815843958e-13,5.2704886864693e-10
"NUTM2G",0.486706294532142,1.08019923513571e-12,6.11327300466502e-10
"CRYAB",0.486382623224728,1.12363836189338e-12,6.17207942550608e-10
"CBLC",0.483676031264899,1.55993842913244e-12,8.32383145785071e-10
"OLFML3",0.481193384858306,2.10234400404818e-12,1.09064935054455e-09
"MAN2A1",0.479966933039405,2.43411764723257e-12,1.2286373291815e-09
"NPAP1L",0.479496297462679,2.57451039246205e-12,1.26530410762161e-09
"ERMN",0.478665249511213,2.84188601728837e-12,1.36089905791994e-09
"XRCC2",0.477984664978327,3.08079858287568e-12,1.43842485834466e-09
"MTURN",0.47190139397359,6.28924510377135e-12,2.86482784287887e-09
"C1orf116",0.470550722355627,7.35509722359786e-12,3.27056656542651e-09
"FOXD4L1",0.469186054140587,8.60956609268059e-12,3.73773194233373e-09
"USP17L12",0.468990101781504,8.80596516720306e-12,3.73773194233373e-09
"PRAMEF6",0.468715418563862,9.08862042067553e-12,3.77197944392302e-09
"KCNE1",0.468395246405718,9.42922126962136e-12,3.82053562206399e-09
"GPAT2",0.468225537666155,9.61475552779008e-12,3.82053562206399e-09
"HSPA1A",0.46680663263744,1.13112135424422e-11,4.40100466913857e-09
"MOBP",0.465723645938581,1.27983768952925e-11,4.75294397356633e-09
"LYRM2",0.465592427840981,1.29909824909065e-11,4.75294397356633e-09
"APOC3",0.465503199534613,1.31235596991946e-11,4.75294397356633e-09
"USP17L11",0.465429717399957,1.32337270628319e-11,4.75294397356633e-09
"AURKAIP1",0.464640659239722,1.44748016751553e-11,5.10059237896604e-09
"USP17L3",0.463358221032511,1.67368362461406e-11,5.68322097696222e-09
"SIRT6",0.462938323120191,1.75494664044932e-11,5.85274704589847e-09
"GFM2",0.461622642994922,2.03516578338822e-11,6.66820283694007e-09
"FOXD4L5",0.460116259234474,2.40948823915896e-11,7.75855213009185e-09
"NDUFB7",0.458608125899391,2.85086833017512e-11,8.87380282239175e-09
"RPS28",0.458391178644692,2.92049517886535e-11,8.91960486054322e-09
"NICN1",0.458098999680703,3.01688076986218e-11,8.94337543776921e-09
"GPR4",0.45527518622035,4.12249044372438e-11,1.20299424260932e-08
"KLRC2",0.452019227825235,5.88815549978836e-11,1.66934733162441e-08
"RPS26",0.452001732078888,5.89938551548571e-11,1.66934733162441e-08
"CLEC10A",0.449582070359144,7.67007509000649e-11,2.09693560947692e-08
"COL1A2",0.449489342903507,7.74729904979157e-11,2.09693560947692e-08
"PAIP2B",0.445647277005778,1.17022853637503e-10,2.95340380342433e-08
"KRTAP4-7",0.442433308401895,1.64589140785209e-10,3.89097062443616e-08
"SLC50A1",0.441862947070993,1.74794451276614e-10,4.08057646505255e-08
"PKP4",0.441712483652412,1.77587269151225e-10,4.09459239341762e-08
"GH1",0.441317079784977,1.85134257374693e-10,4.16574384425274e-08
"SPATA46",0.440344316288102,2.05048036107174e-10,4.55890133611618e-08
"ZNF625",0.439077624252604,2.3411049176343e-10,5.05780796405298e-08
"SPDYE5",0.437524001977019,2.75234382657241e-10,5.84122423921209e-08
"ELOVL5",0.437224824714491,2.8391996670184e-10,5.95785314395907e-08
"C11orf21",0.437102354490065,2.87551541092782e-10,5.96701397938756e-08
"COX6A2",0.436880158511462,2.94255448926753e-10,6.03902721335828e-08
"KRTAP9-2",0.436617722316262,3.02368557910838e-10,6.11071816656286e-08
"MAP4K4",0.436556487204048,3.04292562374355e-10,6.11071816656286e-08
"TTC34",0.436378030591312,3.09967538472956e-10,6.15846143459673e-08
"FGF1",0.435204066011451,3.4993813070956e-10,6.80775471784557e-08
"PTPRCAP",0.433986362065723,3.96658299750554e-10,7.63710351148593e-08
"SHTN1",0.433368762219685,4.22608061623516e-10,7.96656464460421e-08
"TGFB3",0.433277784338683,4.26566965335415e-10,7.96656464460421e-08
"ANLN",0.432971608777616,4.4015570522779e-10,8.13895836716257e-08
"CKS1B",0.432768658119995,4.49393078465053e-10,8.22829915040523e-08
"PTP4A2",0.43192361357145,4.89914066820586e-10,8.76697733139296e-08
"SAMD10",0.431036579231674,5.36247817921946e-10,9.44807947878327e-08
"NDRG1",0.430681415580837,5.55965037234417e-10,9.61749573709475e-08
"SLC66A1",0.430677916431567,5.56162743417345e-10,9.61749573709475e-08
"SPDYE16",0.430579940252026,5.61726227333746e-10,9.62458625842665e-08
"APBA3",0.430009578921125,5.95199041170262e-10,1.00143579215278e-07
"EFHD1",0.427801615732175,7.43933256151952e-10,1.22953075149503e-07
"PKNOX2",0.427469196551588,7.69233366954438e-10,1.26019318958255e-07
"ACSM5",0.426583911786447,8.40739410051028e-10,1.35906217992798e-07
"FAM131C",0.42654367156985,8.44137999955264e-10,1.35906217992798e-07
"PRKX",0.425971560664313,8.93918813411171e-10,1.41481591180229e-07
"RPL21",0.42554291487882,9.33065385221536e-10,1.4643637928065e-07
"WNT8A",0.425441439550009,9.42572672534535e-10,1.46695726935458e-07
"NAT8B",0.425023291212324,9.82747362609632e-10,1.49530619474051e-07
"TP53BP1",0.425002296316708,9.84807570963177e-10,1.49530619474051e-07
"ELN",0.421982530497273,1.3289808277547e-09,1.93906608899585e-07
"DTD2",0.421723593451342,1.36339128418434e-09,1.97385237390904e-07
"OR5V1",0.421527641092259,1.390002640283e-09,1.99689917768656e-07
"CGB2",0.419277688112078,1.73390268982251e-09,2.41659452500934e-07
"BMERB1",0.418698578908003,1.83494062251592e-09,2.53847044934128e-07
"KRT18",0.418527120593806,1.86593130774898e-09,2.55891398109709e-07
"DMRTA2",0.417624340082317,2.03763437684944e-09,2.73775968503885e-07
"AEN",0.416576344876152,2.25613324580897e-09,2.96729186610762e-07
"CRABP2",0.41477603257708,2.68538434942897e-09,3.48279431318996e-07
"SGCA",0.41432639189597,2.80432851531801e-09,3.6119751277296e-07
"ZIC3",0.413698294602125,2.97903256392061e-09,3.78478994311437e-07
"IFNA14",0.412578566835938,3.31689246828915e-09,4.18555971201136e-07
"SLC25A47",0.412228651909005,3.42985916099162e-09,4.2990637376295e-07
"KLHDC8B",0.411714276966412,3.60269048413877e-09,4.48558983211837e-07
"HMGN2",0.411399353532172,3.71262419095472e-09,4.59185227750134e-07
"SESN2",0.409945457010764,4.26355868744268e-09,5.20432823834506e-07
"CDR2L",0.409746005502412,4.34503647722068e-09,5.26934423692035e-07
"GAB2",0.40896919436462,4.67693573591116e-09,5.63525495508883e-07
