"gene","statistic","p.value","p_adj"
"BSCL2",0.498127517747248,2.61597882682147e-13,8.14267009495297e-10
"SHANK1",0.484571813477848,1.39987739173252e-12,2.37673728799969e-09
"FBXL16",0.479034409759127,2.71993774924609e-12,3.90750441576307e-09
"SOBP",0.450313392556435,7.08664350999724e-11,7.35278634403936e-08
"PLEKHG5",0.442559277775591,1.62414344355455e-10,1.47505426029074e-07
"NCS1",0.439707471121084,2.19193114723387e-10,1.63746024422959e-07
"RAB6B",0.432126564229072,4.79871183621973e-10,3.14998208122026e-07
"PSD",0.431939359743162,4.89127652363394e-10,3.14998208122026e-07
"KCNAB2",0.42914178990233,6.49858321573623e-10,4.04558467123633e-07
"NCDN",0.427614411246266,7.58080449262892e-10,4.52428008903267e-07
"FXYD7",0.427086039706596,7.99428372981784e-10,4.52428008903267e-07
"CAMK2A",0.425999553858468,8.91418335077547e-10,4.88996326063295e-07
"GP1BB",0.425723121066191,9.1640990641547e-10,4.88996326063295e-07
"PIP5K1C",0.422286956483705,1.28959865425006e-09,6.50933634237139e-07
"IDS",0.421181225314595,1.4382812636183e-09,7.06877391561459e-07
"DIRAS2",0.416177441859448,2.34511174569804e-09,1.04279302292039e-06
"OTUB1",0.415897509917901,2.40956728621808e-09,1.04653671249788e-06
"KIF3C",0.414797027472696,2.67995132500841e-09,1.13751752149675e-06
"DLG4",0.412951226233122,3.20053578102928e-09,1.32829347214451e-06
"ADGRL1",0.411271634583842,3.75812549484173e-09,1.52579895090574e-06
"HPCAL4",0.407240614625569,5.50560146659986e-09,2.07378913491149e-06
"BTBD2",0.406469052211681,5.91965268304662e-09,2.14113013058845e-06
"LMO3",0.40639382050239,5.96159599435638e-09,2.14113013058845e-06
"NR1D2",0.405853201940278,6.27154985654284e-09,2.20995217209045e-06
"ENC1",0.404665240763339,7.00821560049852e-09,2.42380434360945e-06
"CACNB1",0.402443280977312,8.61619979370169e-09,2.92574813358496e-06
"RIDA",0.399673704330635,1.112283779953e-08,3.70946640614325e-06
"DMTN",0.399204818328544,1.16115585369885e-08,3.80451696906661e-06
"NRGN",0.398134078652128,1.28064200821142e-08,4.12366726644076e-06
"RASD1",0.397329274320181,1.37816451820073e-08,4.36247466812149e-06
"NEFL",0.397094831319135,1.4078939248147e-08,4.38230448997322e-06
"H4C12",0.395187794967349,1.67378260885434e-08,5.12451868901045e-06
"PRDX6",0.394762648331124,1.73933550752596e-08,5.23932740944432e-06
"PHACTR1",0.393273760317023,1.98896703352417e-08,5.89618227271386e-06
"SLC8A2",0.391709640593631,2.28826039723938e-08,6.67742987169418e-06
"ARSB",0.390955573926089,2.44760858855338e-08,7.03254430766505e-06
"SERHL2",0.389303975470964,2.83479577076396e-08,7.8682384643085e-06
"RRAGD",0.388497421564382,3.04467736064742e-08,8.1231991982073e-06
"SYT7",0.388165002383795,3.13546282386967e-08,8.24759207022393e-06
"EZR",0.387022530147358,3.46776317195264e-08,8.99499236102605e-06
"PRKAR1B",0.386555393719902,3.6131764008269e-08,9.24379211806071e-06
"PKIA",0.386242219860296,3.71392886056463e-08,9.37315343241959e-06
"SAMD14",0.385762836410398,3.87340627242329e-08,9.64529807250365e-06
"ZSWIM5",0.385146986138995,4.08796939599668e-08,9.98979040757496e-06
"SNCB",0.385061256981896,4.1187291785354e-08,9.98979040757496e-06
