"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"Respiratory Electron Transport, ATP Synthesis By Chemiosmotic Coupling, Heat Production By Uncoupling Proteins R-HSA-163200",7.01621395260491e-23,7.78098127343884e-20,1.23789667319529,-0.570479825646987,-3.50989039328315,111,"ATP5F1A;COX8A;UQCRC1;ATP5MC3;ATP5F1B;ATP5MC2;COX6C;NDUFB8;TMEM126B;UQCRQ;NDUFB6;NDUFA1;ACAD9;NDUFA13;COX14;NDUFS4;COX4I1;NDUFV2;NDUFAB1;ATP5PO;NDUFS5;ATP5MC1;ATP5MF;NDUFB2;COX6B1;COX7C;ATP5ME;ATP5F1D;NDUFC1;NDUFV1;SDHB;UQCRB;NDUFA2;NDUFB10;NDUFS8;COX5B;NDUFS2;NDUFA10;ATP5PB;UQCRC2;CYCS;NDUFB3;NDUFAF4;UQCRFS1;NDUFB4;NDUFAF3;COX6A1"
"Expression And Translocation Of Olfactory Receptors R-HSA-9752946",4.21266069740459e-17,2.33592035671085e-14,1.06720998682811,0.458440207609327,1.87581778890543,373,"OR10Z1;OR2A1;OR2L5;OR9Q2;OR1C1;OR5L1;OR8I2;OR2A14;RTP2;OR2L13;OR1L8;OR9G9;OR4F17;OR9Q1;OR4L1;OR7G2;OR56A1;OR4D11;OR4F21;OR5V1;OR10G4;OR9A2;OR2A4;OR2AJ1;OR5B2;OR5W2;RTP1;OR2M5;OR6C74;OR52E4;OR10T2;OR5M3;OR2A2;OR52A1;OR5B3;OR10Q1;OR51B2;OR4C46;OR6X1;OR6J1;OR11L1;OR5T2;OR51E2;OR11H4;OR6C75;OR2S2;OR8B4;OR6F1;OR5D16;OR10J4;OR1A2;OR2J3;OR5D18;OR2B11;OR52A5;OR2G6;OR4E1;OR6S1;OR1E1;OR4A15;OR2T1;OR2B2;OR5H14;OR6T1;OR52K1;OR13C8;OR9G4;OR10AD1;OR8B2;OR2T27;OR4C6;OR5M10;OR2T5;OR11G2;OR8G1;OR1J1;OR5H15;OR1S1;OR13C5;OR2K2;OR2T3;OR1M1;OR10K2;OR4C15;OR51F2;OR10AC1;OR51S1;OR5B17;OR5A2;OR52E2;OR2AT4;OR14K1;OR5J2;OR4N2;OR10H3;OR10G6;LHX2;OR52L1;OR2T35;OR7C1;OR52B6;OR5H1;OR5B12;OR1F1;OR10J5;OR52W1;OR13D1;OR8K1;OR6V1;OR6Q1;OR4F15;OR10C1;OR6C3;OR52H1;OR6P1;OR2V1;OR13G1;OR4C5;OR6Y1;OR5K3;OR4X2;OR2T34;OR6C68;OR2Y1;OR51I1;OR52N2;OR4F6;OR51D1;OR10P1;OR6N2;OR1N1;OR14J1;OR11H6;OR51Q1;OR11A1;OR52D1;OR2W3;OR13F1;OR3A1;OR1I1;OR7G3;OR4X1;OR51B6;OR14A2;OR5I1;OR5AC2;OR8H1;OR52N5;OR4K15;OR9K2;OR2J2;OR2G2;OR4A47;OR6K3;OR5A1;OR10A4;OR56A3;OR10G2;OR10A2;OR4D5;OR4D2;OR5D14;OR4Q3;OR6K6;OR8H3;OR6M1;OR51L1;OR8J3;OR4A5;OR11H1;OR2C1;OR1L4;OR56B4;OR9A4;OR2W1;OR8U9;OR7G1;OR2J1;OR10H5;OR4K13;OR2H2;OR6C6;OR2T11;OR2C3;OR4K3;OR52I1;OR4C12;OR5P3;OR7D2;OR52I2;OR5M11;OR5D13;OR4K5;OR8B8;OR1K1;OR10X1;OR4C13;OR1J2;OR51E1;OR5T1;OR10A6;OR4D1;OR56B1"
"Olfactory Signaling Pathway R-HSA-381753",3.42030202280235e-16,9.48278735821952e-14,1.03769615548758,0.451125066406801,1.84738258655843,381,"OR10Z1;OR2A1;OR2L5;OR9Q2;OR1C1;OR5L1;OR8I2;OR2A14;RTP2;OR2L13;OR1L8;OR9G9;OR4F17;OR9Q1;OR4L1;OR7G2;OR56A1;OR4D11;OR4F21;OR5V1;OR10G4;OR9A2;OR2A4;ANO2;OR2AJ1;OR5B2;OR5W2;RTP1;OR2M5;OR6C74;OR52E4;OR10T2;OR5M3;OR2A2;OR52A1;OR5B3;OR10Q1;OR51B2;OR4C46;OR6X1;OR6J1;OR11L1;OR5T2;OR51E2;OR11H4;OR6C75;OR2S2;OR8B4;OR6F1;OR5D16;OR10J4;OR1A2;OR2J3;OR5D18;OR2B11;OR52A5;OR2G6;OR4E1;OR6S1;OR1E1;OR4A15;OR2T1;OR2B2;OR5H14;OR6T1;OR52K1;OR13C8;OR9G4;OR10AD1;OR8B2;OR2T27;OR4C6;OR5M10;OR2T5;OR11G2;OR8G1;OR1J1;OR5H15;OR1S1;OR13C5;OR2K2;OR2T3;OR1M1;OR10K2;OR4C15;OR51F2;OR10AC1;OR51S1;OR5B17;OR5A2;OR52E2;OR2AT4;OR14K1;OR5J2;OR4N2;OR10H3;OR10G6;LHX2;OR52L1;OR2T35;OR7C1;OR52B6;OR5H1;OR5B12;OR1F1;OR10J5;OR52W1;OR13D1;OR8K1;OR6V1;OR6Q1;OR4F15;OR10C1;OR6C3;OR52H1;OR6P1;OR2V1;OR13G1;OR4C5;OR6Y1;OR5K3;OR4X2;OR2T34;OR6C68;OR2Y1;OR51I1;OR52N2;OR4F6;OR51D1;OR10P1;OR6N2;OR1N1;OR14J1;OR11H6;OR51Q1;OR11A1;OR52D1;OR2W3;OR13F1;OR3A1;OR1I1;OR7G3;OR4X1;OR51B6;OR14A2;OR5I1;OR5AC2;OR8H1;OR52N5;OR4K15;OR9K2;OR2J2;OR2G2;OR4A47;OR6K3;OR5A1;OR10A4;OR56A3;OR10G2;OR10A2;OR4D5;OR4D2;OR5D14;OR4Q3;OR6K6;OR8H3;OR6M1;OR51L1;OR8J3;OR4A5;OR11H1;OR2C1;OR1L4;OR56B4;OR9A4;OR2W1;OR8U9;OR7G1;OR2J1;OR10H5;OR4K13;OR2H2;OR6C6;OR2T11;OR2C3;OR4K3;OR52I1;OR4C12;OR5P3;OR7D2;OR52I2;OR5M11;OR5D13;OR4K5;OR8B8;OR1K1;OR10X1;OR4C13;OR1J2;OR51E1;OR5T1;OR10A6;OR4D1;OR56B1;OR52N1;OR2H1;OR1L1;OR2A7;OR6B3;OR10A5;OR51A7;OR10V1;CNGA4;OR52R1;OR10A3;OR4C16;OR2A25;OR5H2;OR2D3;OR6C65;OR52J3;OR10D3;OR2A5;OR4K1;OR6K2"
"Respiratory Electron Transport R-HSA-611105",3.13969246314325e-16,9.48278735821952e-14,1.03769615548758,-0.536208440560052,-3.29643883037972,89,"COX8A;UQCRC1;COX6C;NDUFB8;TMEM126B;UQCRQ;NDUFB6;NDUFA1;ACAD9;NDUFA13;COX14;NDUFS4;COX4I1;NDUFV2;NDUFAB1;NDUFS5;NDUFB2;COX6B1;COX7C;NDUFC1;NDUFV1;SDHB;UQCRB;NDUFA2;NDUFB10;NDUFS8;COX5B;NDUFS2;NDUFA10;UQCRC2;CYCS;NDUFB3;NDUFAF4;UQCRFS1;NDUFB4;NDUFAF3;COX6A1;TRAP1;NDUFB1;COA1;COX5A;LRPPRC;NDUFS6;UQCR11;NDUFB11;NUBPL;NDUFA12;COX16"
"Formation Of ATP By Chemiosmotic Coupling R-HSA-163210",1.31710624957859e-11,2.92134166156531e-09,0.875325132024659,-0.883991499595128,-3.39301335466893,16,"ATP5F1A;ATP5MC3;ATP5F1B;ATP5MC2;ATP5PO;ATP5MC1;ATP5MF;ATP5ME;ATP5F1D;ATP5PB"
"Cristae Formation R-HSA-8949613",1.22194401601664e-10,2.25855985627076e-08,0.826657301178302,-0.71702714765502,-3.30619411780752,29,"ATP5F1A;ATP5MC3;ATP5F1B;ATP5MC2;HSPA9;ATP5PO;ATP5MC1;ATP5MF;ATP5ME;ATP5F1D;ATP5PB;TMEM11;MICOS13;MTX2;APOO;MICOS10;DNAJC11"
"Complex I Biogenesis R-HSA-6799198",5.87488713703161e-10,9.30749976424008e-08,0.801215574617779,-0.54407467444319,-2.86810811933235,51,"NDUFB8;TMEM126B;NDUFB6;NDUFA1;ACAD9;NDUFA13;NDUFS4;NDUFV2;NDUFAB1;NDUFS5;NDUFB2;NDUFC1;NDUFV1;NDUFA2;NDUFB10;NDUFS8;NDUFS2;NDUFA10;NDUFB3;NDUFAF4;NDUFB4;NDUFAF3;NDUFB1;COA1;NDUFS6;NDUFB11;NUBPL;NDUFA12"
"Integration Of Energy Metabolism R-HSA-163685",1.41064649189631e-08,1.95550869939126e-06,0.747739663149885,-0.366304584396942,-2.24060160593414,105,"GNAS;VAMP2;PPP2CA;STXBP1;SNAP25;ACSL4;ACSL3;PLCB1;GNAI1;KCNC2;PRKAR2B;STX1A;ACACA;PRKACB;GNB5;SYT5;PRKAR1A;GNB1;TALDO1;GNG3;PRKAR1B;GNB2;ADCY1;PPP2R1A;AHCYL1;ITPR1;PPP2CB;MLXIPL;GNG10;GNGT1"
"DARPP-32 Events R-HSA-180024",4.72315117248145e-08,5.81997183364659e-06,0.719512826338911,-0.691963505403891,-3.02322130098342,24,"PDE4C;PPP3R1;PPP2CA;PPP3CB;PRKAR2B;PRKACB;PRKAR1A;PRKAR1B;PPP2R1A;CALM1;PDE4D;PPP2CB;PPP3CA"
"Signaling By B Cell Receptor (BCR) R-HSA-983705",7.77840768034103e-08,8.6262541174982e-06,0.704975715167238,-0.349600230367635,-2.09417806429815,108,"GRB2;PSMB7;PPP3R1;PSMC5;CD22;PRKCB;PIK3R1;CLSTN1;PSMD8;PPIA;PPP3CB;PSMD7;SKP1;PSMA1;PSMB5;FBXW11;CALM1;AHCYL1;PSMC4;NFKB1;PSMB6;ITPR1;PSMD3;FYN;SEM1;PSMB1;PSMD2"
