"gene","statistic","p.value","p_adj"
"GOLGA6L6",0.523919747011508,8.70051618251555e-15,1.6249084022466e-10
"FCF1",0.470487737668779,7.40886486870151e-12,4.61226534292898e-08
"XRCC2",0.426890087347514,8.15310590929396e-10,2.17524865659963e-06
"SPANXC",0.416044474187213,2.37551764129496e-09,4.92946305209163e-06
"ZNF776",0.410582302177783,4.01315591244153e-09,6.38769368048632e-06
"TGFB3",0.410346109602103,4.1043223477102e-09,6.38769368048632e-06
"USP17L3",0.408701509445516,4.79687586354764e-09,6.89126566366275e-06
"C4orf46",0.404896184615115,6.8587608180212e-09,8.20599718540209e-06
"KRTAP10-7",0.404523525217931,7.10147664709749e-09,8.20599718540209e-06
"FOXE1",0.403981157081185,7.46958407324029e-09,8.20599718540209e-06
"FOXD4L5",0.402228083297248,8.78960078145781e-09,8.74642286294817e-06
"EVX1",0.401960398378144,9.00999485388074e-09,8.74642286294817e-06
"HSD3B7",0.398204061637514,1.27248342670987e-08,1.13166192748731e-05
"LYRM2",0.39688663193761,1.43481270183959e-08,1.17120366272062e-05
"FOSL1",0.396127316546165,1.53725263809149e-08,1.17120366272062e-05
"ZNF587",0.39602059249345,1.55220392116187e-08,1.17120366272062e-05
"TNS4",0.395910369291466,1.56779243778194e-08,1.17120366272062e-05
"FOXD4L1",0.391639657608244,2.30261801179616e-08,1.65398823031942e-05
"SNX22",0.391160274158345,2.40332563490869e-08,1.6623892428724e-05
"PKNOX2",0.387619135097779,3.29021971538371e-08,2.14785676486002e-05
"TSPY1",0.38138889982373,5.6669612134699e-08,3.52787225409213e-05
"SLC24A4",0.378447864862855,7.29653098076877e-08,4.05376437495806e-05
"OR10Z1",0.378314897190621,7.37995227824877e-08,4.05376437495806e-05
"EEF2KMT",0.3772389087903,8.08954859180307e-08,4.31658312858612e-05
"ZNF616",0.375550569267847,9.33675261821868e-08,4.71278897021222e-05
"PTPRCAP",0.37453581597974,1.01731049929569e-07,4.99981339074902e-05
"CBLC",0.371801230825755,1.28004366632342e-07,6.06280654031988e-05
"PRR20A",0.371629772511558,1.2985235682844e-07,6.06280654031988e-05
"HOXB3",0.370641262842971,1.41016189647008e-07,6.4234594093842e-05
"ZNF845",0.369783971271984,1.51438627208281e-07,6.73397095652823e-05
"ZNF124",0.368903935230747,1.62904367474761e-07,7.07535341153172e-05
"SPDYE11",0.368284585810075,1.71468043359882e-07,7.2780390404299e-05
"BLM",0.367640742344517,1.80827391722692e-07,7.34159210394131e-05
"SP7",0.365551750230725,2.14687282177417e-07,8.53085038711795e-05
"NLRP1",0.361669444116399,2.94403677971126e-07,0.000102458825577776
"CCDC86",0.361389512174852,3.01135252379965e-07,0.000102458825577776
"SAMD10",0.360974862986436,3.11377954109693e-07,0.000102458825577776
"LRRC75B",0.360948619366916,3.12037330649204e-07,0.000102458825577776
"KRTAP10-2",0.360924125322031,3.12653955101531e-07,0.000102458825577776
"SPATA31A6",0.360882135530799,3.13713741590313e-07,0.000102458825577776
"SPDYE5",0.360493729961903,3.23681233084642e-07,0.000102458825577776
"PLA2G3",0.359893625862212,3.39680048604392e-07,0.000104866256087306
"OR2A1",0.359587450301146,3.4813171329048e-07,0.000104866256087306
"ZNF66",0.359115065149785,3.61567583508988e-07,0.000106998508739464
"KIR3DL1",0.358940107686319,3.66668695616067e-07,0.000106998508739464
"DAGLA",0.358273519750511,3.86742510946869e-07,0.000111120048222211
"AEN",0.3575159539337,4.10833056564506e-07,0.000115431427500895
"GOLGA8A",0.357416228179524,4.14109319049045e-07,0.000115431427500895
"GOLGA6A",0.355552931193604,4.80122989924046e-07,0.000126292633236922
"KRTAP9-4",0.354959825392451,5.03169232652282e-07,0.00013051650818075
"OLFML3",0.354357971718126,5.27635119575575e-07,0.000133163695853965
"KRTAP10-3",0.353229496078766,5.76608325925822e-07,0.000143583161266542
"SPDYE16",0.351366199092846,6.67117753833134e-07,0.000163935410139311
"C22orf15",0.350977793523949,6.87623800508715e-07,0.000166780027250659
"SPANXA2",0.348652608834477,8.23563006989777e-07,0.000194141005352259
"SLC35E4",0.347525882769752,8.98329965363077e-07,0.000204296551522787
"FNDC11",0.347387666373613,9.07936055707395e-07,0.000204296551522787
"RNF212",0.345708074724333,1.03279332098121e-06,0.000224284279798199
"GLIS2",0.34506598083341,1.08472580766189e-06,0.000232854473378087
