"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"Peptide Chain Elongation R-HSA-156902",1.39578694842703e-44,1.5130330520949e-41,1.7387813118488,-0.760251369413724,-5.59640447338892,83,"RPLP2;RPS6;RPL23;RPS16;RPS3;RPS12;RPL36;RPL18;RPS7;RPL27;RPL19;RPS17;RPS29;RPLP1;RPLP0;RPS14;RPL30;RPL37;RPS27A;RPS19;RPL34;RPS2;RPL21;RPS9;RPL8;RPL9;RPL5;RPL39;RPS13;RPS20;FAU;RPL28;RPL18A;RPS25;RPS23;RPL11;RPS15;RPS5;RPL12;RPL27A;RPL15;RPS8;RPL29;RPS27;RPL38;RPL36AL;RPL32;RPL37A;RPL22;RPL35A;RSL24D1;RPL4;UBA52;RPS11;RPL35;RPS28;RPL36A;RPL7A;RPS3A"
"Translation Initiation Complex Formation R-HSA-72649",4.31192253417899e-27,2.33706201352501e-24,1.34992572002205,-0.713730365583578,-4.41758155383628,57,"RPS6;RPS16;RPS3;RPS12;RPS7;RPS17;RPS29;RPS14;PABPC1;RPS27A;RPS19;EIF4A1;EIF3A;RPS2;RPS9;RPS13;RPS20;FAU;RPS25;RPS23;EIF4B;RPS15;RPS5;EIF4G1;EIF4H;EIF3J;RPS8;RPS27;EIF3G;EIF3B"
"mRNA Activation Upon Binding Of Cap-Binding Complex And eIFs, Subsequent Binding To 43S R-HSA-72662",1.26417638349029e-26,4.56789066567825e-24,1.34223377296446,-0.698739956917795,-4.32672687093935,58,"RPS6;RPS16;RPS3;RPS12;RPS7;RPS17;RPS29;RPS14;PABPC1;RPS27A;RPS19;EIF4A1;EIF3A;RPS2;RPS9;RPS13;RPS20;FAU;RPS25;RPS23;EIF4B;RPS15;RPS5;EIF4G1;EIF4H;EIF3J;RPS8;RPS27;EIF3G;EIF3B"
"Ribosomal Scanning And Start Codon Recognition R-HSA-72702",2.79651673819782e-26,7.57856036051609e-24,1.32671609800481,-0.704492544400366,-4.36040473969972,57,"RPS6;RPS16;RPS3;RPS12;RPS7;RPS17;RPS29;RPS14;RPS27A;RPS19;EIF4A1;EIF3A;RPS2;RPS9;RPS13;RPS20;FAU;RPS25;RPS23;EIF4B;RPS15;RPS5;EIF4G1;EIF4H;EIF3J;RPS8;RPS27;EIF3G;EIF3B"
"Formation Of Ternary Complex, And Subsequently, 43S Complex R-HSA-72695",2.142104891295e-22,4.64408340432756e-20,1.22105375677186,-0.701005299275561,-4.40424249351838,50,"RPS6;RPS16;RPS3;RPS12;RPS7;RPS17;RPS29;RPS14;RPS27A;RPS19;EIF3A;RPS2;RPS9;RPS13;RPS20;FAU;RPS25;RPS23;RPS15;RPS5;EIF3J;RPS8;RPS27;EIF3G;EIF3B;RPS11;RPS28;RPS3A;EIF1AX;RPS4X"
"SARS-CoV-2 Modulates Host Translation Machinery R-HSA-9754678",2.23294700300005e-19,4.03419091875342e-17,1.13308993200902,-0.668319571229488,-4.17364316939137,47,"RPS6;RPS16;RPS3;RPS12;SNRPD3;RPS7;RPS17;RPS29;RPS14;RPS27A;RPS19;RPS2;RPS9;RPS13;RPS20;FAU;RPS25;RPS23;RPS15;RPS5;SMN1;SNRPG;RPS8;RPS27"
"Formation Of ATP By Chemiosmotic Coupling R-HSA-163210",5.19714035361877e-06,0.000804814306188964,0.610526878385931,-0.634391199267295,-2.87337922094892,16,"ATP5MC2;ATP5MC1;ATP5F1A;ATP5MG;ATP5F1B;ATP5ME;ATP5MC3;ATP5PO"
"RHO GTPases Activate PKNs R-HSA-5625740",9.63483513980621e-06,0.00130552016144374,0.593325476396405,-0.310464715665632,-1.92155508111869,59,"MYL12B;RNASE1;YWHAE;H3-3B;RHOA;H2AC6;H2AJ;PPP1CB;YWHAQ;H4C15;MYL6;H2AC19;KDM1A;RHOB;H2BC4"
"N-glycan Trimming In ER And Calnexin/Calreticulin Cycle R-HSA-532668",0.000166815906282749,0.0200920491567222,0.518848077743792,-0.34449568510047,-1.9239676393781,34,"CALR;RAD23B;MARCHF6;PDIA3;RPS27A;CANX;VCP;UGGT1;UBXN1;UBA52"
"Nuclear Events Mediated By NFE2L2 R-HSA-9759194",0.000231731719953123,0.0244519548671598,0.518848077743792,-0.244386245162903,-1.72820122838369,76,"PRDX1;SQSTM1;PSMB7;TALDO1;RPS27A;GCLC;PSMB6;SEM1;RBX1;ATF4;PSMC5;PSMD8;PSMD14;PSMC4;PSME1;PSMD3;MYC;UBA52;PSMD4;PHGDH"
"Prefoldin Mediated Transfer Of Substrate To CCT/TriC R-HSA-389957",0.000248128693301437,0.0244519548671598,0.49849310876659,-0.412681192667877,-2.24254366587903,26,"PFDN2;TUBB4A;TUBA1C;TUBB4B;TUBA3D;TUBB2B;VBP1;PFDN5;CCT3"
