"contrast","estimate","SE","df","asymp.LCL","asymp.UCL","z.ratio","p.value","celltype","region","weight","p_adj"
"AD_overall_vs_Control",0.0460569844717963,0.171217485926402,Inf,-0.289523121467445,0.381637090411037,0.268996967351769,0.787932016389422,"Endothelial","Arteries",0.472727272727273,0.954353867377524
"Disease_effect",-0.54273669514361,0.267639913287641,Inf,-1.06730128601281,-0.0181721042744104,-2.0278615714552,0.0425743781612011,"ExNeuron1","Arteries",0.472727272727273,0.103074810285013
"Amyloid_effect",0.246169291228315,0.240228812968465,Inf,-0.224670530238685,0.717009112695316,1.02472841698897,0.30549135070154,"ExNeuron1","Arteries",0.472727272727273,0.61098270140308
"AD_overall_vs_Control",-0.426365757472043,0.221283828291451,Inf,-0.860074091284433,0.00734257634034713,-1.92678227217978,0.0540067696918186,"ExNeuron1","Arteries",0.472727272727273,0.165620760388244
"Disease_effect",-1.21157769656261,0.298657902325301,Inf,-1.79693642881848,-0.626218964306734,-4.05674079650819,4.97622552688219e-05,"ExNeuron10","Arteries",0.472727272727273,0.000572265935591452
"Amyloid_effect",0.648225016411536,0.264630617230767,Inf,0.129558537432629,1.16689149539044,2.44954655358818,0.014303621821101,"ExNeuron10","Arteries",0.472727272727273,0.0469976145550461
"AD_overall_vs_Control",-0.905144052440788,0.267294311845623,Inf,-1.42903127693063,-0.381256827950949,-3.38631991900957,0.000708367507992975,"ExNeuron10","Arteries",0.472727272727273,0.0135483100652547
"Disease_effect",-1.2706603638838,0.236918827580433,Inf,-1.7350127332009,-0.806307994566694,-5.36327305373151,8.17273171241843e-08,"ExNeuron11","Arteries",0.472727272727273,3.75945658771248e-06
"Amyloid_effect",1.17933883594246,0.198614023456848,Inf,0.790062503142443,1.56861516874247,5.93784273343966,2.88796865675978e-09,"ExNeuron11","Arteries",0.472727272727273,1.3284655821095e-07
"AD_overall_vs_Control",-0.713154732347364,0.196117852302311,Inf,-1.09753865958524,-0.328770805109488,-3.63635805703221,0.000276519901933626,"ExNeuron11","Arteries",0.472727272727273,0.0127199154889468
"Disease_effect",0.4567599403908,0.43137977281349,Inf,-0.388728877982711,1.30224875876431,1.05883485776762,0.289674995624325,"ExNeuron12","Arteries",0.472727272727273,0.475894635668535
"Amyloid_effect",0.106198129801047,0.282227761742753,Inf,-0.446958118652101,0.659354378254195,0.376285200099647,0.706704880801072,"ExNeuron12","Arteries",0.472727272727273,0.881571484458213
"AD_overall_vs_Control",0.506962692660385,0.397169335451178,Inf,-0.271474900587631,1.2854002859084,1.27643966290722,0.201800143024945,"ExNeuron12","Arteries",0.472727272727273,0.386783607464478
"Disease_effect",-0.113163889348914,0.3059571501847,Inf,-0.712828884523438,0.48650110582561,-0.369868425302691,0.711480528649687,"ExNeuron13","Arteries",0.472727272727273,0.903808317055489
"Amyloid_effect",0.0600117187778893,0.270659868822062,Inf,-0.470471876173687,0.590495313729466,0.221723741458482,0.824528947076101,"ExNeuron13","Arteries",0.472727272727273,0.903055513464301
"AD_overall_vs_Control",-0.0847947131993665,0.27785234449431,Inf,-0.629375301428229,0.459785875029496,-0.305179045200042,0.760229791136246,"ExNeuron13","Arteries",0.472727272727273,0.954353867377524
"Disease_effect",-0.470539574365524,0.40020068782801,Inf,-1.25491850909658,0.313839360365534,-1.17575903459652,0.239691180620568,"ExNeuron14","Arteries",0.472727272727273,0.408362752168375
"Amyloid_effect",0.752618755791131,0.269267587412187,Inf,0.224863982259253,1.28037352932301,2.79505885956873,0.00518902667224947,"ExNeuron14","Arteries",0.472727272727273,0.0215283258325268
"AD_overall_vs_Control",-0.114756162536989,0.367760038724999,Inf,-0.835552593391042,0.606040268317064,-0.312040870277374,0.755009462944247,"ExNeuron14","Arteries",0.472727272727273,0.954353867377524
"Disease_effect",-0.0628584757032866,0.213187649716207,Inf,-0.480698591095792,0.354981639689219,-0.294850455863476,0.768108120652949,"ExNeuron2","Arteries",0.472727272727273,0.90993810894528
"Amyloid_effect",0.110699830867283,0.193313946407234,Inf,-0.268188541800202,0.489588203534768,0.572642755086503,0.566886604534806,"ExNeuron2","Arteries",0.472727272727273,0.790205569957608
"AD_overall_vs_Control",-0.0105276465660256,0.181642111777405,Inf,-0.366539643725538,0.345484350593487,-0.0579581819601768,0.95378193846266,"ExNeuron2","Arteries",0.472727272727273,0.963391462187811
"Disease_effect",-0.0402753221988323,0.19944823573879,Inf,-0.431186681026915,0.35063603662925,-0.201933710015763,0.839968548118513,"ExNeuron3","Arteries",0.472727272727273,0.919965552701228
"Amyloid_effect",0.109519755580004,0.173579285517737,Inf,-0.230689392496955,0.449728903656963,0.630949454903783,0.528073574055418,"ExNeuron3","Arteries",0.472727272727273,0.783593045372555
"AD_overall_vs_Control",0.0114976531662604,0.173677889759955,Inf,-0.328904755674169,0.35190006200669,0.0662010183458103,0.947217786032359,"ExNeuron3","Arteries",0.472727272727273,0.963391462187811
"Disease_effect",-0.416099602393436,0.281330176253575,Inf,-0.967496615614749,0.135297410827877,-1.47904362032741,0.139128656968933,"ExNeuron4","Arteries",0.472727272727273,0.304758010503377
"Amyloid_effect",0.045222426364677,0.231342621327867,Inf,-0.40820077952703,0.498645632256384,0.195478144516164,0.845018645788177,"ExNeuron4","Arteries",0.472727272727273,0.903973435029213
"AD_overall_vs_Control",-0.394721728111952,0.253613183327609,Inf,-0.891794433438619,0.102350977214715,-1.55639278263411,0.119614720376635,"ExNeuron4","Arteries",0.472727272727273,0.293355734927329
"Disease_effect",-0.00120850046139842,0.186810295400288,Inf,-0.367349951387252,0.364932950464455,-0.00646913200800254,0.994838415450812,"ExNeuron5","Arteries",0.472727272727273,0.994838415450812
"Amyloid_effect",-0.0382830544839617,0.166407510806596,Inf,-0.364435782421849,0.287869673453926,-0.230056049143452,0.818048216607913,"ExNeuron5","Arteries",0.472727272727273,0.903055513464301
"AD_overall_vs_Control",-0.0193059443992714,0.169959303202131,Inf,-0.352420057512971,0.313808168714428,-0.113591571838295,0.909561568803978,"ExNeuron5","Arteries",0.472727272727273,0.963391462187811
"Disease_effect",0.358171629243636,0.283111444625331,Inf,-0.196716605833119,0.913059864320391,1.26512592847541,0.205826189592846,"ExNeuron6","Arteries",0.472727272727273,0.378720188850836
"Amyloid_effect",-0.59331173647528,0.253758470504335,Inf,-1.09066919943575,-0.0959542735148151,-2.33809628224862,0.0193822540398433,"ExNeuron6","Arteries",0.472727272727273,0.0594389123888529
"AD_overall_vs_Control",0.0776969901825944,0.259922973992134,Inf,-0.431742677596529,0.587136657961717,0.298923134762785,0.764998694719949,"ExNeuron6","Arteries",0.472727272727273,0.954353867377524
"Disease_effect",0.438456914597774,0.428104737675272,Inf,-0.400612952856726,1.27752678205227,1.02418141172349,0.30574959683626,"ExNeuron7","Arteries",0.472727272727273,0.484982119119584
"Amyloid_effect",0.204847444333204,0.268999142121863,Inf,-0.322381186097819,0.732076074764227,0.761517091531851,0.446348274214911,"ExNeuron7","Arteries",0.472727272727273,0.727551123454062
"AD_overall_vs_Control",0.535293888282562,0.397776996044106,Inf,-0.244334697842418,1.31492247440754,1.34571353699701,0.178394918970187,"ExNeuron7","Arteries",0.472727272727273,0.356789837940375
"Disease_effect",-0.10441951131665,0.195487895192633,Inf,-0.487568745307752,0.278729722674452,-0.534148220347635,0.593238990161509,"ExNeuron8","Arteries",0.472727272727273,0.826939198406952
"Amyloid_effect",0.00935836926513166,0.180507921864003,Inf,-0.344430656512484,0.363147395042747,0.0518446457556716,0.958652481194362,"ExNeuron8","Arteries",0.472727272727273,0.958652481194362
"AD_overall_vs_Control",-0.0999955549367698,0.170483910961231,Inf,-0.434137880364315,0.234146770490775,-0.586539541314896,0.557512997657705,"ExNeuron8","Arteries",0.472727272727273,0.884330961801877
"Disease_effect",-0.12460072807259,0.312193772354299,Inf,-0.736489278084712,0.487287821939531,-0.399113432446003,0.689809625206903,"ExNeuron9","Arteries",0.472727272727273,0.903808317055489
"Amyloid_effect",0.102959799694372,0.275973640998137,Inf,-0.437938597344362,0.643858196733106,0.373078382855655,0.709090107064215,"ExNeuron9","Arteries",0.472727272727273,0.881571484458213
"AD_overall_vs_Control",-0.0759288227625237,0.283669242985346,Inf,-0.631910322535543,0.480052677010496,-0.26766674442194,0.788955850109908,"ExNeuron9","Arteries",0.472727272727273,0.954353867377524
"Disease_effect",-0.652437487577531,0.257565769694853,Inf,-1.15725711982978,-0.14761785532528,-2.53309082317303,0.0113061654016188,"Fibroblast","Arteries",0.472727272727273,0.0385144824695581
"Amyloid_effect",0.37392276897732,0.195106078854387,Inf,-0.00847811874210996,0.75632365669675,1.91651009119193,0.0553001999816711,"Fibroblast","Arteries",0.472727272727273,0.149635835244522
"AD_overall_vs_Control",-0.475673996788253,0.225222706010373,Inf,-0.917102389069237,-0.0342456045072683,-2.11201616930375,0.0346850624475902,"Fibroblast","Arteries",0.472727272727273,0.13033595761211
"Disease_effect",-0.203611259927912,0.287041500671932,Inf,-0.766202263313228,0.358979743457404,-0.709344326347518,0.478110827525549,"InhNeuron1","Arteries",0.472727272727273,0.687284314567977
"Amyloid_effect",0.351691456743169,0.252633154222459,Inf,-0.143460426833604,0.846843340319942,1.39210333586494,0.163891108246948,"InhNeuron1","Arteries",0.472727272727273,0.358999570445695
"AD_overall_vs_Control",-0.0373571167402326,0.258737935848176,Inf,-0.544474152436891,0.469759918956426,-0.144382062173339,0.885198780702219,"InhNeuron1","Arteries",0.472727272727273,0.963391462187811
"Disease_effect",-0.974577266078994,0.2988161832583,Inf,-1.56024622326298,-0.388908308895005,-3.26146079322805,0.0011083975933478,"InhNeuron2","Arteries",0.472727272727273,0.00566514325488878
"Amyloid_effect",0.718764198400176,0.249200926885564,Inf,0.230339356790471,1.20718904000988,2.88427578253046,0.00392315020115239,"InhNeuron2","Arteries",0.472727272727273,0.0200516565836678
"AD_overall_vs_Control",-0.634797826835275,0.262563243653208,Inf,-1.14941232805958,-0.120183325610972,-2.41769494466526,0.0156191649838655,"InhNeuron2","Arteries",0.472727272727273,0.0653165081143466
"Disease_effect",0.020774679736534,0.22389643248752,Inf,-0.418054264206009,0.459603623679077,0.0927870064999448,0.926072773786497,"InhNeuron3","Arteries",0.472727272727273,0.983954997053566
"Amyloid_effect",-0.180170045950395,0.202748381694741,Inf,-0.577549571995868,0.217209480095079,-0.888638638909874,0.374197318241542,"InhNeuron3","Arteries",0.472727272727273,0.688523065564437
"AD_overall_vs_Control",-0.0643966147127437,0.204753739219797,Inf,-0.465706569283451,0.336913339857964,-0.314507637116292,0.753135516957851,"InhNeuron3","Arteries",0.472727272727273,0.954353867377524
"Disease_effect",-0.676588890238432,0.321941766368228,Inf,-1.30758315743937,-0.0455946230374972,-2.10158780536903,0.0355893990110602,"InhNeuron4","Arteries",0.472727272727273,0.0909506863615984
"Amyloid_effect",0.197010683615522,0.279651652429771,Inf,-0.351096483363942,0.745117850594986,0.704486034335155,0.481130144256077,"InhNeuron4","Arteries",0.472727272727273,0.737732887859319
"AD_overall_vs_Control",-0.583456567074731,0.289691748762519,Inf,-1.15124196126769,-0.0156711728817687,-2.01406001229615,0.0440032331743588,"InhNeuron4","Arteries",0.472727272727273,0.144582051858607
"Disease_effect",-0.00494488100902704,0.193590229738421,Inf,-0.384374759055167,0.374484997037113,-0.0255430298094515,0.979621826847193,"InhNeuron5","Arteries",0.472727272727273,0.994838415450812
"Amyloid_effect",0.0275141267922591,0.170508070522649,Inf,-0.306675550505549,0.361703804090068,0.161365539519165,0.871805506427984,"InhNeuron5","Arteries",0.472727272727273,0.911433029447438
"AD_overall_vs_Control",0.00806179711094981,0.175645521404252,Inf,-0.336197098887142,0.352320693109042,0.0458981079989818,0.963391462187811,"InhNeuron5","Arteries",0.472727272727273,0.963391462187811
"Disease_effect",0.0473236560962942,0.218609857692655,Inf,-0.381143791646736,0.475791103839325,0.216475398665813,0.828617199555794,"Microglia1","Arteries",0.472727272727273,0.919965552701228
"Amyloid_effect",0.0938444231622899,0.188808014419463,Inf,-0.276212485092376,0.463901331416956,0.497036227253583,0.619163504660242,"Microglia1","Arteries",0.472727272727273,0.813757748982033
"AD_overall_vs_Control",0.0916864743184674,0.198392907008326,Inf,-0.297156478206056,0.480529426842991,0.462145929010554,0.64397667549682,"Microglia1","Arteries",0.472727272727273,0.954353867377524
"Disease_effect",0.0727585716330788,0.333233257540952,Inf,-0.580366611598147,0.725883754864305,0.218341266925128,0.827163223637024,"Microglia2","Arteries",0.472727272727273,0.919965552701228
"Amyloid_effect",-0.0727585716118828,0.294801437161946,Inf,-0.650558771039944,0.505041627816178,-0.246805349093036,0.805058870555938,"Microglia2","Arteries",0.472727272727273,0.903055513464301
"AD_overall_vs_Control",0.0383636105074614,0.302328877490402,Inf,-0.55419010086015,0.630917321875072,0.126893635916996,0.899024583726138,"Microglia2","Arteries",0.472727272727273,0.963391462187811
"Disease_effect",-0.417122432243702,0.175473640137447,Inf,-0.761044447149239,-0.0732004173381638,-2.37712303635448,0.0174482670938936,"Microglia3","Arteries",0.472727272727273,0.0501637678949441
"Amyloid_effect",0.426124544073855,0.150734915717924,Inf,0.130689538054044,0.721559550093666,2.82697968180961,0.00469893092364007,"Microglia3","Arteries",0.472727272727273,0.0215283258325268
"AD_overall_vs_Control",-0.215681738681516,0.153683194523505,Inf,-0.516895264976649,0.085531787613617,-1.40341785157601,0.160492272745134,"Microglia3","Arteries",0.472727272727273,0.335574752103461
"Disease_effect",-0.0710140494762967,0.203390888242387,Inf,-0.469652865214985,0.327624766262392,-0.349150594158708,0.726976255022893,"Microglia4","Arteries",0.472727272727273,0.903808317055489
"Amyloid_effect",0.106509408808781,0.179996645889963,Inf,-0.246277534473556,0.459296352091117,0.591729964089958,0.554031428187066,"Microglia4","Arteries",0.472727272727273,0.790205569957608
"AD_overall_vs_Control",-0.0206641471303279,0.178009582906273,Inf,-0.369556518529621,0.328228224268965,-0.116084464627998,0.907585600999917,"Microglia4","Arteries",0.472727272727273,0.963391462187811
"Disease_effect",-0.668230288429431,0.29262585778984,Inf,-1.24176643064266,-0.0946941462162045,-2.28356541515666,0.0223970842875995,"Microglia5","Arteries",0.472727272727273,0.0606038751311516
"Amyloid_effect",-0.074149879624547,0.256163590315846,Inf,-0.576221290794079,0.427921531544985,-0.289462993289254,0.772227095356316,"Microglia5","Arteries",0.472727272727273,0.903055513464301
"AD_overall_vs_Control",-0.703282958797399,0.268546727282931,Inf,-1.22962487243804,-0.176941045156754,-2.61884762444506,0.00882273473209914,"Microglia5","Arteries",0.472727272727273,0.0463786665384301
"Disease_effect",0.881786776878206,0.349858374562771,Inf,0.196076963045452,1.56749659071096,2.52041066039995,0.0117217990124742,"Oligodendrocytes1","Arteries",0.472727272727273,0.0385144824695581
"Amyloid_effect",-0.474147730444341,0.241312626644177,Inf,-0.947111787681687,-0.00118367320699397,-1.9648691286407,0.0494293866215996,"Oligodendrocytes1","Arteries",0.472727272727273,0.142109486537099
"AD_overall_vs_Control",0.657644213395427,0.31502429213522,Inf,0.0402079465551708,1.27508048023568,2.08759841642035,0.0368340749773355,"Oligodendrocytes1","Arteries",0.472727272727273,0.13033595761211
"Disease_effect",-0.819805512008925,0.216528708480731,Inf,-1.24419398225013,-0.39541704176772,-3.78612848966344,0.000153012577039023,"Oligodendrocytes2","Arteries",0.472727272727273,0.00117309642396584
"Amyloid_effect",0.72338791669149,0.177861307799583,Inf,0.374786159161115,1.07198967422186,4.06714605689629,4.75924159240119e-05,"Oligodendrocytes2","Arteries",0.472727272727273,0.000547312783126137
"AD_overall_vs_Control",-0.477840315027494,0.18495627881561,Inf,-0.840347960220637,-0.115332669834351,-2.58353118957304,0.00977946243294542,"Oligodendrocytes2","Arteries",0.472727272727273,0.0463786665384301
"Disease_effect",-1.07977493797676,0.259418555933493,Inf,-1.58822596452779,-0.571323911425721,-4.16228875413823,3.1507357432209e-05,"Oligodendrocytes3","Arteries",0.472727272727273,0.000483112813960538
"Amyloid_effect",0.790729518980943,0.2397219435611,Inf,0.320883143297244,1.26057589466464,3.29852789959298,0.000971932210489049,"Oligodendrocytes3","Arteries",0.472727272727273,0.00745148028041604
"AD_overall_vs_Control",-0.705975529003948,0.221855516326643,Inf,-1.14080435077571,-0.27114670723219,-3.18214097486999,0.00146190641157246,"Oligodendrocytes3","Arteries",0.472727272727273,0.0135483100652547
"Disease_effect",-0.312647788951238,0.227785774626751,Inf,-0.759099703410228,0.133804125507752,-1.37255186134227,0.169891705856975,"Oligodendrocytes4","Arteries",0.472727272727273,0.355228112246402
"Amyloid_effect",0.225009859132051,0.205605578184813,Inf,-0.177969669130716,0.627989387394819,1.09437623783629,0.273790001170428,"Oligodendrocytes4","Arteries",0.472727272727273,0.572470002447259
"AD_overall_vs_Control",-0.206279491906996,0.202831256683496,Inf,-0.603821449945646,0.191262466131655,-1.01700051205067,0.309153185821685,"Oligodendrocytes4","Arteries",0.472727272727273,0.543820181932134
"Disease_effect",-0.832318571922384,0.323598274264309,Inf,-1.46655953493974,-0.198077608905024,-2.57207358047454,0.0101091403915419,"Oligodendrocytes5","Arteries",0.472727272727273,0.0385144824695581
"Amyloid_effect",0.828505724574653,0.267777261327004,Inf,0.303671936494955,1.35333951265435,3.09401074784651,0.00197470332610543,"Oligodendrocytes5","Arteries",0.472727272727273,0.0129766218572642
"AD_overall_vs_Control",-0.440661320305275,0.289176147414214,Inf,-1.00743615442518,0.12611351381463,-1.52385085784435,0.127545971707535,"Oligodendrocytes5","Arteries",0.472727272727273,0.293355734927329
"Disease_effect",-0.525952381861399,0.212700069477317,Inf,-0.942836857546109,-0.10906790617669,-2.4727419372916,0.013408092400971,"Oligodendrocytes6","Arteries",0.472727272727273,0.0411181500296444
"Amyloid_effect",0.484909071445503,0.175095796740009,Inf,0.14172761599074,0.828090526900267,2.769392986432,0.00561608499978959,"Oligodendrocytes6","Arteries",0.472727272727273,0.0215283258325268
"AD_overall_vs_Control",-0.296722638996253,0.183855852007203,Inf,-0.657073487277297,0.0636282092847913,-1.61388737838286,0.106551856856757,"Oligodendrocytes6","Arteries",0.472727272727273,0.288316789141813
"Disease_effect",-0.915286779720261,0.288993857184597,Inf,-1.48170433155538,-0.34886922788514,-3.16714960185335,0.00153941102678573,"Oligodendrocytes7","Arteries",0.472727272727273,0.00708129072321434
"Amyloid_effect",0.140830684562538,0.263342957273742,Inf,-0.375312027276265,0.656973396401342,0.534780523544234,0.592801632383733,"Oligodendrocytes7","Arteries",0.472727272727273,0.802025737930933
"AD_overall_vs_Control",-0.848712274290698,0.259657160089534,Inf,-1.35763095639414,-0.339793592187259,-3.26858798732162,0.00108085565538278,"Oligodendrocytes7","Arteries",0.472727272727273,0.0135483100652547
"Disease_effect",-0.535311583156497,0.405748867400349,Inf,-1.3305647500291,0.259941583716106,-1.31931750441169,0.187062988231394,"Oligodendrocytes8","Arteries",0.472727272727273,0.358537394110171
"Amyloid_effect",0.712309537619976,0.269164368179614,Inf,0.184757070066453,1.2398620051735,2.6463738214586,0.00813598515762195,"Oligodendrocytes8","Arteries",0.472727272727273,0.0287888705577392
"AD_overall_vs_Control",-0.198583438099781,0.372313209189064,Inf,-0.928303919078874,0.531137042879311,-0.53337736400037,0.593772383598025,"Oligodendrocytes8","Arteries",0.472727272727273,0.910450988183639
"Disease_effect",-1.00943807375811,0.231794946819225,Inf,-1.46374782132217,-0.555128326194053,-4.35487523610842,1.33142728200286e-05,"OPC1","Arteries",0.472727272727273,0.000306228274860659
"Amyloid_effect",0.977267360378649,0.212330320080505,Inf,0.561107580194999,1.3934271405623,4.60258035690862,4.1728847950816e-06,"OPC1","Arteries",0.472727272727273,9.59763502868769e-05
"AD_overall_vs_Control",-0.547457139760931,0.19320285214584,Inf,-0.926127771677196,-0.168786507844667,-2.8335872565053,0.00460287398814057,"OPC1","Arteries",0.472727272727273,0.0352887005757444
"Disease_effect",0.0625028796237901,0.215190605698638,Inf,-0.3592629573569,0.48426871660448,0.290453569852031,0.771469266279694,"OPC2","Arteries",0.472727272727273,0.90993810894528
"Amyloid_effect",0.0181800947048949,0.187442913837316,Inf,-0.349201265573489,0.385561454983279,0.0969900346335503,0.922734308347686,"OPC2","Arteries",0.472727272727273,0.943239515199856
"AD_overall_vs_Control",0.0710971062115584,0.195870457675307,Inf,-0.312801936467419,0.454996148890536,0.362980242428471,0.716619643497638,"OPC2","Arteries",0.472727272727273,0.954353867377524
"Disease_effect",0.239347877972283,0.295257778602243,Inf,-0.339346734243414,0.818042490187981,0.810640380434214,0.417572220369258,"OPC3","Arteries",0.472727272727273,0.640277404566196
"Amyloid_effect",0.365662297838286,0.254394513739913,Inf,-0.132941786956523,0.864266382633094,1.43738279753993,0.150609254023343,"OPC3","Arteries",0.472727272727273,0.346401284253689
"AD_overall_vs_Control",0.412206418768563,0.268517641277066,Inf,-0.114078487348132,0.938491324885259,1.53511857473541,0.124754704445861,"OPC3","Arteries",0.472727272727273,0.293355734927329
"Disease_effect",-1.13080460855706,0.317145999109982,Inf,-1.7523993446536,-0.509209872460527,-3.56556479265222,0.000363073446262061,"Pericytes","Arteries",0.472727272727273,0.00208767231600685
"Amyloid_effect",0.81499156859613,0.270367673994413,Inf,0.285080664983214,1.34490247220904,3.01438243912611,0.00257502985024914,"Pericytes","Arteries",0.472727272727273,0.0148064216389326
"AD_overall_vs_Control",-0.745535867038893,0.283036521798661,Inf,-1.30027725607376,-0.190794478004031,-2.63406242523441,0.00843699745528485,"Pericytes","Arteries",0.472727272727273,0.0463786665384301
"Disease_effect",-0.441160617569098,0.268881999275646,Inf,-0.968159652240488,0.0858384171022925,-1.64072202214191,0.100855131383108,"SMC","Arteries",0.472727272727273,0.231966802181149
"Amyloid_effect",0.191364658868719,0.243997601064679,Inf,-0.286861851532224,0.669591169269662,0.78428909970304,0.432870493989399,"SMC","Arteries",0.472727272727273,0.727551123454062
"AD_overall_vs_Control",-0.350697324285704,0.240832253842273,Inf,-0.822719868132167,0.121325219560759,-1.45618918849376,0.14534032743436,"SMC","Arteries",0.472727272727273,0.318364526760979
"Disease_effect",-0.528792542002424,0.192459865059578,Inf,-0.906006945988635,-0.151578138016213,-2.74754708904493,0.00600428862540315,"VLMC1","Arteries",0.472727272727273,0.025108843342595
"Amyloid_effect",0.527074467449295,0.153373207694866,Inf,0.226468504173977,0.827680430724613,3.43654850394668,0.000589176848362531,"VLMC1","Arteries",0.472727272727273,0.00542042700493529
"AD_overall_vs_Control",-0.279630066480939,0.168059443817737,Inf,-0.609020523625535,0.0497603906636576,-1.6638759484662,0.0961372223813706,"VLMC1","Arteries",0.472727272727273,0.276394514346441
"Disease_effect",0.201401295502229,0.276966669533093,Inf,-0.34144340170064,0.744245992705098,0.727167986825811,0.467123054614048,"VLMC2","Arteries",0.472727272727273,0.687284314567977
"Amyloid_effect",0.224551333827689,0.235614136230526,Inf,-0.237243887432657,0.686346555088034,0.953046949644763,0.340566283269629,"VLMC2","Arteries",0.472727272727273,0.652752042933455
"AD_overall_vs_Control",0.307552835129863,0.251972016846901,Inf,-0.186303243001982,0.801408913261708,1.22058329721881,0.222243833572617,"VLMC2","Arteries",0.472727272727273,0.408928653773615
"Disease_effect",0.349677104398896,0.193753075849978,Inf,-0.030071946160918,0.72942615495871,1.80475640381394,0.0711128092304942,"Astrocytes1","Capillaries",0.433333333333333,0.142225618460988
"Amyloid_effect",-0.443307421290773,0.193411164034752,Inf,-0.822386337006856,-0.0642285055746905,-2.29204670528284,0.0219029482259813,"Astrocytes1","Capillaries",0.433333333333333,0.0387513699382746
"AD_overall_vs_Control",0.157577221839561,0.182019326434358,Inf,-0.19917410246202,0.514328546141142,0.865716981412897,0.386645385248655,"Astrocytes1","Capillaries",0.433333333333333,0.68493607227796
"Disease_effect",-0.279173458865944,0.238032211909855,Inf,-0.745708021369666,0.187361103637778,-1.17283898942076,0.240860379486736,"Astrocytes2","Capillaries",0.433333333333333,0.316559355896853
"Amyloid_effect",-0.0491034249910934,0.246577966063156,Inf,-0.53238735785602,0.434180507873833,-0.199139549145751,0.842153584985923,"Astrocytes2","Capillaries",0.433333333333333,0.842153584985923
"AD_overall_vs_Control",-0.300451609695418,0.230185368119835,Inf,-0.751606640978389,0.150703421587553,-1.30525937486609,0.191804542386858,"Astrocytes2","Capillaries",0.433333333333333,0.490167163877527
"Disease_effect",0.587668713266934,0.183705387947084,Inf,0.227612769124692,0.947724657409177,3.19897374722734,0.00137917727293688,"Astrocytes3","Capillaries",0.433333333333333,0.00528684621292472
"Amyloid_effect",-0.681318885965945,0.183468474875249,Inf,-1.04091048901992,-0.321727282911966,-3.71354744420923,0.000204374128924487,"Astrocytes3","Capillaries",0.433333333333333,0.0011751512413158
"AD_overall_vs_Control",0.292430529348358,0.175915098737897,Inf,-0.0523567285147271,0.637217787211443,1.66233900015633,0.0964448222153955,"Astrocytes3","Capillaries",0.433333333333333,0.299031734761502
"Disease_effect",0.292189485933969,0.180920110138008,Inf,-0.0624074140155463,0.646786385883484,1.61501939011138,0.106306495883177,"Astrocytes4","Capillaries",0.433333333333333,0.18808072348562
"Amyloid_effect",-0.219297632479215,0.173170264667243,Inf,-0.558705114420281,0.120109849461851,-1.26637002548104,0.205380637146513,"Astrocytes4","Capillaries",0.433333333333333,0.255338089425395
"AD_overall_vs_Control",0.197160511859642,0.167938635674988,Inf,-0.131993165676128,0.526314189395413,1.17400329630644,0.240393705309719,"Astrocytes4","Capillaries",0.433333333333333,0.526576687821288
"Disease_effect",0.578540490888163,0.191471035888847,Inf,0.203264156463446,0.953816825312879,3.02155617533723,0.00251478973173324,"Astrocytes5","Capillaries",0.433333333333333,0.00771202184398195
"Amyloid_effect",-0.730915056318723,0.22727637187336,Inf,-1.17636855972744,-0.285461552910006,-3.2159746756517,0.0013000230353743,"Astrocytes5","Capillaries",0.433333333333333,0.00460008150978598
"AD_overall_vs_Control",0.261810633150049,0.194344398538885,Inf,-0.119097388583264,0.642718654883363,1.34714782169379,0.177932628940195,"Astrocytes5","Capillaries",0.433333333333333,0.481464760661703
"Disease_effect",0.159766599798059,0.107128849561419,Inf,-0.0502020870475322,0.36973528664365,1.49134990669774,0.135869652530294,"Endothelial","Capillaries",0.433333333333333,0.216669313917206
"Amyloid_effect",-0.122318395219359,0.086668001567938,Inf,-0.292184556904579,0.04754776646586,-1.41134436016129,0.158143100369361,"Endothelial","Capillaries",0.433333333333333,0.20207173936085
"AD_overall_vs_Control",0.10676196186967,0.102502781330027,Inf,-0.0941397978523676,0.307663721591708,1.04155185336805,0.297619500665886,"Endothelial","Capillaries",0.433333333333333,0.595239001331772
"Disease_effect",-0.0334524375819356,0.254422183150378,Inf,-0.532110753424729,0.465205878260858,-0.13148396561853,0.895392470035217,"ExNeuron1","Capillaries",0.433333333333333,0.895392470035217
"Amyloid_effect",0.157889154517564,0.224571900613989,Inf,-0.282263682625564,0.598041991660691,0.703067276386262,0.482013824161096,"ExNeuron1","Capillaries",0.433333333333333,0.515642695614196
"AD_overall_vs_Control",0.034966196042342,0.227542812826602,Inf,-0.411009522038736,0.48094191412342,0.153668646387824,0.877871007651178,"ExNeuron1","Capillaries",0.433333333333333,0.932289241571601
"Disease_effect",-0.231338934566087,0.307284448373413,Inf,-0.833605386387233,0.370927517255059,-0.752849471526017,0.451540374501395,"ExNeuron10","Capillaries",0.433333333333333,0.546601505975372
"Amyloid_effect",-0.304398702234424,0.281179912816694,Inf,-0.855501204531257,0.246703800062409,-1.08257627362189,0.278996543309483,"ExNeuron10","Capillaries",0.433333333333333,0.320846024805906
"AD_overall_vs_Control",-0.363245038867671,0.287743472996989,Inf,-0.927211882728242,0.2007218049929,-1.2623919322454,0.20680779083088,"ExNeuron10","Capillaries",0.433333333333333,0.49432332481333
