"contrast","estimate","SE","df","asymp.LCL","asymp.UCL","z.ratio","p.value","celltype","region","p_adj"
"AD_Amyloid_vs_Control",-0.00517732828569933,0.0868788951028115,Inf,-0.175456833703843,0.165102177132444,-0.0595924738634457,0.952480212704066,"ExNeuron2","Arteries",0.977887189303459
"AD_Amyloid_vs_Control",0.0763555685216136,0.1017601594196,Inf,-0.123090679001857,0.275801816045084,0.75034835791449,0.453044924947913,"ExNeuron3","Arteries",0.841840242056211
"AD_Amyloid_vs_Control",-0.294786001380584,0.234401123563704,Inf,-0.754203761501167,0.164631758739998,-1.25761343162022,0.208531593401932,"ExNeuron4","Arteries",0.766591426710386
"AD_Amyloid_vs_Control",-0.029633443162609,0.0747175606462089,Inf,-0.176077171041866,0.116810284716648,-0.396606137918831,0.691657925611747,"ExNeuron5","Arteries",0.899591138386853
"AD_Amyloid_vs_Control",0.400507248635976,0.362371892695097,Inf,-0.309728610056027,1.11074310732798,1.10523817301958,0.269056400162375,"ExNeuron6","Arteries",0.766591426710386
"AD_Amyloid_vs_Control",0.579756916578167,0.42463316270124,Inf,-0.252508788957601,1.41202262211393,1.36531238608433,0.172154887662737,"ExNeuron7","Arteries",0.766591426710386
"AD_Amyloid_vs_Control",-0.102806285595902,0.0984774728308673,Inf,-0.295818585632923,0.0902060144411199,-1.04395739086917,0.296505103679522,"ExNeuron8","Arteries",0.766591426710386
"AD_Amyloid_vs_Control",-0.40687899682816,0.389709640881061,Inf,-1.17069585738308,0.356937863726759,-1.04405679035366,0.296459115694268,"ExNeuron9","Arteries",0.766591426710386
"AD_Amyloid_vs_Control",-0.361388170305512,0.227758088861545,Inf,-0.807785821661812,0.0850094810507889,-1.58671936576181,0.112576218270414,"Fibroblast","Arteries",0.739786577205577
"AD_Amyloid_vs_Control",0.173795240965647,0.275618465897494,Inf,-0.366407025667621,0.713997507598916,0.630564575561799,0.528325267366098,"InhNeuron1","Arteries",0.841840242056211
"AD_Amyloid_vs_Control",-0.0040286073437024,0.145343443878686,Inf,-0.288896522734945,0.28083930804754,-0.0277178470262819,0.977887189303459,"InhNeuron2","Arteries",0.977887189303459
"AD_Amyloid_vs_Control",-0.0969711790613419,0.200362845620121,Inf,-0.489675140316738,0.295732782194055,-0.483977849092815,0.628401589603489,"InhNeuron3","Arteries",0.888996986252671
"AD_Amyloid_vs_Control",-0.809058923206793,0.337168395542047,Inf,-1.46989683519436,-0.148221011219227,-2.39956927726312,0.0164143734900231,"InhNeuron4","Arteries",0.344265028559013
"AD_Amyloid_vs_Control",-0.00366557798399458,0.0771858790654666,Inf,-0.154947121067373,0.147615965099384,-0.0474902667220458,0.962122487615103,"InhNeuron5","Arteries",0.977887189303459
"AD_Amyloid_vs_Control",0.159216637569551,0.12378863246421,Inf,-0.0834046237557665,0.401837898894869,1.28619756434892,0.198374120893377,"Microglia1","Arteries",0.766591426710386
"AD_Amyloid_vs_Control",3.17790312950503e-06,1.05249048487799e-05,Inf,-1.74505313148145e-05,2.38063375738246e-05,0.301941269319259,0.762696834719288,"Microglia2","Arteries",0.899591138386853
"AD_Amyloid_vs_Control",0.00743965667370435,0.106807639799758,Inf,-0.201899470607548,0.216778783954957,0.0696547240221033,0.944468479201294,"Microglia3","Arteries",0.977887189303459
