"contrast","odds.ratio","SE","df","asymp.LCL","asymp.UCL","null","z.ratio","p.value","celltype","region","p_adj"
"Amyloid_effect",1.26753561934313,0.228561609386059,Inf,0.890167609967334,1.80488093288694,1,1.31474593516523,0.188595303037907,"ExNeuron12","Capillaries",0.367902130395735
"Amyloid_effect",1.55084390218161,0.31169116637347,Inf,1.04590489632251,2.29955593227499,1,2.1832800942863,0.0290151895350313,"ExNeuron13","Capillaries",0.10266913220088
"Amyloid_effect",1.25487130309976,0.202933533591914,Inf,0.913999081877523,1.72287042576515,1,1.40389425347578,0.160350341134708,"ExNeuron14","Capillaries",0.351243604390313
"Amyloid_effect",2.17425361450608,0.439764759074663,Inf,1.46266910876289,3.23202202868094,1,3.84003285891613,0.000123017843933179,"ExNeuron2","Capillaries",0.00282941041046312
"Amyloid_effect",0.684640670052976,0.230080261472714,Inf,0.354330066427489,1.32287065508315,1,-1.1273620270747,0.259589447135947,"ExNeuron3","Capillaries",0.474877461694348
"Amyloid_effect",0.707928843013604,0.225093789983023,Inf,0.379612653831468,1.32019636782992,1,-1.08633339600269,0.277331516963602,"ExNeuron4","Capillaries",0.474877461694348
"Amyloid_effect",1.96706636025606,0.391626418284299,Inf,1.33153296104819,2.90593637472185,1,3.39815052458752,0.000678430807525738,"ExNeuron5","Capillaries",0.00624156342923679
"Amyloid_effect",0.97042321294178,0.275602109555437,Inf,0.556183699691645,1.69318376777016,1,-0.105714055619113,0.915809228072756,"ExNeuron6","Capillaries",0.936160544252151
"Amyloid_effect",1.08089852293668,0.263647596503387,Inf,0.670137490890799,1.74343568710599,1,0.318933202525203,0.749777166066632,"ExNeuron7","Capillaries",0.846694911935864
"Amyloid_effect",1.37359711648439,0.320986950500587,Inf,0.868855658846877,2.17155636750793,1,1.35838842829053,0.174340464145834,"ExNeuron8","Capillaries",0.364530061395835
"Amyloid_effect",0.930598775539401,0.258879833299502,Inf,0.539473189304232,1.60529586679246,1,-0.258557141287409,0.79597695521759,"ExNeuron9","Capillaries",0.851510231163003
"Amyloid_effect",1.31047473191675,0.204194074014366,Inf,0.965599626854138,1.7785259803665,1,1.73530284796707,0.0826871775844021,"Fibroblast","Capillaries",0.234177664386229
"Amyloid_effect",1.39575752092728,0.271540299210429,Inf,0.95325996730489,2.04365978226584,1,1.71391727751806,0.0865439194470845,"InhNeuron1","Capillaries",0.234177664386229
"Amyloid_effect",1.20350042848629,0.219395133517626,Inf,0.841926784117414,1.72035539038593,1,1.0161100526494,0.30957698251281,"InhNeuron2","Capillaries",0.50859075698533
"Amyloid_effect",1.57509872721688,0.276058655490602,Inf,1.11717830899461,2.22071622811307,1,2.59218690403093,0.00953679444084934,"InhNeuron3","Capillaries",0.043869254427907
"Amyloid_effect",1.3537155655037,0.250264451941868,Inf,0.942245066382444,1.9448717723964,1,1.63817485399306,0.101385223609931,"InhNeuron4","Capillaries",0.245458962424043
"Amyloid_effect",1.42157049062349,0.248141613436449,Inf,1.00968821600687,2.0014719670629,1,2.01519935678287,0.0438837649066121,"InhNeuron5","Capillaries",0.144189513264583
"Amyloid_effect",1.82236431677514,0.350673829061485,Inf,1.24979917969622,2.65723626403927,1,3.11875033821796,0.00181619783106326,"Microglia1","Capillaries",0.0130521979562112
"Amyloid_effect",1.05439120515365,0.175036949220205,Inf,0.761545494092526,1.45984819308812,1,0.319042892697306,0.749693987330979,"Microglia2","Capillaries",0.846694911935864
"Amyloid_effect",1.42128984395004,0.186763542393753,Inf,1.09857861942006,1.83879859375193,1,2.67544443370714,0.00746302434650525,"Microglia3","Capillaries",0.0381443466599157
"Amyloid_effect",1.22284965887511,0.31867223614138,Inf,0.733755897207561,2.03795471205319,1,0.772008544408906,0.440109366870911,"Microglia4","Capillaries",0.613485784123088
"Amyloid_effect",1.91418306346976,0.40192308122017,Inf,1.26839862842215,2.88875809100528,1,3.09228746767826,0.00198620403681475,"Microglia5","Capillaries",0.0130521979562112
"Amyloid_effect",0.84961370725919,0.267166205447037,Inf,0.458728793038501,1.57357345454904,1,-0.518271069907691,0.604269154731109,"Oligodendrocytes1","Capillaries",0.7941823176466
"Amyloid_effect",0.56215637174237,0.194519428409015,Inf,0.285312782393393,1.10762575598458,1,-1.66455426100021,0.0960017170656164,"Oligodendrocytes2","Capillaries",0.245337721389909
"Amyloid_effect",1.59058926005168,0.313804383169878,Inf,1.08050326528993,2.34147760165527,1,2.35242002521378,0.0186517001492091,"Oligodendrocytes3","Capillaries",0.0714981839053016
