"contrast1","contrast","estimate","SE","df","asymp.LCL","asymp.UCL","z.ratio","p.value","celltype","p_adj"
"Arteries - Capillaries","Amyloid_effect",-0.558453191783783,0.421114026426972,Inf,-1.54541838309452,0.42851199952695,-1.32613296337359,0.380580024429807,"ExNeuron13",0.837363376982837
"Arteries - Parenchyma","Amyloid_effect",0.281250247946452,0.34800141276799,Inf,-0.534360867748661,1.09686136364156,0.808187086682776,0.697943971104215,"ExNeuron13",0.992951216622492
"Capillaries - Parenchyma","Amyloid_effect",0.839703439730235,0.391437459790123,Inf,-0.0777087649067985,1.75711564436727,2.14517905409579,0.0809537022352,"ExNeuron13",0.328576791425224
"Arteries - Capillaries","Disease_effect",0.503008357988785,0.480849102790855,Inf,-0.62395796691436,1.62997468289193,1.04608359476875,0.547749056065042,"ExNeuron14",0.999957860652559
"Arteries - Parenchyma","Disease_effect",-0.0121471557423442,0.439039813028961,Inf,-1.04112502365077,1.01683071216608,-0.0276675494610393,0.999578051156423,"ExNeuron14",0.999957860652559
"Capillaries - Parenchyma","Disease_effect",-0.515155513731129,0.485010179387427,Inf,-1.65187415629996,0.621563128837707,-1.06215402402848,0.537658702239117,"ExNeuron14",0.999957860652559
"Arteries - Capillaries","Amyloid_effect",-0.400694642162147,0.444794138855202,Inf,-1.44315892689251,0.641769642568218,-0.900854141633796,0.639758286155973,"ExNeuron14",0.970182895489278
"Arteries - Parenchyma","Amyloid_effect",0.3658891739563,0.367734379729185,Inf,-0.495970108006819,1.22774845591942,0.994982232082181,0.580026163469721,"ExNeuron14",0.94456052822405
"Capillaries - Parenchyma","Amyloid_effect",0.766583816118447,0.444117778537647,Inf,-0.274295282538029,1.80746291477492,1.72608225377194,0.195410105264905,"ExNeuron14",0.553487166021084
"Arteries - Capillaries","Disease_effect",-0.37579196206294,0.281494106045086,Inf,-1.0355298638918,0.283945939765917,-1.33499051664957,0.375701542939866,"ExNeuron2",0.978241753315122
"Arteries - Parenchyma","Disease_effect",-0.0190759929262251,0.259537599538983,Inf,-0.627354417548449,0.589202431695999,-0.0734999204743738,0.997026054883183,"ExNeuron2",0.999957860652559
