"gene","statistic","p.value","p_adj"
"FOXE1",0.42013323010843,1.5944123866391e-09,3.30858285920797e-06
"GOLGA6L6",0.382263687141064,5.25402226123733e-08,3.38359033623684e-05
"SPANXC",0.365994392613296,2.0704056353564e-07,9.97593003299411e-05
"KRTAP10-7",0.364734698876336,2.29518658819941e-07,0.000107162261803031
"VWA1",0.360289029729647,3.29055692566742e-07,0.000149544698834204
"OR10Z1",0.35486184921291,5.0707670507061e-07,0.000203169245304004
"MRGPRX1",0.350165990893464,7.32445870831796e-07,0.000263060751608743
"ZNF124",0.345342413625687,1.06206948788821e-06,0.000319922737996779
"SNX22",0.343526355154903,1.2195975505647e-06,0.000353784907187027
"EXO5",0.34096847703902,1.47970515110946e-06,0.0004003387239604
"GPR63",0.339789263735254,1.61670321986769e-06,0.000408020936949311
"ADGRG3",0.339050943239425,1.70854819587899e-06,0.000419853238239947
"IFT172",0.337415090956011,1.93008344877165e-06,0.000445015289990856
"TGFB3",0.336704763654336,2.03457512052713e-06,0.00046338688964591
"PITX3",0.336024179121451,2.13973162732803e-06,0.000475733665142599
"CLCA1",0.335063662647019,2.2969845391571e-06,0.000482005429812338
"CCDC88C",0.334356834494613,2.41967065853412e-06,0.00049659087053608
"FCF1",0.33392818870912,2.49708509766979e-06,0.000501457648215925
"HTRA4",0.332937929465899,2.68504537321842e-06,0.000527851656739234
"SVOPL",0.332057893424661,2.86331955400008e-06,0.000557034958234433
"CCER2",0.331629247639168,2.95417952588441e-06,0.000568786152839353
"CYP4F22",0.326144331159487,4.38774947332095e-06,0.000744960083306745
"SLC25A47",0.325997366890175,4.43403925937551e-06,0.000746037091964838
"FERMT3",0.325435753432447,4.61524376642421e-06,0.000769591898051237
"OR9Q2",0.324518976323881,4.92624544318442e-06,0.000807039999095721
"ANKRD66",0.32287262659266,5.53534513378396e-06,0.000898940049726515
"ZNF540",0.321581440512275,6.06239666928883e-06,0.000976045863755502
"TMEM186",0.320494954664147,6.54246326367458e-06,0.00103548342298633
"KHDC1L",0.320339242521662,6.61415167860978e-06,0.00103803274579593
"RIN2",0.320045313983038,6.75150997513269e-06,0.00105076000246315
"DOCK6",0.317686887375507,7.95589283992554e-06,0.0012080020705565
"POLL",0.317085033701181,8.29439851360916e-06,0.00123924949312132
"HLA-DOB",0.315988050405245,8.94679773337124e-06,0.00132611424181303
"BLM",0.315678375694909,9.13959350626643e-06,0.00134076660165941
"AP3B1",0.315599644836349,9.18923350891004e-06,0.00134076660165941
"LILRA2",0.31491381157956,9.63259337634833e-06,0.00138982638589779
"TNS4",0.3143102083306,1.00394947461187e-05,0.00143127941891995
"FOSL1",0.313482659528402,1.06238935620037e-05,0.00149181831702242
"ATP13A4",0.313314700363474,1.07463720076852e-05,0.00149775554936962
"NLRP1",0.31197102704405,1.17754830960472e-05,0.00158453553251476
"OR1C1",0.311901044058663,1.18315609539986e-05,0.00158453553251476
"EXOC3L1",0.311738333617639,1.19629208655269e-05,0.00158453553251476
"PSG7",0.311344679324839,1.2286461511507e-05,0.0016159292618937
"OR9A2",0.311040253338407,1.25423275802353e-05,0.00162561835591754
"ZNF776",0.31094752588277,1.26212605273101e-05,0.00162561835591754
"GLRX3",0.310587113508028,1.29325443716357e-05,0.00165259096612797
"GATA3",0.31050138435093,1.30076500332411e-05,0.00165259096612797
"C11orf21",0.310132224103015,1.33358055218785e-05,0.00168063685080547
"PHOX2B",0.308174450086823,1.52111451286534e-05,0.00184534557066768
"RTBDN",0.308169201362919,1.52164927116525e-05,0.00184534557066768
"HCRTR1",0.307630332375441,1.57750734692504e-05,0.00186880724639012
"SMIM28",0.30653159950487,1.69746234255068e-05,0.00195690164873311
"KCNK6",0.306151941809148,1.74087961338209e-05,0.00198363293509958
"GPR183",0.306143193935974,1.74189227541407e-05,0.00198363293509958
"SLC39A4",0.305553587284092,1.81144381007944e-05,0.00203798340946046
"NUDT2",0.305000721699537,1.87903854511647e-05,0.00208886451598781
"FGF3",0.304167924173435,1.98537288470488e-05,0.00218110729380872
"C8orf34",0.304073447143163,1.99778876078771e-05,0.00218191245008604
"CCDC86",0.302530322315387,2.21125859467769e-05,0.0023272828248251
"TFAP2D",0.301419342422374,2.37809041020565e-05,0.00245372325021787
"OR2L5",0.301295122623312,2.39746538558997e-05,0.00245372325021787
"C17orf113",0.3012793764516,2.39993198070338e-05,0.00245372325021787
"CCL8",0.301251383257445,2.404322953469e-05,0.00245372325021787
"C4orf47",0.301135911331557,2.42251598848054e-05,0.00245885372830775
"ATP2A3",0.300243628267877,2.56754350659774e-05,0.00257803454458169
"SYNE3",0.299549047137915,2.68606703989182e-05,0.00265423217127088
"SPDYE5",0.2993111049876,2.72784295211848e-05,0.00268132605125078
"TLR9",0.298560537469328,2.86367290114625e-05,0.00280010236135117
"RNASEH1",0.298180879773605,2.93478440234368e-05,0.00285468924469638
"DUX1",0.297766230585189,3.01435075544214e-05,0.00290185642828028
"ING3",0.297285097560656,3.10922274955488e-05,0.00297783815747112
"OR4F17",0.29699816732057,3.1671333640873e-05,0.0030048613668096
"CLDN25",0.296926434760549,3.18176904700491e-05,0.0030048613668096
"METRNL",0.296907189439568,3.18570652510335e-05,0.0030048613668096
"INKA1",0.296677995162426,3.23295269291185e-05,0.00301574384596464
"E2F8",0.296662248990714,3.23622273661993e-05,0.00301574384596464
"LSP1",0.296616760050213,3.2456870477559e-05,0.00301574384596464
"SUN5",0.296461047907727,3.27828195120026e-05,0.00303095018418891
"XRCC2",0.296322831511589,3.30747269262047e-05,0.00304287487721083
"S1PR4",0.295995661054906,3.37754879459044e-05,0.00309211280822407
"ATP4A",0.295825952315343,3.41444714299714e-05,0.00309935961011473
"ACRV1",0.295806706994362,3.41865538489845e-05,0.00309935961011473
"CD48",0.295701732516282,3.44169558249717e-05,0.0031025333269976
"OR51E2",0.29555476824697,3.47419772669701e-05,0.0031025333269976
"AK3",0.295526775052815,3.48042130448733e-05,0.0031025333269976
"B3GNT6",0.295490033985487,3.48860569002728e-05,0.0031025333269976
"BICD2",0.295166362678074,3.5614937476319e-05,0.00315234394458642
"MYOZ3",0.295040393304378,3.59024686248006e-05,0.00315254213861616
"IL9R",0.294783205833082,3.64963139990809e-05,0.0031702565592876
"FOXD4L5",0.294529517511055,3.70911337122818e-05,0.00320700932041932
"CACNG5",0.294218093226084,3.78338106742678e-05,0.00322401261104197
"C14orf178",0.294179602584122,3.79265684427789e-05,0.00322401261104197
"MUC5B",0.294097372576292,3.81254506738477e-05,0.00322401261104197
"HOMER2",0.29398015107577,3.84106619845098e-05,0.00322401261104197
"HOXA13",0.293945159583076,3.84961882770593e-05,0.00322401261104197
"C9orf40",0.293854181702074,3.87193965621767e-05,0.00322822968837148
"TP53TG3F",0.293527011245391,3.95321992017294e-05,0.00326682899244025
"MS4A15",0.293093116735994,4.06349372440142e-05,0.00334316338312427
"KRT72",0.292706460741732,4.1641955859321e-05,0.0034072689421254
"MYOT",0.292571743494863,4.19983012801613e-05,0.0034072689421254
"LRRN4CL",0.292365293687972,4.25499625520429e-05,0.0034072689421254
"ENPP7",0.2922708166577,4.28046856292886e-05,0.0034072689421254
"UGT2A3",0.292209581545487,4.29705496329868e-05,0.0034072689421254
"GRIN2D",0.292206082396217,4.29800458198608e-05,0.0034072689421254
"LPO",0.292178089202063,4.30560864393657e-05,0.0034072689421254
"FFAR2",0.291934898327844,4.37220371377232e-05,0.00344537031892033
"AMZ1",0.291831673424399,4.40076266154611e-05,0.00345330434735442
"LIN37",0.291626973192143,4.45791642884681e-05,0.00346900196771429
"TSPY1",0.291245565921785,4.56627555613509e-05,0.00350945523812259
"SPDYE3",0.290897400569486,4.66734933796134e-05,0.00354339090389293
"FANCD2OS",0.290809921837753,4.6930735368157e-05,0.00354849560216882
