"gene","statistic","p.value","p_adj"
"C4orf46",0.521528078485918,1.2075683418506e-14,1.89639530834372e-10
"FCF1",0.517696510035997,2.03083669773369e-14,1.89639530834372e-10
"CCL3",0.479380825536791,2.61014166600248e-12,1.17548985903918e-08
"ZNF587",0.477844699007554,3.13229973809411e-12,1.17548985903918e-08
"CBLC",0.476277080134892,3.76947251192578e-12,1.17548985903918e-08
"GPR4",0.47626133396318,3.77647202518476e-12,1.17548985903918e-08
"ZNF776",0.463092285688042,1.72471484669216e-11,4.60153921097468e-08
"FOXD4L5",0.451795282271998,6.03347908156977e-11,1.26038472724208e-07
"XRCC2",0.451734047159784,6.07381802590423e-11,1.26038472724208e-07
"CA2",0.449680046538685,7.58929128629785e-11,1.41737604062899e-07
"HIPK2",0.44663403709973,1.05312551586071e-10,1.78801564856497e-07
"RPS28",0.442718489067345,1.59705462965032e-10,2.48554935527912e-07
"SPARC",0.440788708245308,1.95705852041175e-10,2.81154037901614e-07
"KRTAP10-3",0.439948912420668,2.13722549732922e-10,2.85105881343717e-07
"DMRTA2",0.436355286121062,3.10698143373219e-10,3.86839901709216e-07
"SESN2",0.43539476964663,3.43121716171633e-10,4.00508823201339e-07
"NUTM2G",0.434518232754662,3.75552909794501e-10,4.12578008430712e-07
"LYRM2",0.433038092613733,4.37169843671784e-10,4.46107097068258e-07
"IFITM3",0.432280526796922,4.723856838485e-10,4.46107097068258e-07
"SP7",0.432170303594938,4.77733023204389e-10,4.46107097068258e-07
"GFM2",0.431496717360592,5.11707187639924e-10,4.55078258874439e-07
"FOXD4L1",0.42956168781465,6.22829775668067e-10,5.15721900482353e-07
"SPATA31A6",0.429119045432079,6.51354325095443e-10,5.15721900482353e-07
"COL1A2",0.428947587117882,6.62739645083341e-10,5.15721900482353e-07
"ERBIN",0.42743245548426,7.72080256973115e-10,5.76774835169196e-07
"NBPF19",0.425269981235812,9.58850028270853e-10,6.88749351076402e-07
"LPAR1",0.424451180306788,1.04040693005234e-09,7.19653326876207e-07
"HOXB3",0.423635878527033,1.12826250546977e-09,7.5255109114834e-07
"KCNE1",0.422346442021284,1.28203619897736e-09,8.25631312141418e-07
"ZNF417",0.421041259343822,1.45824416912108e-09,8.93935877273714e-07
"GOLGA6L6",0.418077479912696,1.94962461333967e-09,1.10336937208278e-06
"ANP32B",0.416306910382413,2.31586750456693e-09,1.24986738996246e-06
