"gene","statistic","p.value","p_adj"
"OLFM1",0.861319966583124,3.47388061964408e-57,6.48781944524729e-53
"NRGN",0.838848429975462,1.53818057773364e-51,1.2452635063177e-47
"SYT1",0.838355049928486,2.00031619134349e-51,1.2452635063177e-47
"PHYHIP",0.832455484260389,4.32811469027311e-50,2.02079674888852e-46
"ATP1A3",0.826820104362127,7.31117448356671e-49,2.73086989310184e-45
"GRIN1",0.821664107913763,8.89118936905184e-48,2.76753087760687e-44
"SNAP25",0.815584336058296,1.52830343309506e-46,4.07751355949761e-43
"RAB6B",0.814634317031672,2.36104725839219e-46,5.51186482471656e-43
"ENC1",0.813665052684066,3.67037449129444e-46,7.61643488882389e-43
"SNCB",0.813068447733645,4.80942030311174e-46,8.98207335809148e-43
"TSPAN7",0.806888950124001,7.47619168404366e-45,1.26932141719272e-41
"RAB3A",0.806561779667318,8.62117619907997e-45,1.34174238911681e-41
"PPP3R1",0.804012649424609,2.59260074814498e-44,3.72457012095044e-41
"CABP1",0.801948151355702,6.24985446051052e-44,8.33730585032104e-41
"RIMS3",0.800583483140661,1.11172699827025e-43,1.38417422797968e-40
"CHGA",0.79780515862081,3.54228985564702e-43,4.13473783400398e-40
"SEPTIN5",0.796618947018506,5.77795910494937e-43,6.3475978967079e-40
"CHN1",0.793334995429236,2.20169677558049e-42,2.28438272115229e-39
"ALDOA",0.792451460238729,3.14248485547764e-42,3.08889721899476e-39
"DNM1",0.792033311901044,3.7165402254321e-42,3.47050526250849e-39
"PCSK1N",0.789471934635892,1.03004390986725e-41,9.16052383841941e-39
"STMN3",0.788726615841523,1.3820463694834e-41,1.17323172711237e-38
"STMN2",0.779250919620167,5.2472727781145e-40,4.26078549582897e-37
"THY1",0.777203917297607,1.12428195655971e-39,8.74878742529544e-37
"DKK3",0.776850503221404,1.28131628893317e-39,9.57194520484636e-37
"UCHL1",0.774198148075249,3.3923539460435e-39,2.4367539344734e-36
"RTN1",0.773837735700508,3.86825084910784e-39,2.67568343918289e-36
"SLC12A5",0.771209874599238,1.00012324906597e-38,6.67082207127004e-36
"YWHAG",0.770977181172827,1.08722086561148e-38,7.00170237453794e-36
"PLD3",0.768121875369051,3.00500391640832e-38,1.87071510476139e-35
"TMEM130",0.768006403443163,3.13016723774728e-38,1.88577430103768e-35
"PACSIN1",0.767735219374789,3.4446743037515e-38,2.01039804052697e-35
"PRKAR1B",0.764300804366938,1.14523807552465e-37,6.48135342378741e-35
"STXBP1",0.762930887427994,1.83880955530183e-37,1.0100472722005e-34
"NCS1",0.75998285416858,5.03952769570272e-37,2.68909197842697e-34
"CAMK2A",0.758124805906564,9.44332073835424e-37,4.89898494748622e-34
"TSPYL1",0.757764393531822,1.06596514873002e-36,5.38053111288696e-34
"MDH1",0.757299006679001,1.24609435292667e-36,6.12422582506805e-34
"ENO2",0.757157291133593,1.30667874490214e-36,6.25731595892111e-34
"YWHAH",0.756028815494233,1.90477919350978e-36,8.89341405449716e-34
"NELL2",0.755262501804249,2.45744843878095e-36,1.11939773274812e-33
"LZTS3",0.754141024463427,3.5617906385693e-36,1.58380957061715e-33
"MAP2",0.753581160580334,4.2836145785171e-36,1.86048339228803e-33
"PHACTR1",0.751859579139822,7.53192877508233e-36,3.19696140462358e-33
"GRIA2",0.748486399244184,2.24571330578453e-35,9.32020926640707e-33
"TUBA4A",0.748255455392408,2.41858409837265e-35,9.81945143939295e-33
"DLG4",0.747891543868397,2.7179431348781e-35,1.08000651036135e-32
"CHGB",0.742999733189868,1.2798630337257e-34,4.97973375372107e-32
"SYN1",0.742527348038508,1.48366919243034e-34,5.65489915057737e-32
"FBXL16",0.742264911843308,1.6103802470945e-34,6.01509229894738e-32
"CALM3",0.738074680593281,5.88043522697937e-34,2.15339231958954e-31
"CADM3",0.73576524207552,1.18805435712738e-33,4.26694291802134e-31
"NPTN",0.735172136274368,1.42153970380919e-33,5.00918405817744e-31
"VSNL1",0.732164617477376,3.50499180686671e-33,1.21220790713042e-30
"AMPH",0.730439536887594,5.84937905613694e-33,1.98623642277116e-30
"NCDN",0.729921662795733,6.81627280153076e-33,2.27322697931051e-30
"SEPTIN3",0.729447528069738,7.83859543811236e-33,2.5683089193366e-30
"SULT4A1",0.728791437581738,9.50624922180263e-33,3.06101224942045e-30
"PDZD4",0.728198331780586,1.1311695786301e-32,3.58063102550774e-30
"RGS4",0.725857400919401,2.23695893989059e-32,6.96290752689944e-30
"SYN2",0.725141824893823,2.75149437426583e-32,8.42408343176864e-30
"IDS",0.725068342759167,2.8105119673283e-32,8.46598733900375e-30
"CALM1",0.722174546313427,6.44753236639518e-32,1.91133515039359e-29
"NEFM",0.721642675624489,7.50197775504383e-32,2.18917088364373e-29
