"gene","statistic","p.value","p_adj"
"RIDA",0.477715230484588,3.18068318889535e-12,9.90040653930160e-09
"SHANK1",0.464432459858197,1.4820680528153e-11,2.76791029543785e-08
"GP1BB",0.462654892029375,1.81195205867409e-11,2.90521294498946e-08
"TNFSF11",0.436960638944657,2.9180995921715e-10,2.86833831491552e-07
"PLEKHG5",0.433263787741605,4.27179205678294e-10,3.79904706916563e-07
"BSCL2",0.432465981708197,4.63519072231713e-10,3.93485554227249e-07
"SCRT1",0.422391930961785,1.27628209651145e-09,8.82809053127697e-07
"PIP5K1C",0.420516386953422,1.53551810295749e-09,9.8887365830462e-07
"FBXL16",0.418871786796835,1.80413906184749e-09,1.08690648771173e-06
"CAMK2A",0.416662074033251,2.23744108479448e-09,1.26625605150369e-06
"TTC9B",0.414971984936162,2.6350871823508e-09,1.4416523787282e-06
"CLEC2B",0.414713047890232,2.70174733644714e-09,1.4416523787282e-06
"ARSB",0.413084193905357,3.15998097903468e-09,1.63932791012366e-06
"DNAH12",0.410183399161079,4.16828555764553e-09,1.97812862205309e-06
"MCM6",0.408278112383927,4.99266908745794e-09,2.22007352088963e-06
"PPP1R27",0.405079889951755,6.74207659920538e-09,2.92825633876185e-06
"ZSWIM5",0.402154601162592,8.84957792489547e-09,3.67277149611884e-06
"NOL11",0.401787190489312,9.15543216681171e-09,3.71710545972556e-06
"HTR6",0.399985128615605,1.08092634625961e-08,4.2057042589051e-06
"B9D1",0.399517992188149,1.12828953419874e-08,4.24629249121176e-06
"SLC22A10",0.39764769690369,1.33875304040835e-08,4.85828210730431e-06
"FXYD7",0.397533974552437,1.35270223591681e-08,4.85828210730431e-06
"OSR2",0.395766904171423,1.58830829849108e-08,5.49319366344804e-06
"RASD1",0.394561447248138,1.77121398028488e-08,6.01439859923646e-06
"SAMD14",0.393371736496564,1.97153126915476e-08,6.45970490925163e-06
"NCS1",0.389604902308126,2.76011376111511e-08,8.45047288566982e-06
"NWD1",0.389330219090484,2.82820616474043e-08,8.46690098775649e-06
"CACNG3",0.389127268432862,2.87955206394179e-08,8.46690098775649e-06
