"gene","statistic","p.value","p_adj"
"CTRB1",0.481746250442861,1.9675871192161e-12,7.06250870026035e-10
"ZNF480",0.467126804795584,1.09046917401719e-11,3.13316958368384e-09
"LILRB3",0.466099804485035,1.22614897320121e-11,3.4696300338645e-09
"SPANXC",0.463823607885333,1.58788632584077e-11,4.22086327149569e-09
"MOB3A",0.457474401536127,3.23339549908535e-11,7.74190953088692e-09
"ZNF81",0.456963525742804,3.42163525725081e-11,7.88919260054519e-09
"LDHAL6B",0.453065473456766,5.25301780260808e-11,1.14425488935286e-08
"CHRNE",0.453037480262611,5.26911118464049e-11,1.14425488935286e-08
"OR9A2",0.450077199980755,7.27019935019948e-11,1.54293458027643e-08
"IL1RL2",0.448871743057469,8.28121905061543e-11,1.73505216802149e-08
"SYNDIG1",0.448399357906109,8.71351882798305e-11,1.76884432208056e-08
"UGT2B10",0.447769511037629,9.32409392186922e-11,1.85251891579606e-08
"ASF1B",0.447057434161319,1.00643882962086e-10,1.91798485530604e-08
"PPP1R3B",0.446175648545447,1.10603757948394e-10,2.08650079135778e-08
"CTSE",0.443530291697831,1.46560000785133e-10,2.68348487712073e-08
"OR10Z1",0.442347579244796,1.66085323039583e-10,2.98250912796851e-08
"SPHK1",0.44083069803654,1.94844765325376e-10,3.44178627433188e-08
"NEU2",0.440806203991655,1.95346618697355e-10,3.44178627433188e-08
"VWA2",0.440694231215036,1.97656801401544e-10,3.44994245137872e-08
"RTKN2",0.439079373827238,2.34067723152848e-10,4.04763777555795e-08
"OXLD1",0.437831927112721,2.66563800419895e-10,4.5257686696745e-08
"DUS4L",0.435702694782331,3.32385982904592e-10,5.44398321609665e-08
"CARD17",0.434443001045371,3.78470780526585e-10,6.03120253586615e-08
"OR2L5",0.433022346442021,4.37875244091821e-10,6.75847773442879e-08
"IFNA6",0.431839633988986,4.94128993052962e-10,7.48082993405786e-08
"MRGPRX1",0.431283269255162,5.22952763519512e-10,7.75132207261144e-08
"CCDC88C",0.431090816045349,5.33297023591354e-10,7.8424056792064e-08
"NPW",0.43040148363929,5.71998437090481e-10,8.3458146961733e-08
"RSPH10B2",0.429988584025509,5.96467298752781e-10,8.63536687713716e-08
"ULBP1",0.429610675904421,6.19748236750032e-10,8.90339851503354e-08
"CHRM4",0.428809370721743,6.72057577464199e-10,9.50906816275006e-08
"PRF1",0.428734139012453,6.77182515338273e-10,9.50906816275006e-08
"TEKT5",0.427497189745743,7.67071127676466e-10,1.04568031974348e-07
"PHOX2B",0.427259247595428,7.85639190427358e-10,1.05706813859376e-07
"INSL3",0.425418695079759,9.44716435653864e-10,1.23878143891642e-07
"ALG1L2",0.424265725395513,1.05979025473439e-09,1.35566046557667e-07
"CDNF",0.423921059192484,1.09674573960987e-09,1.39290690107749e-07
"C1R",0.423856324931001,1.10382427371743e-09,1.39290690107749e-07
"CFI",0.423718108534862,1.11908608533942e-09,1.40268803555697e-07
"SLC25A47",0.423438176593316,1.15062374445543e-09,1.43260327009664e-07
"GPRC6A",0.423090011241017,1.1910494344368e-09,1.47311518129415e-07
"VWA1",0.421177726165326,1.43877710059857e-09,1.68997491388547e-07
"C19orf38",0.419937277749347,1.62536983082657e-09,1.87379055311834e-07
"OR4D11",0.419653846658531,1.67117764712872e-09,1.91477998391263e-07
"COLEC11",0.419144720439843,1.75661490755362e-09,1.9882751523316e-07
"IL32",0.418168457793699,1.93240301794413e-09,2.12291522136027e-07
"LRP2",0.41792876606875,1.97809514375707e-09,2.15077519256311e-07
"AVIL",0.417356655163213,2.09141567574113e-09,2.23499980380545e-07
"SOX14",0.416775796384504,2.21287613366773e-09,2.34816333365787e-07
"OR13F1",0.416702314249848,2.22871890087309e-09,2.35161323122631e-07
"HOXD1",0.416499363592227,2.27304654750643e-09,2.37158755984526e-07
"GPN2",0.416184440157987,2.34352189538014e-09,2.43153416211775e-07
"H3C8",0.415934250985229,2.40101093492473e-09,2.46380660553045e-07
"NMRK2",0.415680562663203,2.4606942325308e-09,2.51125275883854e-07
"CCR2",0.415157439847437,2.5883235251012e-09,2.62714837797771e-07
"KHDC1L",0.414895003652237,2.65473729342133e-09,2.66690050351978e-07
"MRAP",0.41485476343564,2.66506520130478e-09,2.66690050351978e-07
