"","Astrocytes1","Astrocytes2","Astrocytes3","Astrocytes4","Astrocytes5","Endothelial","ExNeuron1","ExNeuron11","ExNeuron13","ExNeuron14","ExNeuron2","ExNeuron3","ExNeuron4","ExNeuron5","ExNeuron7","ExNeuron8","ExNeuron9","Fibroblast","InhNeuron1","InhNeuron2","InhNeuron3","InhNeuron4","InhNeuron5","Microglia1","Microglia2","Microglia3","Microglia4","Microglia5","Oligodendrocytes1","Oligodendrocytes2","Oligodendrocytes3","Oligodendrocytes4","Oligodendrocytes5","Oligodendrocytes6","Oligodendrocytes7","Oligodendrocytes8","OPC1","OPC2","OPC3","Pericytes","SMC","VLMC1","VLMC2"
"Microglia5",0.195179921881493,0.249339754272243,0.18458099874468,0.195253404016149,0.285270768544398,0.42438819561994,-0.393195029458463,0.395053077720479,0.255008376088563,0.310653597344146,0.292164092604985,0.222132119128537,0.344833287406999,0.324678187615636,0.237489885271643,0.115444807481181,0.299661019914533,0.359533213487471,0.33489920263136,0.325371019170964,0.285751901568931,0.25153197128948,0.310902036942268,0.293623237850298,0.353577661431065,0.414713047890232,0.358863126402393,0.519320115296968,0.201163467132053,0.0318326356904478,0.352157006827715,0.309721074063868,0.355297493296942,0.196833269911253,0.215558967226093,0.285101059804835,0.295652744426511,0.275746084233271,0.296163620219834,0.431811640794832,0.379112703224029,0.422827575045817,0.39680790107905
"OPC1",0.197620578496853,0.296880945820047,0.292755448831503,0.14754950202732,0.233742296404187,0.22912866809257,-0.233026720378608,0.269454613847008,0.0391983449023956,0.11897194994467,0.0898712750462544,0.0969045650776155,0.25720409225507,0.0336644403329441,0.0638568498033915,0.0389726497745236,0.101462207000923,0.168722854256059,0.113815953496306,0.190564543995241,0.138154286239158,0.0738434218180705,0.183602986523901,0.102835623089136,0.132424429310624,0.171840596255035,0.134576406111264,0.215333272098221,0.0958583194460847,0.0985334190624904,0.215135570164504,0.137702895983414,0.207278230480214,0.116078153498931,0.0552979306906008,0.244463689765426,0.444711254576231,0.223790715882201,0.282749631495843,0.241575142043591,0.16128191333482,0.155095417426638,0.215273786560642
"OPC2",0.0897593022696357,0.277443171628898,0.243900326733063,0.102872364156464,0.174337239258705,0.172706635699196,-0.227188389822724,0.205441177113814,0.0668888626452694,0.161988741487226,0.0983952026663517,0.0777677177236284,0.178139064939836,0.0474580867526583,0.117505806400819,0.0338044063037174,0.1009513312076,0.150807209997069,0.0615631574573432,0.132256470145696,0.133482921964597,0.118721760771912,0.163052482865103,0.095783087736794,0.160807778608826,0.142173059174988,0.134345462259488,0.203245460947307,0.0140464599544236,0.0841291710952775,0.253295542521224,0.127431143303284,0.187473045615785,0.189688007103273,0.0754425330341561,0.295407803977658,0.260699742375135,0.103843378078705,0.23595550831704,0.219551496542403,0.109190078162247,0.137216514234977,0.195202666351743
"OPC3",0.235717566166726,0.320493205089513,0.307038976148924,0.213513714478167,0.248331999282674,0.297965682093541,-0.163846789749242,0.361627454325167,0.134277228848736,0.174786879939815,0.208100530558508,0.170549410174651,0.324347518009684,0.141504721664545,0.189799979879892,0.112264080795357,0.193325372768746,0.269034715934688,0.191029930848063,0.236254685579568,0.25484216649827,0.194291137967082,0.271181444011425,0.209262248115927,0.2086149055011,0.270194683917473,0.237041994165169,0.309341416368145,0.184180346153341,0.0289020981773806,0.23514195611192,0.229763763684954,0.314331203226216,0.185957913982163,0.148924667690168,0.243029038564999,0.489722561202308,0.297568528651472,0.343927007746242,0.325057845311359,0.23582778936871,0.232458108622341,0.29377020211961
"Oligodendrocytes1",-0.148452282538808,0.0524531223346324,0.0824478298713625,-0.180462500054674,0.0279590774492951,-0.0466690285924235,-0.493232207919449,-0.106084583185713,-0.141216041849825,-0.033585709474384,-0.193743521106431,-0.119645536179016,-0.056541878255849,-0.154021178600953,-0.168147244201254,-0.0812196284778263,-0.120154662397705,-0.122875250954612,-0.135776614310646,-0.116739492710835,-0.154602037379662,-0.128337422964042,-0.0906235921391612,-0.155532811085305,0.0425312845814361,-0.112180101212893,-0.0905291151088891,-0.0452291286680926,-0.194910487387754,0.206797097455681,0.142519474952652,-0.126684074934282,-0.0544861280601154,0.107269045213382,-0.0880832097696247,0.360266285259396,-0.0545963512620994,-0.241741351633884,0.0453358527208073,-0.0345479755234509,-0.0449072069353138,-0.0733325460247477,-0.0648541073451517
"Oligodendrocytes2",-0.287116569783971,-0.10428777003591,-0.0489644705131065,-0.250134061156381,-0.192004443919572,-0.369866201279814,-0.21027175268013,-0.413479597772791,-0.308750060141628,-0.240579634076465,-0.407058658863564,-0.27669435368526,-0.317592410345235,-0.30269653190568,-0.305483604298705,-0.144272548736588,-0.317100779872893,-0.402557003328566,-0.39720155537185,-0.375172661146759,-0.377072699200007,-0.285330254081976,-0.305247411723025,-0.399531988785227,-0.22605466545946,-0.410368854072354,-0.321446723265406,-0.421219715956558,-0.310196958364498,0.282364725076216,-0.126281672768308,-0.346330923294274,-0.30338236516247,-0.0156000822300078,-0.222735722377497,0.244934325342151,-0.274561622205601,-0.414501349359437,-0.183893415913256,-0.341027962576599,-0.327391777874004,-0.356111045502062,-0.340077943549974
"Oligodendrocytes3",0.102324747295814,0.230888740175045,0.141555459328951,0.142283282376972,0.151423060268472,0.288196057333561,-0.189813976476969,0.356810875355929,0.253493244454942,0.291873663215631,0.269830772393462,0.214311520511576,0.270154443700875,0.274276441540151,0.343004981913772,0.0945478880447191,0.301875981402022,0.342028719267628,0.191761253045353,0.286785900178019,0.292216579844025,0.262088904635061,0.30700398465623,0.301959960984486,0.300651279157755,0.337231385619371,0.327962139204906,0.389503426979316,0.152432564832675,0.0187685618933897,0.327895655368788,0.318239752960062,0.300493817440635,0.316077278711613,0.24861892952276,0.317349219471016,0.237062989060785,0.197184934412821,0.248258517148018,0.295194355872229,0.179624453804669,0.321210530689726,0.352533165374168
"Oligodendrocytes4",0.0644412077313703,0.183893415913256,0.112776706163314,0.0774615421625617,0.117395583198835,0.263532303708661,-0.21817458130492,0.261284100303114,0.151963678830584,0.260642006412191,0.209386467914988,0.159196420370297,0.220755203891054,0.174872609096913,0.241914559522716,0.0490956886107065,0.205801589488556,0.259427801615732,0.166135233371387,0.237587861451185,0.20557064563678,0.209239503645676,0.230027949454789,0.209862352215618,0.249227781495624,0.250552209494067,0.237650846138033,0.329171095277461,0.0687679058029017,-0.0375554943204433,0.268992726143456,0.210042558402988,0.23900326733063,0.189457063251497,0.158970725242425,0.241085261145884,0.17305305147686,0.122831511588745,0.231366374050309,0.232808023549275,0.134761861022539,0.239972531678236,0.249854129214835
"Oligodendrocytes5",0.166215713804581,0.288580963753187,0.22240330319691,0.185749714600638,0.226773740634308,0.365271818289178,-0.21297484549069,0.421062254239438,0.291448516579407,0.327199324664191,0.324118323732543,0.278492916409698,0.324965117855721,0.296384066623802,0.356165282315737,0.124509353663391,0.341565081989441,0.391531183980895,0.293890922769402,0.372366343432753,0.344819290809922,0.311873050864509,0.34608948199469,0.344236682456578,0.392859111128607,0.381731816452125,0.370784727963014,0.444685010956711,0.181295297580776,0.0422898432818521,0.371988435311665,0.374093173597169,0.367934670883142,0.338004697607894,0.260519536187764,0.312100495567015,0.284873615102328,0.229873986886938,0.287316021292323,0.363684954095535,0.231177419989765,0.372518556425969,0.391716638892169
"Oligodendrocytes6",-0.0617801047120419,0.143446749509026,0.104191543431003,-0.0816622708603971,0.0875075997148193,0.0874551124757793,-0.474455772940204,0.0634264544432635,0.00837258941419867,0.103965848303131,-0.0260520410975082,0.014574831494093,0.0901442086892624,0.0518267746154216,0.0093978401501135,-0.0280570536288365,0.0552611896232728,0.0831214161057093,-0.0174126415515228,0.0625271730810447,0.00714438802066247,0.0179585088375389,0.0516990556670909,0.00823962174196398,0.157959471103588,0.0433833274285189,0.121291885910238,0.151414312395299,-0.10165990893464,0.238896543277916,0.250998351025907,0.0386227348475902,0.0671303039448534,0.214388501795501,0.0510657096493415,0.39467866874866,0.0764117973817616,-0.0964304303516207,0.163460133754981,0.0758991720138041,0.0552926819666968,0.0899587537779877,0.107232304146054
"Oligodendrocytes7",-0.162055225323343,0.0549830072563608,0.0426677514029402,-0.165892042497168,0.024970803973284,0.0109077230598311,-0.505171305226417,-0.0282057674727832,-0.072737690648961,0.0529954904713791,-0.124173435333535,-0.0425347837307055,-0.0119557182659966,-0.0468929741456608,-0.0634754425330342,-0.0807419946025622,-0.0444995560454364,-0.0342050588950561,-0.103461970808347,-0.0533576524207552,-0.109127093475399,-0.0844283483578055,-0.0455667965725833,-0.0798567098374208,0.105986607006172,-0.0384600244065662,0.00463374841991541,0.0287148936914713,-0.167081753248741,0.216750427552301,0.202648855996886,-0.035235558354875,0.012625805351074,0.19797924129696,-0.00255175460466174,0.398709688706933,-0.0403303196910251,-0.174746639723217,0.0519632414369256,0.00564850170802224,-0.01658684232396,-0.00351926937763256,0.0196153560165685
"Oligodendrocytes8",-0.0878312710222327,-0.0093558503588815,0.00455676713599006,0.0463278615386634,-0.221372803737091,-0.151326833663566,0.225062656641604,-0.130149982285557,-0.0469839520266635,-0.00548754084163288,-0.0723300397590836,-0.0934386577263403,-0.094007269482607,-0.0913776588067026,0.0556705900877849,-0.0150524653693571,-0.0792163655211327,-0.0743315531411426,-0.191085917236372,-0.126601844926452,-0.132422679735989,-0.0386052391012435,-0.0183609110035123,-0.139408731252214,-0.165440652241424,-0.143420505889506,-0.11812865497076,-0.174401973520188,-0.172617407392828,-0.160785034138575,-0.0568585512647238,-0.122012710659721,-0.0558910364917529,-0.0357254392525817,-0.0666526700695893,0.151872700949582,-0.103668420615238,-0.187929684595433,-0.0544983750825581,-0.176083314744103,-0.332453297292096,-0.150761721056568,-0.161647574433466
"Pericytes",0.131031767901429,0.292020627484943,0.187878946931027,0.172047046061926,0.248150043520669,0.303459346446395,-0.0579450371128519,0.189868213290644,0.151942683934968,0.134651637820555,0.154794490589475,0.131301202395168,0.19758208785489,0.198817287546965,0.0992682404090505,0.181130837565117,0.162060474047247,0.210081049044951,0.161197933752356,0.159824517664143,0.0967768461292848,0.112503772520306,0.183527754814611,0.226091406526788,0.154371093527886,0.254625219243571,0.110309805928434,0.291133593145167,0.217322538457837,0.0163156582555866,0.117532050020339,0.192756761012479,0.226455318050799,0.0626373962830287,0.135272736815862,0.106240295328198,0.263922458852192,0.277182485008332,0.260925437503007,0.338767512148609,0.397591710515381,0.254319043682505,0.261726742685685
"SMC",0.216734681380589,0.251948370052531,0.12204595257778,0.317072786678739,0.158391616038351,0.282607915950435,0.319016564097854,0.342138942469612,0.294721970720868,0.247166782575986,0.376161170815346,0.251696431305139,0.27367283829119,0.281391961579341,0.365172092535002,0.217618216571096,0.291887659812708,0.379903510958898,0.317352718620285,0.325780419635476,0.315760605702739,0.321674167967913,0.293878675746959,0.398546978265909,0.178142564089106,0.384564377785651,0.276314695989538,0.341670056467521,0.312282451329021,-0.14292712584253,0.101462207000923,0.322457977404244,0.267605313458165,0.0879869831647181,0.251159311892296,0.0187860576397363,0.32008730377427,0.399922143928757,0.243233738797255,0.295227597790287,0.259760220796319,0.306808032297148,0.34018116845342
"VLMC1",0.182325797040594,0.40584270449247,0.334220367673109,0.267995468601696,0.401335800233568,0.4919427714137,-0.320811627673022,0.418390653772302,0.259615006101642,0.334342837897536,0.257466528450271,0.251106824653256,0.305047960214673,0.248821880180381,0.228647535068037,0.191026431698793,0.344227934583404,0.365018129967152,0.335982189330219,0.314511409413586,0.298040913802832,0.204744846409217,0.299123900501691,0.30981905024341,0.350190484938349,0.444873965017255,0.290855410778254,0.491123970484676,0.262290105718047,0.178363010493074,0.376229404226098,0.365675970029786,0.401918408586912,0.290552734366457,0.253682198515486,0.336367095749846,0.401279813845259,0.328242071146452,0.340123432490476,0.527021742838772,0.561691313799332,0.465748139983466,0.512563258057885
"VLMC2",0.031463475442533,0.31659340322884,0.236566109864539,0.0792111167972287,0.191047426594409,0.15865755138282,-0.311531883810748,0.0773408215127697,0.012636302798882,0.12527391777874,-0.0294392175902234,0.0299868344508741,0.0528870168440298,0.0627913588508794,0.00573073171585158,0.068556207272107,0.0522221784828563,0.0611292629479458,-0.00582870789539293,0.00949231718038552,-0.0275811693282071,0.00275820441155244,0.0638865925721809,0.0225563909774436,0.133120760015221,0.0683969959803523,0.0224076771334969,0.129745830544949,-0.0200999881903712,0.179725929133479,0.225669759039833,0.0559382750068889,0.151454552611896,0.18437104978852,0.0463733504791647,0.348992026313602,0.15154203134363,0.0237828427963451,0.21896538903979,0.215270287411373,0.181946139344872,0.155361352771108,0.178726922017085
