"gene","statistic","p.value","p_adj"
"BSCL2",0.598988745861162,6.93514814552871e-20,4.69408038728009e-16
"FBXL16",0.591166397669566,2.72309394460967e-19,1.27141256273826e-15
"NCS1",0.575488459368316,3.78783249493851e-18,1.41483119350943e-14
"RAB6B",0.569062271735184,1.07057180542865e-17,3.3323331730309e-14
"KCNAB2",0.547138351988173,3.1440671241832e-16,7.24396484785144e-13
"DIRAS2",0.546433273410402,3.49088046855124e-16,7.24396484785144e-13
"FXYD7",0.542780161573217,5.97976394591231e-16,1.11678071453858e-12
"DLG4",0.533393693658229,2.31454863699074e-15,3.60220919536993e-12
"NRGN",0.53144816666448,3.04810951438738e-15,4.06617809219277e-12
"NEFL",0.530653859780341,3.40898720913805e-15,4.24441634119082e-12
"PHACTR1",0.529301438587743,4.12166693535884e-15,4.8110157302976e-12
"LMO3",0.527863288238047,5.03900504099515e-15,5.53579165562503e-12
"ENC1",0.526864281121652,5.79062323728758e-15,6.00809330997683e-12
"PRKAR1B",0.525683318243252,6.82099780008626e-15,6.56670400068367e-12
"SNCB",0.525462871839284,7.03223816736311e-15,6.56670400068367e-12
"IDS",0.524972990941577,7.52478399189021e-15,6.69204123012103e-12
"SHANK1",0.522490344534985,1.05868342492589e-14,8.5965094103982e-12
"PSD",0.520602553504179,1.36995234340716e-14,1.06605124856134e-11
"CAMK2A",0.513808955197767,3.41869120864065e-14,2.55389908050291e-11
"BEX1",0.513047890231687,3.78272088069388e-14,2.71715750645534e-11
"SYN2",0.512013891622599,4.33843604972297e-14,3.00091228387504e-11
"KIF3C",0.511100613663303,4.89491328954585e-14,3.15888016925577e-11
"AMPH",0.510734952564658,5.13672133928904e-14,3.19778025775207e-11
"SLC1A2",0.502088554720134,1.57995343637325e-13,8.94157890233541e-11
"SEPTIN3",0.500031054949765,2.05469624564037e-13,1.12256312393003e-10
"SLC8A1",0.499544673201328,2.18579549600973e-13,1.1339421300966e-10
"HPCAL4",0.49310098982185,4.91472271099506e-13,2.33804003647896e-10
"SLC12A5",0.492639102118297,5.20523919689239e-13,2.37104993271127e-10
"NCDN",0.491781810547311,5.78941723911715e-13,2.54354288397299e-10
"SYT1",0.491689083091673,5.85630456258505e-13,2.54354288397299e-10
"DMTN",0.488011477209603,9.21032484585477e-13,3.90936424593599e-10
