step,loss
235,2438525.672546029
236,2451746.3827051744
237,2435877.159664795
238,2460375.7708910406
239,2439801.6779780015
240,2442763.550037876
241,2427858.9104014486
242,2462340.991061449
243,2485266.850876048
244,2418429.5651185066
245,2456895.8756177723
246,2415756.879905924
247,2441144.673707485
248,2437989.600948423
249,2423056.094895646
250,2441320.946232386
251,2413815.7093868107
252,2413808.8520989493
253,2414273.5185774267
254,2428204.6770320386
255,2377480.823573921
256,2417479.54709211
257,2401575.7301890105
258,2428159.0478405654
259,2388120.4685350433
260,2419241.0317450017
261,2399801.8035628423
262,2371999.303098306
263,2393391.9521003664
264,2389048.3484968096
265,2391971.5914908946
266,2399152.4459270537
267,2397405.659493774
268,2390460.8597027957
269,2376341.913595885
270,2373104.9897799045
271,2377625.7941755056
272,2365886.9639492333
273,2381814.3854723796
274,2373609.1161704212
275,2371754.6953294575
276,2398719.9286829084
277,2374875.385653168
278,2380628.4497285634
279,2351677.118379727
280,2366601.320019163
281,2398795.8993420154
282,2342539.827770598
283,2386107.362041399
284,2393057.352420777
285,2359826.0608693883
286,2350427.7721292377
287,2359671.9517006204
288,2353912.1540234312
289,2350500.1848391443
290,2368368.40942131
291,2359013.5725988895
292,2386672.0536861196
293,2385255.858418081
294,2348693.3286892474
295,2365519.201356381
296,2331757.196580138
297,2351218.9974170215
298,2327341.035340637
299,2342260.290823348
300,2354874.8272105195
301,2335607.8603729196
302,2326291.18962726
303,2316820.5642251596
304,2319157.5606850833
305,2339134.6485116407
306,2325034.035146013
307,2343343.4454756454
308,2309469.7640061863
309,2334500.4044448137
310,2315327.9801900983
311,2335315.3924883083
312,2319071.838480808
313,2328912.7721662
314,2332023.9856143296
315,2322585.791013211
316,2307876.347022012
317,2320748.310538523
318,2336429.201285757
319,2305354.5821023136
320,2319171.037060477
321,2312535.6949373186
322,2316018.927934438
323,2323708.2928969413
324,2297027.1837113798
325,2296746.3745006174
326,2308425.945345409
327,2290065.1974804327
328,2295154.5449108854
329,2300530.557828486
330,2317361.342792265
331,2290461.1829345524
332,2281451.115601167
333,2291311.7032832205
334,2280120.562130064
335,2294599.5432018638
336,2298036.8208507486
337,2296795.6754841655
338,2275077.4952428937
339,2308521.3449672833
340,2277654.7216221243
341,2263358.9025711417
342,2277577.781081669
343,2274952.1496846005
344,2263017.78120254
345,2287926.389922008
346,2281613.0006375983
347,2286676.0330729485
348,2249130.95201315
349,2264402.007532224
350,2266433.4450269192
351,2263978.373887092
352,2277708.0956969596
353,2246798.763515111
354,2252274.1694086418
355,2266662.6918795854
356,2238972.8546995223
357,2263889.708722912
358,2270389.3827711046
359,2257235.591911651
360,2260652.6209499985
361,2247364.6033312604
362,2254554.1519293487
363,2242666.3043493778
364,2238064.9343425333
365,2251877.8754488975
366,2229691.038823791
367,2240109.770579949
368,2231026.9129625186
369,2226271.9575778097
370,2214817.559183076
371,2227328.2343088686
372,2219796.9883779213
373,2227546.0482334793
374,2242405.8053699285
375,2217430.7123003826
376,2244196.0262123197
377,2224566.7848026752
378,2218475.9445336387
379,2224315.9532876313
380,2225789.7719284818
381,2217934.079253085
382,2224501.537701115
383,2217825.5300296843
384,2218511.4707567245
385,2215178.450977832
386,2208827.1360097677
387,2219532.062801197
388,2211769.5228583477
389,2199757.6305996254
390,2223844.9301450327
391,2190732.3847447634
392,2214985.589834824
393,2216387.3976984136
394,2209107.40166007
395,2201589.3775292337
396,2200141.323352929
397,2209991.4004925266
398,2211281.1406326815
399,2211168.37146125
400,2203252.307750657
401,2220284.446330577
402,2198723.2527558133
403,2196303.3840791583
404,2187708.214608267
405,2201823.2079282813
406,2198033.508324474
407,2190045.35603749
408,2202505.2771953642
409,2200201.166345775
410,2192423.340739444
411,2198127.090631023
412,2181822.678690538
413,2172514.334020078
414,2176421.0729817003
415,2189010.356550932
416,2191791.4673775285
417,2182518.1757748555
418,2186404.9694641456
419,2189190.878953457
420,2170873.6323191635
421,2173141.759217143
422,2176575.1952635534
423,2185667.0717257373
424,2176212.4679000713
425,2174575.573868692
426,2182520.0759850442
427,2177153.8042940237
428,2173676.6025511287
429,2168302.6841406003
430,2175067.7623094693
431,2156777.1531994045
432,2156446.384878587
433,2160354.7083206996
434,2157854.136262387
435,2159414.9013216347
436,2162175.2609002814
437,2168469.1826147214
438,2170710.4311909303
439,2143230.450384818
440,2168043.0615603663
441,2175846.786668718
442,2164664.8940403443
443,2146408.573710503
444,2141035.259123016
445,2156579.7110087723
446,2131677.1466342956
447,2140901.251487702
448,2150033.5095011145
449,2151402.965271309
450,2143913.6060428564
451,2142090.2355253734
452,2137062.555213401
453,2136043.822422199
454,2147057.4879195057
455,2137993.778443098
456,2134774.706965968
457,2166335.659240313
458,2135086.291142295
459,2131476.036854297
460,2145766.1848454177
461,2144990.407199558
462,2132290.4995733276
463,2150983.753411647
464,2140249.4016505256
465,2138005.70365355
466,2140153.780287765
467,2131446.9728491604
468,2133362.5050143898
469,2126555.391512431
470,2123011.8788427413
471,2121325.145721562
472,2125642.083307177
473,2108314.1607438587
474,2135794.3714928515
475,2122778.3613811024
476,2123052.0554861426
477,2131612.929060012
478,2116224.294437818
479,2113898.693745382
480,2100639.0077483393
481,2115331.2604641765
482,2120868.237029873
483,2120794.357529752
484,2125358.99316144
485,2122490.819722887
486,2117793.227753818
487,2112557.7452931367
488,2121055.4485764625
489,2122175.7501300573
490,2121013.6071760654
491,2113527.0013258494
492,2117120.631902689
493,2092605.6363576204
494,2110796.742788296
495,2098244.8856336847
496,2100236.6436573267
497,2092283.328480497
498,2101860.0746686608
499,2086697.0237483978
500,2103706.411863871
501,2103773.130615197
502,2102760.8084279224
503,2091645.0254148506
504,2112114.2754588723
505,2097399.300755743
506,2092100.7382980585
507,2093729.4926492404
508,2087582.251362768
509,2096929.073426213
510,2090531.8085726146
511,2092196.0594712049
512,2078571.2929896526
513,2092103.4118984584
514,2083157.3926737756
515,2090335.0120948777
516,2080817.724260278
517,2088866.927407205
518,2086040.8122750036
519,2079510.9038371146
520,2087365.959057726
521,2076104.3416824285
522,2085172.8948778696
523,2077751.5862999577
524,2085262.3724383488
525,2072405.4710917268
526,2066139.9317397606
527,2085057.4837453067
528,2085274.554517448
529,2087815.7171608955
530,2082307.610298356
531,2065031.4445582628
532,2060932.9850096852
533,2061923.643656984
534,2070329.9863121267
535,2070557.0787130743
536,2074006.8001651876
537,2073190.6535860747
538,2059680.1608578712
539,2059079.735177014
540,2062234.4921747148
541,2075344.361940138
542,2053511.9701481387
543,2075072.6722504646
544,2063616.405862838
545,2067300.1881716996
546,2050191.4527942352
547,2075158.4549233615
548,2061024.7995286398
549,2058256.6543545313
550,2056322.9806768186
551,2049618.3408094756
552,2061414.9626858234
553,2039507.7531325594
554,2048971.9973255731
555,2053637.6885023713
556,2049238.7799337357
557,2043668.5300750583
558,2065021.2214588001
559,2057486.2064542696
560,2052566.174401924
561,2057568.5155146234
562,2058808.8699523136
563,2052581.4608256146
564,2037461.602358386
565,2043788.415749684
566,2044445.5893747807
567,2037849.228421852
568,2039590.35841766
569,2036724.9535603859
570,2035107.424660366
571,2040601.1621352322
572,2054664.8019857705
573,2056411.5136711597
574,2039748.6576534808
575,2044636.325779263
576,2033114.7661842853
577,2032037.5582150444
578,2042452.7583896667
579,2040912.3281975836
580,2032236.8709243052
581,2026364.7737756073
582,2036397.5392061211
583,2047368.1172521412
584,2029230.8669965416
585,2036599.4824351147
586,2044098.2184185684
587,2036313.5838973671
588,2021461.6775526851
589,2021877.2434387058
590,2021915.9805813879
591,2016375.2522912621
592,2030246.7627173513
593,2027116.698651459
594,2011443.7465905026
595,2028963.2150901891
596,2015256.4852547273
597,2014572.2212253958
598,2022287.1872636676
599,2014421.6667591333
600,2015992.3172489703
601,2025815.7363956757
602,2016750.6035482064
603,2025410.9948960245
604,2010358.6757705659
605,2023894.8357656896
606,2021402.510599196
607,2009013.6051792204
608,2017876.2843204886
609,2019079.4825382903
610,2005545.2843497023
611,2018682.7125484794
612,2008998.8383106776
613,2016364.8385457098
614,2017793.8743025512
615,2007332.9312596843
616,2011016.5069429427
617,2001297.095961295
618,2001893.248567693
619,2000760.5386608094
620,2014396.0874359757
621,2002557.4834561422
622,1998712.1942587942
623,2003182.8854270577
624,2004834.643272221
625,2005858.5250451714
626,2000347.8413673341
627,2005973.517268978
628,2009896.4067682885
629,1998736.6470225751
630,2000402.6662748605
631,1995922.7691116408
632,2007265.5836108588
633,1996994.6299825907
634,2001610.1011456102
635,1994237.6305889636
636,2005509.7994788662
637,1995729.1511763334
638,1993794.7230206877
639,1986224.3114306927
640,1991439.5445919111
641,1986877.4023197293
642,1990521.032792002
643,1986055.1121511161
644,1986594.4683997408
645,1983573.3327089995
646,1979034.4466139674
647,1980213.823228918
648,1996786.2378132641
649,1987748.678732574
650,1983818.7021371722
651,1987029.3747346327
652,1988905.689039871
653,1974542.802330263
654,1985388.4807875603
655,1980873.5283677652
656,1989189.2194273472
657,1981544.4397206157
658,1984832.8300326914
659,1976192.4153983146
660,1981695.7781611905
661,1976564.728316173
662,1977970.8758836687
663,1973645.245327592
664,1983280.0902882218
665,1997894.9163160473
666,1971180.716726862
667,1971646.7815639973
668,1977730.97065036
669,1979183.2311802357
670,1967224.8580309153
671,1965028.8916636705
672,1982786.4900726676
673,1968132.9816061705
674,1972441.339069888
675,1979071.2399025783
676,1969312.5444433093
677,1974304.8337570727
678,1961098.5031560361
679,1959034.595964089
680,1964528.3729777783
681,1965203.466821745
682,1969264.9352522492
683,1964377.002602443
684,1958882.8595006764
685,1961915.0295323282
686,1973418.1441273987
687,1965509.17613706
688,1966768.2097708583
689,1958155.9440632164
690,1959425.775357604
691,1967251.1139298081
692,1966680.9983985722
693,1965116.9484941363
694,1958611.729161337
695,1956475.0209565163
696,1958137.3876525536
697,1962560.2015917748
698,1960421.8830572069
699,1952785.3548016548
700,1950656.3979385197
701,1954030.8108977675
702,1950338.9564360082
703,1949321.8123882413
704,1957852.0730078518
705,1951784.2912149653
706,1953151.9336212128
707,1952825.8317480683
708,1954001.3268606365
709,1957908.9520207644
710,1956859.2993777618
711,1955209.109348625
712,1951600.5544428825
713,1953896.985026583
714,1935479.8371305913
715,1946037.693809554
716,1956194.4822879136
717,1940460.473124832
718,1958350.4090118855
719,1943317.3538625538
720,1945229.0199395418
721,1946685.7718386948
722,1943245.1019100845
723,1950218.3846530914
724,1945913.9125291258
725,1950495.6528592408
726,1946138.6426208466
727,1938918.002282992
728,1942137.5976431668
729,1942716.1461575925
730,1947418.2855778933
731,1940969.203148663
732,1936399.433093369
733,1937544.2216016501
734,1937682.7520541996
735,1931854.6369190365
736,1937988.8209769875
737,1931480.9894975722
738,1934500.15104568
739,1934383.58694762
740,1927171.5753762573
741,1933176.1751676798
742,1928897.645253703
743,1936201.7727685273
744,1928429.8723942637
745,1935393.016179368
746,1928007.7395206988
747,1926544.272771597
748,1932190.830450885
749,1928638.9966352135
750,1930512.5425848365
751,1929139.0671835095
752,1930250.9330810085
753,1926922.8162574917
754,1929646.7362069786
755,1939114.2349549234
756,1919560.843383059
757,1932780.560002908
758,1927252.928017944
759,1922059.2784829736
760,1923626.323815465
761,1916610.5953038782
762,1926450.243336618
763,1916484.6440466493
764,1919194.1406268477
765,1916213.5498609543
766,1912420.0914486945
767,1913402.659742102
768,1922400.0926994532
769,1915519.8484177738
770,1918043.851617679
771,1913180.9538819045
772,1909828.3049799204
773,1917339.8053951114
774,1910700.1328879595
775,1911843.8450098783
776,1913127.2887051105
777,1913645.0370912254
778,1910161.2559930682
779,1916525.1419003308
780,1917407.5565187782
781,1911260.0464128107
782,1909820.3434903324
783,1914435.2586953342
784,1912805.4269620925
785,1909554.1161665618
786,1911157.152420625
787,1902896.9850023687
788,1902469.2039939165
789,1913375.7483346462
790,1900633.627864495
791,1908513.164281711
792,1909777.4902570248
793,1913277.629672557
794,1905733.5083946288
795,1908718.256397307
796,1905817.4218297303
797,1914488.4199908972
798,1902460.3271203637
799,1908837.2664025724
800,1908242.7590152025
801,1906915.5047680438
802,1900464.6966025382
803,1903436.3216836154
804,1901946.8770500124
805,1901717.0867639482
806,1904731.3768323064
807,1898924.5924191773
808,1899186.2956658006
809,1895068.6892747283
810,1898778.4072401822
811,1898863.6529260576
812,1901058.1612003744
813,1907202.6511690617
814,1893364.566362977
815,1914856.0318859518
816,1899094.4966151118
817,1896102.1707413793
818,1896484.4012255967
819,1893186.8246096969
820,1899455.8445527256
821,1892858.3274027705
822,1897075.2120417356
823,1900596.183900416
824,1887168.721705526
825,1890238.1601129472
826,1890226.4619461894
827,1899697.1700707376
828,1891053.789363727
829,1891609.4446934313
830,1888526.3605409563
831,1888197.4807625413
832,1884148.8414951414
833,1883172.2728545219
834,1886259.9847874641
835,1886806.7351313531
836,1887372.7681057453
837,1881469.4598408043
838,1880603.7235793471
839,1882333.8421414196
840,1888434.5285522342
841,1886330.2672016323
842,1884757.3783850968
843,1892618.4724041522
844,1890362.7447693646
845,1885149.5302832723
846,1878986.151358068
847,1882927.4221003056
848,1884641.1902901232
849,1879102.92702052
850,1887970.0237286985
851,1881423.2027589083
852,1877997.2567340732
853,1883698.1433352232
854,1884234.4948771894
855,1881328.0404855013
856,1878003.0441165566
857,1883816.0303549767
858,1881734.2666452527
859,1876528.810780406
860,1873198.0495674908
861,1875791.05827412
862,1873215.5824852884
863,1876733.4716766775
864,1879393.9376923442
865,1869693.0014237165
866,1874151.3817946017
867,1871847.8986872137
868,1877261.822560802
869,1877355.525879413
870,1873761.887436688
871,1872406.5958830118
872,1868539.6612856984
873,1872539.141764015
874,1869425.4889840186
875,1868051.626923442
876,1871338.2851407528
877,1870443.1118616164
878,1877121.6531533003
879,1868424.271306038
880,1870314.0812078118
881,1863711.1635317802
882,1860498.6877253205
883,1864097.8675606847
884,1875148.0893212259
885,1866290.5254710615
886,1867952.7402144521
887,1869555.2705079615
888,1860241.4880664349
889,1860406.393304348
890,1857418.5204503536
891,1864415.6212371737
892,1862148.2677453458
893,1873050.2125140727
894,1863178.153945148
895,1857267.251883328
896,1858424.5988850296
897,1860975.2179442048
898,1864474.2551091015
899,1861297.3488698006
900,1858981.8920474648
901,1861703.726064682
902,1853568.1926751733
903,1861064.1099682152
904,1858354.6377913356
905,1854251.9358441234
906,1854767.83060956
907,1850013.8281657994
908,1855604.0448271334
909,1854159.7675276697
910,1857398.787742883
911,1854097.9100333154
912,1858879.3391090631
913,1854851.2965611964
914,1862756.4127980769
915,1851580.7462042868
916,1854130.168257147
917,1851618.2102781236
918,1851400.0377431214
919,1850844.4551646411
920,1848936.6756505668
921,1855568.4772913754
922,1852712.2909247875
923,1852012.0522665083
924,1850674.1656576395
925,1845833.2037020028
926,1847888.3368889987
927,1846509.6356023848
928,1847137.8087219596
929,1849908.336955756
930,1849119.006986022
931,1848669.4093306363
932,1846384.7129766643
933,1842764.7881700099
934,1848400.9940845966
935,1848966.1185501516
936,1849619.119953066
937,1844523.3301627338
938,1845626.346298039
939,1845171.3094989657
940,1846012.7833335698
941,1842865.1795295775
942,1838481.8133308887
943,1842542.467975676
944,1842468.067612052
945,1843761.9189259112
946,1840917.7096520066
947,1843323.1108870804
948,1841851.6383209825
949,1844678.272921443
950,1836300.7345630527
951,1844633.8362554014
952,1839191.0249165893
953,1839946.0295157433
954,1842038.3234362006
955,1842094.9897786677
956,1837618.2402163446
957,1840426.5792036355
958,1839676.5267831087
959,1836383.375045985
960,1836413.0876326263
961,1832634.391411662
962,1834906.0261885524
963,1835807.7601543963
964,1830937.2233226895
965,1831900.9431819916
966,1833743.150067687
967,1835760.6434839666
968,1833762.4571610093
969,1845161.61336717
970,1828818.805976063
971,1829614.2365534604
972,1843328.9887502193
973,1831403.7955754995
974,1827502.8705001473
975,1839906.592436254
976,1832557.716543585
977,1828005.8359580934
978,1828447.9623655379
979,1827444.7627841532
980,1833451.3590246737
981,1829790.1441014707
982,1831987.3351828158
983,1825664.3932941556
984,1830128.0654336214
985,1827375.0281559527
986,1824915.0086206794
987,1826344.9518396258
988,1825712.4125717878
989,1825645.1412969232
990,1822237.6876256466
991,1823378.726414144
992,1826468.0967400074
993,1828913.6028054953
994,1824378.9426310062
995,1826867.0784814358
996,1821292.570105195
997,1822882.776425451
998,1827095.6554403603
999,1831191.634069562
1000,1815529.435179621
1001,1825948.8580884337
1002,1818624.1631503701
1003,1820851.6048262417
1004,1823674.3465032578
1005,1820137.9727564156
1006,1817340.6729047596
1007,1818383.7127573192
1008,1818228.224152267
1009,1816027.9836824536
1010,1814689.0742827058
1011,1819263.4163370132
1012,1819578.1441792846
1013,1816252.2106991708
1014,1814439.0430101454
1015,1817533.3952095807
1016,1816538.461311698
1017,1818013.536849916
1018,1814510.4647906125
1019,1816673.4111708403
1020,1817148.5444300175
1021,1813060.868624419
1022,1815807.6850269437
1023,1813663.9670633674
1024,1818726.0650201142
1025,1812872.986803621
1026,1816590.2459642887
1027,1808932.416771561
1028,1810310.888154626
1029,1811376.4769626856
1030,1813575.2148303986
1031,1810219.5921079814
1032,1810549.5426289737
1033,1808900.4785420299
1034,1813463.082186997
1035,1807686.689962417
1036,1810334.5618225336
1037,1811155.8913901448
1038,1805696.467087239
1039,1809778.2555108666
1040,1804547.2399775386
1041,1804349.6815876365
1042,1803429.9775115848
1043,1805907.6246935427
1044,1814372.5679879189
1045,1806764.17054829
1046,1809289.5777767599
1047,1803197.2371973097
1048,1805199.0124661028
1049,1806559.6293357313
1050,1813634.160882771
1051,1805046.9893001318
1052,1801995.4388313591
1053,1802053.3040918708
1054,1808597.8240894973
1055,1803991.9062696695
1056,1801696.9163151383
1057,1802436.9279258251
1058,1800208.929999113
1059,1797157.6487622857
1060,1802206.768006742
1061,1800440.0138778687
1062,1803359.6035009027
1063,1801881.9081488848
1064,1804652.8386469781
1065,1797628.2220524848
1066,1797974.301842153
1067,1800171.0596827269
1068,1802556.5395011306
1069,1798061.6574204862
1070,1798427.7120922208
1071,1797769.3633000553
1072,1797738.2949905396
1073,1797317.1802490354
1074,1798104.6565131247
1075,1799950.4377112985
1076,1797938.872368604
1077,1796476.4043378234
1078,1799476.4015564322
1079,1798368.8268541396
1080,1794440.1732409
1081,1794823.7100199163
1082,1799133.4582601786
1083,1792132.6250048876
1084,1790962.701820612
1085,1795978.9263783395
1086,1794938.4352220595
1087,1791428.6272449493
1088,1793135.2261070907
1089,1794420.9099559486
1090,1792522.576991886
1091,1792245.4304617047
1092,1800092.8832582831
1093,1789060.4012538493
1094,1797898.7950550914
1095,1790897.1606544554
1096,1793910.4687392712
1097,1787995.0802712739
1098,1788201.7055089176
1099,1788713.8826607168
1100,1790440.1102407277
1101,1792429.7576659024
1102,1788892.261575073
1103,1789626.2016245723
1104,1793104.8822414577
1105,1788026.6261674166
1106,1788832.0125866532
1107,1784151.2560262978
1108,1797142.5048951209
1109,1785430.955965221
1110,1787377.4015697837
1111,1785516.8736305535
1112,1788372.907975614
1113,1785861.9308258295
1114,1783563.8475168347
1115,1783318.7884062827
1116,1784203.9842733145
1117,1785248.142614603
1118,1785597.726385206
1119,1780699.2739274502
1120,1785455.1218910515
1121,1785897.0202751756
1122,1788883.889357686
1123,1785663.707505107
1124,1783622.9932683408
1125,1779213.8093272448
1126,1782813.6901671588
1127,1780611.933506161
1128,1778748.3735571504
1129,1779078.9315102696
1130,1779776.5828278363
1131,1778339.47869578
1132,1779074.352647841
1133,1783055.599202752
1134,1777517.3663141727
1135,1776690.3330570757
1136,1777270.3630852997
1137,1777706.3490784764
1138,1777796.1579568982
1139,1778169.9209314287
1140,1776911.1549513042
1141,1778441.7136674523
1142,1779407.4576261938
1143,1776440.6250300407
1144,1774942.0068838596
1145,1774789.3025535345
1146,1772937.8573383987
1147,1777402.5445248187
1148,1776123.406428516
1149,1774238.7259986103
1150,1777174.0754716694
1151,1776283.9519314468
1152,1770183.3776839375
1153,1772855.7722952962
1154,1771224.9182178378
1155,1772177.4112533927
1156,1770452.6910235286
1157,1771321.275627017
1158,1775302.192038715
1159,1770222.5009737015
1160,1773990.500316441
1161,1773554.0074108243
1162,1772150.6723688245
1163,1771081.6468401551
1164,1771931.3580701947
1165,1772138.6523614526
1166,1771565.120615691
1167,1766044.671663314
1168,1769741.5492113233
1169,1773389.4631654322
1170,1768594.318670094
1171,1773054.7652650476
1172,1764888.1992242932
1173,1768901.0732576847
1174,1767493.7136468291
1175,1767661.427707523
1176,1764782.4932523966
1177,1770255.8402658105
1178,1764622.997943908
1179,1763450.402681142
1180,1765182.5347298384
1181,1767920.6343633533
1182,1766011.2597055435
1183,1762156.1406003237
1184,1765263.082304895
1185,1763813.477544725
1186,1764199.0866229534
1187,1763979.6420625448
1188,1761105.7521779537
1189,1766379.3281380534
1190,1762268.499085337
1191,1766401.063662976
1192,1762835.1239112914
1193,1761486.2591922283
1194,1761414.7742066383
1195,1761724.4421343803
1196,1764329.3820484579
1197,1763015.3576117158
1198,1760990.4957411885
1199,1767111.2597402036
1200,1764625.2087623477
1201,1761946.9522379637
1202,1759035.090435803
1203,1761336.4486504197
1204,1758098.5873146355
1205,1759940.4003102481
1206,1757373.0921185017
1207,1757630.2252417207
1208,1758420.3389687538
1209,1757227.4546613097
1210,1761618.1897560358
1211,1757526.1490216255
1212,1761340.8714061975
1213,1758286.3024075627
1214,1756488.2023643851
1215,1756719.0379326344
1216,1753512.07682243
1217,1754993.9663006663
1218,1758471.245323658
1219,1756745.5564246178
1220,1754422.1720227003
1221,1758310.1334094405
1222,1755569.793544501
1223,1752418.1111549437
1224,1758532.8498510718
1225,1754615.6894891262
1226,1753959.5224098265
1227,1753370.2919417322
1228,1753949.8696033359
1229,1752775.8108668327
1230,1751618.5182240605
1231,1753909.1592227817
1232,1757329.0450962186
1233,1754717.2166041732
1234,1751457.3379870653
1235,1750327.8485913277
1236,1753132.6807889938
1237,1753135.7305621505
1238,1750124.871680528
1239,1748735.0059059262
1240,1756044.76552248
1241,1749729.2079580128
1242,1751098.2689052224
1243,1751574.671334505
1244,1752309.8389130235
1245,1748832.6413379908
1246,1751772.3957717717
1247,1749092.5328054428
1248,1751279.1749157012
1249,1750583.7585363388
1250,1747615.2673567235
1251,1750367.2287947834
1252,1749504.9431510568
1253,1747196.2462264895
1254,1749520.219138354
1255,1749298.18480587
1256,1745900.4082074761
1257,1748403.7366183102
1258,1747607.8943789005
1259,1744907.8647715747
1260,1748634.3973748684
1261,1745371.9090704322
1262,1744683.6106096208
1263,1745990.5412822664
1264,1745965.9974475503
1265,1744462.7269619703
1266,1746500.2231419086
1267,1743649.813027978
1268,1743958.7444549203
1269,1744145.5929233134
1270,1745818.9931669831
1271,1742784.2268579006
1272,1744981.794520259
1273,1743856.8166549802
1274,1742695.4654210806
1275,1746820.7444746494
1276,1745504.5252361298
1277,1740605.493218869
1278,1743559.1537436247
1279,1740903.3358771205
1280,1744205.4533941746
