step,loss
244,7612007.37979348
245,7616802.816850729
246,7690397.739303589
247,7614487.621543504
248,7582690.309724852
249,7598363.347058952
250,7568895.056779072
251,7550322.764535978
252,7549593.799226463
253,7559659.43672286
254,7601374.831026677
255,7509898.410517648
256,7546823.825757429
257,7607050.388471514
258,7554980.826968588
259,7574311.203351609
260,7537006.628421694
261,7528345.634985544
262,7564833.388454631
263,7570510.215726364
264,7464088.711811431
265,7594712.824217536
266,7540215.110926598
267,7478258.533065125
268,7487297.151669722
269,7536422.352172412
270,7457232.622129783
271,7485460.194320753
272,7440853.295308739
273,7490142.475269146
274,7484879.438578039
275,7514147.232718594
276,7442752.73957143
277,7431126.507551208
278,7480771.54323329
279,7568953.573629774
280,7455276.893524811
281,7458210.824006915
282,7486490.346723571
283,7455637.514974382
284,7373200.604785994
285,7451366.084659547
286,7373675.100953199
287,7399910.680465259
288,7430488.05534295
289,7372319.140544008
290,7365984.663750038
291,7380017.624796785
292,7490414.079745948
293,7365763.4731481895
294,7331407.281344868
295,7345303.746081967
296,7353315.907586604
297,7356972.811795145
298,7403452.661774136
299,7358097.611859359
300,7348065.201069646
301,7307024.331133828
302,7326129.59079349
303,7331901.473558307
304,7369448.788520068
305,7276873.609567143
306,7297848.135797493
307,7296020.762988865
308,7309189.300262786
309,7299068.783828966
310,7328063.954836667
311,7282048.206692234
312,7331786.983134799
313,7316530.086244501
314,7278607.230231315
315,7282356.50087776
316,7269317.619720608
317,7301398.317408875
318,7324397.060004726
319,7264353.901551634
320,7292283.531118572
321,7264631.672344491
322,7237347.168607309
323,7236267.92773366
324,7238396.24672981
325,7207018.809155613
326,7256921.029506259
327,7272899.54272113
328,7200900.883102007
329,7163305.307346687
330,7256865.353800625
331,7206835.249367207
332,7246524.075750127
333,7220157.33265464
334,7164563.07276506
335,7208245.717650559
336,7202335.2171339765
337,7197391.3747103065
338,7128930.0284113735
339,7210616.939027324
340,7225625.889901385
341,7143748.188614044
342,7147114.398978397
343,7139249.141607456
344,7133165.447753716
345,7168661.35751598
346,7141881.594835475
347,7140539.33872233
348,7119110.880216245
349,7103868.496261135
350,7100954.332634196
351,7138926.932130214
352,7086307.311386615
353,7114920.37550512
354,7114366.917081341
355,7083726.538753632
356,7110834.206844602
357,7106991.48788546
358,7102632.9372504465
359,7077410.096863985
360,7069989.8285431415
361,7127147.549014118
362,7120047.619430326
363,7096086.136465825
364,7098721.141882427
365,7128493.8009881005
366,7080443.158175688
367,7097902.998803213
368,7119986.835617542
369,7057340.069634896
370,7044887.10327341
371,7064763.398269258
372,7086133.051073752
373,7097284.585393779
374,7051288.792237528
375,7086091.542428438
376,7017797.237838022
377,6994998.037054576
378,7040436.1182643175
379,7073857.322983976
380,7016725.322459541
381,7019289.728611395
382,7071968.614758857
383,6974246.26962664
384,7082677.328647912
385,7024943.568544667
386,7014193.3095379695
387,6975081.343120642
388,7009005.979133666
389,6962866.00354521
390,6938777.145559978
391,6952175.768899947
392,6975628.278396845
393,6996682.416960511
394,6931123.132591642
395,7036227.4775646925
396,6970786.22399204
397,6985801.8969183825
398,6966831.859959021
399,6990230.668755794
400,6977906.840511914
401,6995386.237595268
402,6953854.894329023
403,6983879.776838705
404,6935355.660920635
405,6921735.269178942
406,6959633.217253
407,6890154.394155152
408,6894560.342363685
409,6938816.1836774275
410,6978935.577251587
411,6938982.033448823
412,6865744.325596571
413,6913552.957174681
414,6925708.6220484525
415,6901103.660474266
416,6886615.932222448
417,6885457.072639478
418,6856798.864819974
419,6898840.231582649
420,6865990.345728368
421,6899528.793990236
422,6859932.882859876
423,6867978.900634654
424,6831034.951118551
425,6878957.332354153
426,6859690.951628167
427,6854441.865491718
428,6894490.539122254
429,6848213.540873809
430,6862332.295353055
431,6923782.241626136
432,6860112.317360062
433,6877424.455737099
434,6832266.58492218
435,6891317.439648677
436,6787455.6877113655
437,6834132.631409835
438,6841063.9566721395
439,6796678.162751859
440,6810080.347644553
441,6779025.733925246
442,6789066.8638205975
443,6847556.73531469
444,6812041.141783545
445,6782950.372844106
446,6797273.246161103
447,6805160.35269795
448,6794636.256091753
449,6826541.784649994
450,6768713.3530674055
451,6773661.755755544
452,6777187.377185926
453,6821484.289676629
454,6771879.733151486
455,6810596.32529179
456,6805744.306155248
457,6745481.026293889
458,6735002.813766586
459,6786400.759071305
460,6749187.1316536125
461,6731763.761327628
462,6765687.425837986
463,6762979.183947392
464,6753838.81549816
465,6733460.516115757
466,6772039.3556713015
467,6721217.875346746
468,6700046.226456016
469,6711117.031478703
470,6679344.945707202
471,6759031.191186797
472,6695256.652788356
473,6743007.850965202
474,6703990.116880894
475,6730270.308361664
476,6696859.460202813
477,6711073.095878245
478,6713693.4895433895
479,6719212.199897699
480,6711555.748678274
481,6700542.422530301
482,6672994.105372615
483,6643876.940082334
484,6691827.43569085
485,6752429.033313781
486,6675518.496179774
487,6685280.355573889
488,6726782.820207916
489,6634934.0930404365
490,6654755.804282952
491,6713540.204118613
492,6661099.234573364
493,6666214.6205516085
494,6658261.010505445
495,6646211.717071682
496,6631952.072471637
497,6646246.429376982
498,6662515.901731059
499,6672399.848419491
500,6640318.162215471
501,6644280.040142745
502,6627364.826438233
503,6627580.185115233
504,6634173.885575503
505,6617739.322119858
506,6588124.389397413
507,6628329.318267729
508,6636139.322796401
509,6616652.233679503
510,6593707.205884911
511,6632390.3507242575
512,6623492.107665688
513,6596343.296305202
514,6657300.18662706
515,6618408.252492182
516,6615697.566924438
517,6643781.378961295
518,6558676.878113434
519,6597976.215537086
520,6575423.451541081
521,6600751.0039971545
522,6621107.197442219
523,6569955.98460824
524,6579072.708980396
525,6588839.690973118
526,6603437.625002954
527,6561738.5708734915
528,6590831.7157983035
529,6535567.595137738
530,6549013.587469012
531,6538051.896335792
532,6537927.045505054
533,6544686.110375397
534,6540032.256255105
535,6564737.36157091
536,6509916.570535205
537,6552302.2166455835
538,6537449.978486314
539,6560926.902336769
540,6512925.7681846395
541,6514633.654392749
542,6538641.980377637
543,6538727.087646201
544,6539573.014068827
545,6512371.158740766
546,6541546.095569178
547,6544258.797519311
548,6505788.347335741
549,6491217.149488695
550,6540510.134515047
551,6516825.257853419
552,6514165.992792636
553,6502132.806271926
554,6519010.900026966
555,6486388.487850547
556,6544832.019562602
557,6477010.945493221
558,6498590.685557187
559,6468763.94899486
560,6488535.879380256
561,6529435.141275004
562,6495017.669377476
563,6450448.448605791
564,6477055.021031022
565,6483644.514972299
566,6466869.394857049
567,6485221.479042754
568,6483214.402976237
569,6475316.88037765
570,6455289.045574486
571,6471899.575432152
572,6483308.37636672
573,6438894.587441586
574,6440567.028880894
575,6443947.4829131365
576,6490788.534737214
577,6445612.141451001
578,6426369.870991893
579,6445768.38590239
580,6438782.553029977
581,6469864.900380194
582,6418889.731358305
583,6453071.056331605
584,6483239.365880683
585,6431404.393402979
586,6451591.599861458
587,6427624.530234188
588,6419904.208170928
589,6447430.265404746
590,6390954.976887643
591,6440316.308139935
592,6435035.6238287985
593,6419505.063209549
594,6399296.406969413
595,6424861.747822896
596,6395683.189206108
597,6417279.028761223
598,6386991.694906756
599,6404677.168609075
600,6386795.742192954
601,6421071.079194739
602,6382247.069332831
603,6374044.069244966
604,6383339.271767981
605,6377598.1198112145
606,6373656.65947561
607,6398765.365372479
608,6384839.431260176
609,6353816.152174503
610,6368462.903242543
611,6375058.261032738
612,6388445.782532021
613,6372383.712739676
614,6362966.765180007
615,6345660.425229818
616,6366628.200676635
617,6373647.550257742
618,6349274.716193713
619,6402808.438230261
620,6356278.047530234
621,6324593.305726841
622,6364272.95406054
623,6368012.495169446
624,6359983.120604873
625,6347072.520799801
626,6377261.46044074
627,6381567.693193436
628,6331815.616515279
629,6333893.418658435
630,6319923.006672829
631,6311733.009359434
632,6354153.236022525
633,6319130.34413071
634,6317825.823374867
635,6315350.27304101
636,6349515.564614102
637,6350057.352359414
638,6303265.037360258
639,6311038.42694895
640,6365723.389024347
641,6305386.03996326
642,6319188.683683008
643,6314642.800285026
644,6315918.758590996
645,6292752.6968450695
646,6303119.763645306
647,6312233.401879877
648,6305949.843657285
649,6282659.079367861
650,6323035.961992145
651,6316765.046865217
652,6294131.812611714
653,6312576.306932464
654,6278477.1047398
655,6276863.42144835
656,6311044.141167313
657,6290833.938548878
658,6278181.603397012
659,6258501.839528084
660,6283392.439074025
661,6283304.1580604315
662,6287248.731395513
663,6272579.813368499
664,6310056.386663094
665,6263838.550132379
666,6336230.526058793
667,6284335.28110072
668,6241013.57550469
669,6282858.710211933
670,6275833.919706196
671,6228599.738663554
672,6274963.405104369
673,6242716.321545929
674,6247840.054951131
675,6242085.90271952
676,6230491.589171901
677,6248099.1364721805
678,6253098.246790707
679,6261448.810929656
680,6242847.749012187
681,6244085.617209628
682,6239842.882092297
683,6234144.24967099
684,6231506.117594779
685,6227762.448456511
686,6224996.664772436
687,6222785.3487482965
688,6225786.944477975
689,6225503.998049706
690,6226451.884644061
691,6206993.3980654925
692,6216222.29118748
693,6192983.433654159
694,6209527.989520207
695,6208219.6813468635
696,6206350.192808434
697,6191101.60612765
698,6233026.193485975
699,6239300.254346669
700,6219928.136506006
701,6171100.178150937
702,6196957.9034778625
703,6187445.2919908315
704,6214988.451005936
705,6183483.016426504
706,6197388.450899258
707,6195195.689222127
708,6178594.238678426
709,6199803.674196988
710,6178207.333044812
711,6185002.813251734
712,6203366.119670093
713,6171394.995588109
714,6198590.524179012
715,6185926.22021994
716,6153250.990825638
717,6150989.047944769
718,6174628.7763596475
719,6193550.451293588
720,6146373.271496028
721,6168330.3951508105
722,6178616.156663388
723,6174504.320915014
724,6156730.061779693
725,6135293.04247582
726,6169480.621900171
727,6151152.450659841
728,6157606.189810067
729,6135468.760683656
730,6138652.232069194
731,6142709.645699412
732,6155409.822696775
733,6153939.454284072
734,6155299.735280901
735,6118483.350628227
736,6135265.265968412
737,6142206.940521181
738,6150276.264976054
739,6127119.561121255
740,6154192.705952853
741,6110406.887250602
742,6142022.388428107
743,6153425.704131097
744,6128066.51586777
745,6124816.226539314
746,6123980.56986694
747,6122052.7147782445
748,6152015.832036465
749,6143483.499413729
750,6098267.520256758
751,6104169.318177581
752,6109362.143761456
753,6094310.7921406925
754,6094791.05533725
755,6099101.035608709
756,6101702.949841082
757,6119487.662749231
758,6125580.397740811
759,6101547.42960389
760,6103412.415982991
761,6126845.84697184
762,6118549.103458345
763,6098693.149738178
764,6106925.485959977
765,6097617.500971943
766,6091773.288138807
767,6106429.2765233815
768,6088764.4413841665
769,6097447.052232847
770,6075192.354664236
771,6085006.81164901
772,6098986.273644626
773,6095464.892709225
774,6076215.477142066
775,6080666.937326044
776,6065231.386276752
777,6087440.318421513
778,6071478.386824399
779,6084239.46399495
780,6078308.003853738
781,6099689.648498461
782,6064509.539928526
783,6083949.447067931
784,6046432.031150967
785,6057936.054498434
786,6054006.2461334765
787,6064815.641749054
788,6057276.491792768
789,6047651.7028748095
790,6058065.204484656
791,6051487.073512197
792,6050163.970926523
793,6044028.1206201315
794,6043401.141646028
795,6054313.066200882
796,6055769.3549416065
797,6065244.109110385
798,6030294.791260451
799,6034153.867637157
800,6042458.210062027
801,6024859.827910215
802,6040336.624430358
803,6035055.23740837
804,6039722.231446117
805,6020427.802256852
806,6027453.624558449
807,6041814.899256766
808,6029946.333563685
809,6038936.810541689
810,6040066.404857695
811,6007542.3592528105
812,6021819.567890018
813,6030577.122878253
814,6022368.029385507
815,6008785.691803485
816,6011056.412828833
817,6020956.706629097
818,6011219.95697242
819,6000596.112783998
820,6002128.427252531
821,6004466.792835385
822,6018622.387269437
823,5995558.43864131
824,6001274.253757149
825,6019557.702202678
826,5984696.949092329
827,6033080.449572563
828,5996784.311154723
829,5995550.15471071
830,5997981.031722873
831,6001948.347530723
832,5986920.817253888
833,5991482.235675037
834,5986234.992133826
835,5980114.58382915
836,5973648.108332604
837,5990952.209751844
838,5986595.020195544
839,5990413.647215158
840,5979057.319155186
841,5971607.736172706
842,5992012.827157021
843,5970034.802681297
844,5972533.737800151
845,5985413.307318062
846,5980186.860506564
847,5983270.8858760595
848,5978911.316892773
849,5977871.578364193
850,5958675.057362407
851,5960928.047426522
852,5966142.522915095
853,5966237.498363078
854,5953015.674860239
855,5952013.636567146
856,5966817.731256425
857,5991435.547485292
858,5967003.62980479
859,5947123.363253236
860,5963389.582135946
861,5944170.111410558
862,5955780.791102469
863,5955426.1727306545
864,5975693.549164504
865,5960432.735742301
866,5972022.620053798
867,5940205.099589646
868,5942863.008255169
869,5950185.681943595
870,5953557.922833234
871,5951238.009033531
872,5944999.761465579
873,5942510.518321425
874,5963535.758025169
875,5926377.735881627
876,5930071.523375332
877,5953474.614219159
878,5944679.763970941
879,5928358.299210221
880,5922987.905693531
881,5917210.362352401
882,5915778.515504777
883,5932775.83375217
884,5924002.815671742
885,5913647.832227051
886,5916302.115263462
887,5935344.753064513
888,5912692.049887389
889,5927661.3035749495
890,5913953.984530628
891,5919017.8952509165
892,5909234.943814248
893,5916926.801725835
894,5914143.788256168
895,5922271.227440894
896,5913409.341407716
897,5898731.8032595515
898,5905209.909286559
899,5894961.03567341
900,5934954.589456201
901,5912830.501252115
902,5906053.133834004
903,5911053.187027991
904,5897649.139850229
905,5899033.320914209
906,5897976.025951028
907,5903287.5545710325
908,5906691.002647102
909,5887285.210548282
910,5886284.382326633
911,5894010.092806771
912,5889160.886588931
913,5898756.686068952
914,5894082.579711497
915,5886794.061049789
916,5884532.305833489
917,5888459.576307297
918,5881178.87916258
919,5894745.462979674
920,5879398.389924437
921,5866658.638703585
922,5873642.705065489
923,5883062.577413619
924,5876352.017490149
925,5864383.601107955
926,5866250.960037708
927,5884364.1320332885
928,5875826.432428896
929,5872179.8150087595
930,5856351.520114869
931,5861430.949783772
932,5861845.299410284
933,5860605.6408573985
934,5856259.102401704
935,5854461.144188583
936,5858870.293391854
937,5858682.752479136
938,5865820.530834883
939,5854012.68396464
940,5872659.455830842
941,5854355.310574263
942,5853562.969570726
943,5854330.210599184
944,5854774.493152678
945,5850875.427605361
946,5849997.243934661
947,5860483.495387942
948,5839480.411899477
949,5841557.575749338
950,5843938.6862740815
951,5838610.1940463185
952,5844225.269711733
953,5842103.3470027745
954,5841678.636456013
955,5838322.671854019
956,5839978.4162762165
957,5843325.689153105
958,5828927.843565315
959,5831411.921814978
960,5822775.131226569
961,5827050.451739371
962,5830032.5264727175
963,5827903.808567017
964,5832973.475838393
965,5818177.855115682
966,5820198.585226417
967,5829590.127787828
968,5816080.550914317
969,5819586.388653338
970,5816299.515386641
971,5819194.823999852
972,5843406.716650814
973,5824892.448517352
974,5811426.425886691
975,5819072.667743027
976,5808344.076029688
977,5814107.0977292955
978,5833322.792868316
979,5823666.118252069
980,5811468.404687643
981,5801886.850872606
982,5800945.555951595
983,5823618.298570871
984,5818798.821682334
985,5806306.596493691
986,5794864.413065165
987,5804121.125434339
988,5819626.19372949
989,5804673.45184958
990,5807311.2712495625
991,5798266.672115356
992,5798661.730287015
993,5807260.311486334
994,5796975.220091879
995,5804454.349232435
996,5782748.978784382
997,5793271.622525841
998,5790364.957765639
999,5798842.184938788
1000,5802588.407856852
1001,5798003.75572747
1002,5786944.720187128
1003,5784121.241321653
1004,5779070.44092226
1005,5797179.270884991
1006,5789488.476307929
1007,5791205.208535612
1008,5781433.8350788355
1009,5785475.116489083
1010,5774970.084929168
1011,5782060.825321704
1012,5777639.217822701
1013,5778773.189605981
1014,5778427.574412793
1015,5774393.6430619955
1016,5780061.431460857
1017,5768669.321733117
1018,5778174.949892014
1019,5773092.511398882
1020,5770583.054511905
1021,5768460.482214689
1022,5765081.229544967
1023,5782467.298859715
1024,5762974.315070868
1025,5766019.2922279835
1026,5767325.869362712
1027,5763355.10216403
1028,5766208.453567803
1029,5756780.788934112
1030,5768488.193246394
1031,5769519.299310446
1032,5759837.298789769
1033,5770375.566530585
1034,5771643.384801865
1035,5749116.185282201
1036,5748718.590814233
1037,5752900.370641887
1038,5751615.7031039
1039,5748755.052343249
1040,5752169.926711649
1041,5762632.636230707
1042,5742528.25532496
1043,5746081.902948916
1044,5758425.775506854
1045,5761459.7312704325
1046,5753771.527985573
1047,5743075.059763879
1048,5737052.458532035
1049,5734521.166869938
1050,5741157.070397228
1051,5740718.862965107
1052,5740334.961095959
1053,5733536.554543793
1054,5742730.0341261625
1055,5746721.06495896
1056,5743046.470757842
1057,5745458.597646743
1058,5732448.400816113
1059,5737722.533268809
1060,5725948.958392441
1061,5733631.989978671
1062,5740973.482490897
1063,5724556.804639816
1064,5742319.25801152
1065,5726962.486233532
1066,5723586.768374026
1067,5730512.149244428
1068,5718997.190092206
1069,5734310.494239986
1070,5714048.344613612
1071,5731458.4754650295
1072,5716561.141466618
1073,5713612.036304504
1074,5715298.6489085555
1075,5722923.09031117
1076,5715529.588645637
1077,5715927.027582526
1078,5717028.264657557
1079,5714007.9688183665
1080,5709977.229992151
1081,5712061.930945456
1082,5708646.707396895
1083,5718577.922676504
1084,5704765.878967792
1085,5709159.185693681
1086,5711007.473810315
1087,5707696.268389344
1088,5704367.766938388
1089,5703654.935709238
1090,5704730.1643362045
1091,5702882.282528907
1092,5708080.54769209
1093,5699010.819992185
1094,5694945.821449876
1095,5710045.7026871145
1096,5693584.227970153
1097,5697457.67966032
1098,5694730.241882294
1099,5690612.417234868
1100,5701708.998413682
1101,5698993.582841694
1102,5692941.197104216
1103,5690445.362324417
1104,5697799.253745258
1105,5695273.4855977
1106,5684715.593732804
1107,5682911.829626679
1108,5685991.81759119
1109,5696290.470257938
1110,5685569.232528508
1111,5681216.46438998
1112,5693354.399528712
1113,5680849.99410367
1114,5677496.889633447
1115,5686740.674203277
1116,5685506.702560663
1117,5682677.873223841
1118,5675267.030590743
1119,5676541.646804482
1120,5674879.066401243
1121,5672538.1441589
1122,5676088.5600678325
1123,5670649.7690271735
1124,5673564.00800091
1125,5671498.046559989
1126,5671308.591355443
1127,5669650.390499681
1128,5669963.391296208
1129,5669060.452391326
1130,5674924.857911438
1131,5669997.57080394
1132,5674234.888675809
1133,5675868.3413950205
1134,5669260.363092244
1135,5668871.726089895
1136,5672229.759639561
1137,5659993.395427763
1138,5663865.708998203
1139,5661986.712334573
1140,5656050.58682394
1141,5661673.294918418
1142,5661168.26276803
1143,5657624.794437349
1144,5654047.26426363
1145,5652602.965666831
1146,5660011.078903794
1147,5657661.700031221
1148,5657604.319831908
1149,5649346.060709298
1150,5654439.433636785
1151,5656535.799791098
1152,5653641.079604387
1153,5652149.026908159
1154,5642151.357601583
1155,5643656.811534345
1156,5649635.085475206
1157,5651533.882723004
1158,5648242.531366527
1159,5652208.234010339
1160,5650321.102335393
1161,5647427.234076321
1162,5644404.933571219
1163,5651446.129676908
1164,5641163.031149149
1165,5638220.701280624
1166,5639373.413272381
1167,5645025.394803822
1168,5644340.166042954
1169,5637288.285190463
1170,5633629.204332292
1171,5636061.473844349
1172,5640073.789596915
1173,5646169.3962605
1174,5633680.860040754
1175,5641246.526919067
1176,5630742.042501122
1177,5634915.574293315
1178,5631355.920552313
1179,5633108.614167929
1180,5625097.822127402
1181,5624244.17533493
1182,5628098.848731875
1183,5631743.241003454
1184,5634904.0333764255
1185,5628248.729735732
1186,5626289.473938823
1187,5635903.277800441
1188,5637033.8711361885
1189,5622369.758825898
1190,5622494.993384808
1191,5618252.872441739
1192,5625943.452403396
1193,5631195.511422247
1194,5614987.7586913705
1195,5617043.65870899
1196,5615978.672849029
1197,5613715.383418977
1198,5614678.031493008
1199,5613808.856733263
1200,5615920.316182792
1201,5615771.968731463
1202,5619277.164985329
1203,5608171.728540182
1204,5612710.68394959
1205,5612270.168527007
1206,5610621.203304529
1207,5605526.023245275
1208,5603386.385711074
1209,5602212.264687002
1210,5605399.266354263
1211,5610575.941664159
1212,5605502.818386793
1213,5603907.16326648
1214,5598077.875442445
1215,5608427.145143211
1216,5599247.284735322
1217,5602985.094765186
1218,5601570.427004874
1219,5600924.276425004
1220,5599659.552461207
1221,5597565.036689818
1222,5598242.30067569
1223,5599480.642047405
1224,5593490.215732634
1225,5600683.707291901
1226,5609622.807896316
1227,5599648.410046279
1228,5594000.721818209
1229,5592552.406842947
1230,5595473.380572557
1231,5589751.819467276
1232,5586937.833089322
1233,5587452.855937958
1234,5584204.593809664
1235,5592997.850659549
1236,5588329.05457747
1237,5589059.84983021
1238,5585890.267677903
1239,5585677.095214725
1240,5587910.267687619
1241,5582220.7339167595
1242,5579995.098282516
1243,5579313.04652077
1244,5579160.812825352
1245,5580335.00508067
1246,5592475.4700731635
1247,5580104.462146401
1248,5577571.0076723695
1249,5579478.2765517235
1250,5575712.38929522
1251,5573350.502776533
1252,5576046.071377397
1253,5577387.871651471
1254,5574473.004268944
1255,5610692.851075798
1256,5572412.118747681
1257,5576688.79587549
1258,5571404.8127756715
1259,5574620.485167891
1260,5574994.1858462095
1261,5577343.116548955
1262,5572221.1833562255
1263,5566178.068099141
1264,5566201.067097247
1265,5566502.435489476
1266,5571081.121145755
1267,5572469.529653847
1268,5567050.599722356
1269,5563288.701891243
1270,5567023.717722833
1271,5576202.618969828
1272,5559764.675877094
1273,5563395.665440142
1274,5560219.914083719
1275,5556849.981850326
1276,5556580.755664498
1277,5560158.332096547
1278,5562173.62503022
1279,5569381.102366328
1280,5555636.242318451
1281,5558211.398665994
1282,5553452.013707101
1283,5553352.518244684
1284,5558268.046372116
1285,5554203.522326142
1286,5558688.2986219525
1287,5552152.379062176
1288,5550787.3997375965
1289,5563684.378792912
1290,5562284.729336053
1291,5551051.934613407
1292,5547532.793774426
1293,5551123.911744207
1294,5551973.8358415365
1295,5553456.372412205
1296,5546612.004872799
1297,5564559.204978168
1298,5543754.854915649
1299,5542659.804939181
1300,5544207.946314454
1301,5551834.934555948
1302,5545562.434678465
1303,5540007.577167064
1304,5539440.446981728
1305,5539019.782555729
1306,5554538.810817838
1307,5539628.200410247
1308,5537122.806245655
1309,5536738.584008992
1310,5538824.815176517
1311,5538208.015038252
1312,5537458.860713899
1313,5535350.992411315
1314,5533857.387968719
1315,5532886.535663664
1316,5540515.728500128
1317,5544091.651728392
1318,5533571.292391837
1319,5534742.772938043
1320,5529455.487722695
1321,5542091.5891908705
1322,5535990.996242762
1323,5526856.943731248
1324,5534310.300153494
1325,5528337.114454806
1326,5530330.425427258
1327,5527907.168574393
1328,5527372.2958780825
1329,5529552.728670508
1330,5526874.498905838
1331,5525841.819398791
1332,5526678.267089665
1333,5532631.411964178
1334,5522121.862233192
1335,5521182.5539112985
1336,5529921.961018622
1337,5522161.3511868715
1338,5523563.162273407
1339,5525938.211878896
1340,5520670.19386366
1341,5520325.267971873
1342,5522837.669387937
1343,5514754.690297574
1344,5516530.119252145
1345,5516706.81845659
1346,5515755.85684976
1347,5517842.366783559
1348,5516214.755309343
1349,5512220.591937989
1350,5511438.236617148
1351,5514946.605851889
1352,5517924.1360503435
