"gene","statistic","p.value","p_adj"
"GP1BB",0.469684682911467,8.12880367085400e-12,1.16779644120669e-08
"SHANK1",0.468890376027328,8.90758317168954e-12,1.18827159510338e-08
"BSCL2",0.468220288942251,9.62054989037869e-12,1.19782259835142e-08
"PLEKHG5",0.467473220573248,1.04808392883223e-11,1.22337596592943e-08
"TNRC18",0.452425129140478,5.63336537281285e-11,4.57429268272403e-08
"SCRT1",0.437751446679526,2.68804086257265e-10,1.61864615970395e-07
"FBXL16",0.43155970204744,5.08433794220368e-10,2.79279692378223e-07
"FGF13",0.425212245272868,9.64392121610425e-10,4.73973349031482e-07
"ATE1",0.42194403985531,1.33404223095633e-09,6.38835197572833e-07
"PSD",0.420843557410105,1.48689877842383e-09,6.77300526483986e-07
"CAMK2A",0.418131716726371,1.93934012209864e-09,8.42305026053819e-07
"SOBP",0.416873772564045,2.19192162869141e-09,8.89920181248711e-07
"ITPKA",0.413666802258701,2.98806334579315e-09,1.18509933241511e-06
"FAM219B",0.409459075262327,4.46489174307365e-09,1.66772636387287e-06
"PNMA8B",0.407090151206988,5.58408789210732e-09,2.00554664371147e-06
"CACNB1",0.406033408127649,6.16654336664739e-09,2.13271044287975e-06
"FSD1L",0.405681743626081,6.37305917302086e-09,2.14324132169833e-06
"LPIN2",0.401395285771147,9.49290568531235e-09,2.95482510964822e-06
"MARS1",0.399705196674059,1.10907337802284e-08,3.32167682702987e-06
"MMP24",0.399479501546187,1.13228010478985e-08,3.32167682702987e-06
"GPR22",0.398844405953802,1.20012210240191e-08,3.44822775145508e-06
"OTUB1",0.396932120878111,1.42888927820338e-08,3.95021726251032e-06
"HEXIM1",0.396069580583221,1.54532372412517e-08,4.12292369596595e-06
"RMND5B",0.395681175014325,1.60069097325114e-08,4.17769503342176e-06
"TTC9B",0.395467726908895,1.63192668531711e-08,4.17769503342176e-06
"ANKRD13B",0.395254278803466,1.66374917777689e-08,4.19894319515691e-06
"ADAM29",0.392589676634868,2.11491084275427e-08,4.99975631636439e-06
"KCNAB2",0.392217017237684,2.1867153356071e-08,5.10488695097477e-06
"KYAT3",0.392022814453236,2.22505921121614e-08,5.1302723245275e-06
"RASD1",0.391022057762206,2.43314065857116e-08,5.5416262121311e-06
"ANAPC16",0.390463943453748,2.55719545292034e-08,5.75399786490847e-06
"FUT9",0.390208505557086,2.61598315020803e-08,5.81620253729586e-06
"RRAGD",0.389431694419294,2.80286479542295e-08,6.08677940922314e-06
"NEFL",0.389165759074825,2.86974560858875e-08,6.13302596132045e-06
"PKIA",0.389087028216265,2.88983874810559e-08,6.13302596132045e-06
"LHX9",0.388843837342046,2.952762905259e-08,6.1961573054626e-06
"ARSB",0.387696116381705,3.26795819003122e-08,6.67090752377901e-06
"ZNF91",0.387633131694857,3.28616134176306e-08,6.67090752377901e-06
"FGF12",0.383700087916125,4.6379864000842e-08,9.02281604249713e-06
"TRIM23",0.382639845687517,5.08549487440455e-08,9.79141260560613e-06
"CCNB3",0.380221933542407,6.26662434227686e-08,1.15876709125112e-05
"FXYD7",0.379707558599815,6.54989357969271e-08,1.19927267151315e-05
"C2orf50",0.379291159836765,6.78817978644094e-08,1.21900043934203e-05
"KIT",0.378932497036658,7.00008409620635e-08,1.23333557151651e-05
"CADM3",0.37879078149125,7.0855518185149e-08,1.23672678282789e-05
"TMEM106A",0.378355137407218,7.35461015011886e-08,1.27180277003352e-05
