"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"Respiratory Electron Transport, ATP Synthesis By Chemiosmotic Coupling, Heat Production By Uncoupling Proteins R-HSA-163200",6.18789040022367e-31,6.70767319384246e-28,1.44620288250144,-0.605054609557734,-4.54317781691096,111,"COX8A;ATP5MC2;COX6C;ATP5F1B;ATP5F1A;NDUFA1;COX4I1;UQCRC1;NDUFB8;ATP5MC3;UQCRQ;COX6A1;NDUFA13;ACAD9;ATP5PO;COX5B;NDUFB6;COX6B1;UQCRB;NDUFS5;ATP5ME;NDUFV2;NDUFB10;ATP5F1D;NDUFAB1;NDUFB2;COX7C;TRAP1;COX7B;UQCRC2;NDUFS4;ATP5MF;TMEM126B;CCNI;UQCR11;ATP5PF;NDUFB4;ATP5PB;CYCS;NDUFS6;NDUFA2;SDHB;NDUFB3;SDHA;NDUFS3;COX5A;NDUFA8;NDUFV1;COX14;ATP5F1C;COA1;ATP5PD;ATP5MC1;COX16;NDUFA11;NDUFS8;NDUFA10;UQCRFS1"
"Respiratory Electron Transport R-HSA-611105",3.05493403110309e-23,1.65577424485788e-20,1.24623277191648,-0.594630824217816,-4.23006642017139,89,"COX8A;COX6C;NDUFA1;COX4I1;UQCRC1;NDUFB8;UQCRQ;COX6A1;NDUFA13;ACAD9;COX5B;NDUFB6;COX6B1;UQCRB;NDUFS5;NDUFV2;NDUFB10;NDUFAB1;NDUFB2;COX7C;TRAP1;COX7B;UQCRC2;NDUFS4;TMEM126B;CCNI;UQCR11;NDUFB4;CYCS;NDUFS6;NDUFA2;SDHB;NDUFB3;SDHA;NDUFS3;COX5A;NDUFA8;NDUFV1;COX14;COA1;COX16;NDUFA11;NDUFS8;NDUFA10;UQCRFS1"
"Expression And Translocation Of Olfactory Receptors R-HSA-9752946",1.38284850491366e-22,4.99669259775471e-20,1.22950405660873,0.440352851877188,2.17364798865054,373,"OR9Q2;OR10Z1;OR2G6;OR1L8;OR14K1;OR2T5;OR4C3;OR5D16;OR6T1;OR10G4;OR4C16;OR13F1;OR52E4;OR6C6;OR2L5;OR2W3;OR5H2;OR4F17;OR7G2;OR5J2;OR11H1;OR5B2;OR5M8;OR56A1;OR2A4;OR51E1;OR2M5;OR1E1;OR4D11;OR2J3;OR2L13;OR8I2;OR10X1;OR10AC1;RTP1;OR5H14;OR10H3;RTP2;OR5B3;OR1J1;OR52E2;OR3A1;OR8G1;OR4C15;OR6J1;OR2A14;OR4K5;OR51B2;OR2T1;OR6S1;OR5A1;OR4C45;OR10A4;OR4D5;OR5AU1;OR5L1;OR6X1;OR5AS1;OR52K1;OR4K15;OR2L2;OR9G9;OR52A5;OR8H3;OR2S2;OR10J5;OR4E1;OR4D10;OR11L1;OR2A1;OR5T2;OR2AE1;OR51G2;OR52W1;OR7D2;OR51E2;OR4N2;OR5D14;OR5H15;OR13J1;OR1A2;OR5V1;OR4F21;OR4K14;OR1L3;OR6P1;OR51F2;OR5AK2;OR13C8;OR7E24;OR5B17;OR6V1;OR9Q1;OR5M10;OR11H4;OR52N2;OR5K4;OR7G1;OR5M1;OR2G2;OR2C1;OR14A2;OR4N4;OR1I1;OR52E8;OR3A2;OR4F15;OR1K1;OR6N2;OR2T12;OR12D2;OR52N1;OR2J2;OR6Y1;OR2A2;OR4D6;OR4D2;OR7D4;OR52A1;OR51F1;OR1C1;OR13C5;OR51Q1;OR52D1;OR2F2;OR14J1;OR2D3;OR10K2;OR10S1;OR2AG2;OR5H1;OR8D1;OR4D9;OR13G1;OR2T34;OR4C11;OR2B11;OR6Q1;OR4A15;OR5AP2;OR1L4;OR5D18;OR8B4;OR2C3;OR56A5;OR10G7;OR1S1;OR6N1;OR2AP1;OR2H2;OR5B21;OR10A3;OR52L1;OR4C6;OR13D1;OR4C46;OR2M4;OR4C5;OR8U9;OR1N1;OR2AJ1;OR5M3;OR2G3;OR9A2;OR10H5;OR6F1;OR8K3;OR1D5;OR10H1;OR7C2;OR2T10;OR4X1;OR2W1;OR10D3;OR14C36;OR2T27;OR8B12;OR6C75;OR10T2;OR5A2;OR11G2;OR52E5;OR11A1;OR5P3;OR2L8;OR2A5;OR8U3;OR51A7;OR8S1;EBF1;OR2M2;OR5K3;OR10G2;OR2B6;OR1B1;OR8D4;OR13C2;OR51M1;OR2A12;OR4F6;OR6B3;OR5T1;OR51B4;OR12D3;OR2B3;OR52N5;OR7C1;OR10G6;OR6C65;OR52B2;OR2B2;OR1F1;OR51L1;OR5AC2;OR5AN1;OR2A7;OR2V1;OR10AD1;OR2V2;OR10W1;OR6C74;OR2T8;OR5T3;OR1L1;OR4L1;OR13A1;OR2T35;OR1M1;OR5AL1;OR8K1;OR8H2;OR2K2;OR5L2;OR8H1;OR8K5;OR10Q1;OR6C3;OR10J1;OR2T11;OR5C1;OR8A1;OR1G1;OR51S1;OR6C76;OR10H2;OR1S2;OR8J3;OR52M1;OR6K3;OR56A3;OR51G1;OR9G4;OR1J4;OR7G3;OR2AT4;OR1D2;OR5M9;OR4K13;OR5AR1;OR2D2;OR51I2;OR52I2;OR4A5;OR2J1;OR6B1;OR5F1;OR52E6;OR4P4;OR11H7;OR11H6;OR5P2;OR52H1;OR6C68;OR7A5;OR51I1;OR9I1;OR4K2;OR2T6;OR10J4;OR6B2;OR2T3;OR2Y1;OR51A2;OR56B1;OR8J1;OR4C13;OR5W2;OR10V1;OR6C4;OR13C3;OR7A17"
"Olfactory Signaling Pathway R-HSA-381753",8.13847762546308e-22,2.20552743650049e-19,1.21254456769062,0.435048615394679,2.15049881379163,381,"OR9Q2;OR10Z1;OR2G6;OR1L8;OR14K1;OR2T5;OR4C3;OR5D16;OR6T1;OR10G4;OR4C16;OR13F1;OR52E4;CNGA4;OR6C6;OR2L5;OR2W3;OR5H2;OR4F17;OR7G2;OR5J2;OR11H1;OR5B2;OR5M8;OR56A1;OR2A4;OR51E1;OR2M5;OR1E1;OR4D11;OR2J3;OR2L13;OR8I2;OR10X1;OR10AC1;RTP1;OR5H14;OR10H3;RTP2;OR5B3;OR1J1;OR52E2;OR3A1;OR8G1;OR4C15;OR6J1;OR2A14;OR4K5;OR51B2;OR2T1;OR6S1;OR5A1;OR4C45;OR10A4;OR4D5;OR5AU1;OR5L1;OR6X1;OR5AS1;OR52K1;OR4K15;OR2L2;OR9G9;OR52A5;OR8H3;OR2S2;OR10J5;OR4E1;OR4D10;OR11L1;OR2A1;OR5T2;OR2AE1;OR51G2;OR52W1;OR7D2;OR51E2;OR4N2;OR5D14;OR5H15;OR13J1;OR1A2;OR5V1;OR4F21;OR4K14;OR1L3;OR6P1;OR51F2;OR5AK2;OR13C8;OR7E24;OR5B17;OR6V1;GNAL;OR9Q1;OR5M10;OR11H4;OR52N2;OR5K4;OR7G1;OR5M1;OR2G2;OR2C1;OR14A2;OR4N4;OR1I1;OR52E8;OR3A2;OR4F15;OR1K1;OR6N2;OR2T12;OR12D2;OR52N1;OR2J2;OR6Y1;OR2A2;OR4D6;OR4D2;OR7D4;OR52A1;OR51F1;OR1C1;OR13C5;OR51Q1;OR52D1;OR2F2;OR14J1;OR2D3;OR10K2;OR10S1;OR2AG2;OR5H1;OR8D1;OR4D9;OR13G1;OR2T34;OR4C11;OR2B11;OR6Q1;OR4A15;OR5AP2;OR1L4;OR5D18;OR8B4;OR2C3;OR56A5;OR10G7;OR1S1;OR6N1;OR2AP1;OR2H2;OR5B21;OR10A3;OR52L1;OR4C6;OR13D1;OR4C46;OR2M4;OR4C5;OR8U9;OR1N1;OR2AJ1;OR5M3;OR2G3;OR9A2;OR10H5;OR6F1;OR8K3;OR1D5;OR10H1;OR7C2;OR2T10;GNG13;OR4X1;OR2W1;OR10D3;OR14C36;OR2T27;OR8B12;OR6C75;OR10T2;OR5A2;OR11G2;OR52E5;OR11A1;OR5P3;OR2L8;OR2A5;ANO2;OR8U3;OR51A7;OR8S1;EBF1;OR2M2;OR5K3;OR10G2;OR2B6;OR1B1;OR8D4;OR13C2;OR51M1;OR2A12;OR4F6;OR6B3;OR5T1;OR51B4;OR12D3;OR2B3;OR52N5;OR7C1;OR10G6;OR6C65;OR52B2;OR2B2;OR1F1;OR51L1;OR5AC2;OR5AN1;OR2A7;OR2V1;OR10AD1;OR2V2;OR10W1;OR6C74;OR2T8;OR5T3;OR1L1;OR4L1;OR13A1;OR2T35;OR1M1;OR5AL1;OR8K1;OR8H2;OR2K2;OR5L2;OR8H1;OR8K5;OR10Q1;OR6C3;OR10J1;OR2T11;OR5C1;OR8A1;OR1G1;OR51S1;OR6C76;OR10H2;OR1S2;OR8J3;OR52M1;OR6K3;OR56A3;OR51G1;OR9G4;OR1J4;OR7G3;OR2AT4;OR1D2;OR5M9;OR4K13;OR5AR1;OR2D2;OR51I2;OR52I2;OR4A5;OR2J1;OR6B1;OR5F1;OR52E6;OR4P4;OR11H7;OR11H6;OR5P2;OR52H1;OR6C68;OR7A5;OR51I1;OR9I1;OR4K2;OR2T6;OR10J4;OR6B2;OR2T3;OR2Y1;OR51A2;OR56B1;OR8J1;OR4C13;OR5W2;OR10V1;OR6C4;OR13C3;OR7A17"
"L13a-mediated Translational Silencing Of Ceruloplasmin Expression R-HSA-156827",2.19121950427821e-18,4.75056388527516e-16,1.10533657731401,-0.47973404296407,-3.60152697774058,107,"EIF4H;RPL27;EIF4A2;RPS15;RPL23;EIF3K;EIF3C;EIF1AX;EIF3A;RPL36;FAU;RPLP2;RPS16;RPS25;RPL18;RSL24D1;RPL15;RPLP1;RPS29;RPS21;RPL9;RPS12;EIF4A1;RPL35A;RPS6;RPS14;RPL41;PABPC1;RPL31;RPS4Y1;RPL28;EIF4E;RPL19;RPS20;RPL38;EIF4B;RPS7;EIF4G1;RPL37A;RPS17;RPL8;RPS3;EIF3G;RPS19;EIF3H;RPL39L;EIF3I;RPL22"
"GTP Hydrolysis And Joining Of 60S Ribosomal Subunit R-HSA-72706",1.22510839163988e-17,2.21336249422938e-15,1.0864405425825,-0.465536021497197,-3.53420423360514,108,"EIF4H;RPL27;EIF4A2;RPS15;RPL23;EIF3K;EIF3C;EIF1AX;EIF3A;RPL36;FAU;RPLP2;RPS16;RPS25;RPL18;RSL24D1;RPL15;RPLP1;RPS29;RPS21;RPL9;RPS12;EIF4A1;RPL35A;RPS6;RPS14;RPL41;RPL31;RPS4Y1;RPL28;EIF4E;RPL19;RPS20;RPL38;EIF4B;RPS7;EIF4G1;RPL37A;RPS17;RPL8;RPS3;EIF3G;RPS19;EIF3H;RPL39L;EIF3I;RPL22"
"Formation Of A Pool Of Free 40S Subunits R-HSA-72689",1.36866713265303e-15,2.11947881685127e-13,1.01754479730988,-0.46097007606451,-3.38471770187853,97,"RPL27;RPS15;RPL23;EIF3K;EIF3C;EIF1AX;EIF3A;RPL36;FAU;RPLP2;RPS16;RPS25;RPL18;RSL24D1;RPL15;RPLP1;RPS29;RPS21;RPL9;RPS12;RPL35A;RPS6;RPS14;RPL41;RPL31;RPS4Y1;RPL28;RPL19;RPS20;RPL38;RPS7;RPL37A;RPS17;RPL8;RPS3;EIF3G;RPS19;EIF3H;RPL39L;EIF3I;RPL22"
"Eukaryotic Translation Elongation R-HSA-156842",7.06191117243115e-14,9.5688896386442e-12,0.954541630725724,-0.460052488236273,-3.25744987768351,87,"EEF1A2;RPL27;RPS15;RPL23;RPL36;FAU;RPLP2;RPS16;RPS25;RPL18;RSL24D1;RPL15;RPLP1;RPS29;RPS21;EEF1B2;RPL9;RPS12;RPL35A;RPS6;RPS14;RPL41;RPL31;RPS4Y1;RPL28;RPL19;RPS20;RPL38;RPS7;RPL37A;RPS17;RPL8;RPS3;RPS19;RPL39L"
"Post NMDA Receptor Activation Events R-HSA-438064",5.24928706478259e-13,5.69022717822433e-11,0.921426003494898,-0.527647459436368,-3.50620626953141,61,"GRIA2;PRKACB;GIT1;NRGN;MAPT;PRKAR1A;CALM1;PRKAR1B;ADCY1;RASGRF2;CAMK2A;CAMKK2;CAMK2B;CAMK2G;DLG1;CAMK2D;NEFL;GRIN2B;LLGL1;PRKAR2B;GRIA1;MAPK1;CAMKK1"
"Translation Initiation Complex Formation R-HSA-72649",4.87415474636341e-13,5.69022717822433e-11,0.921426003494898,-0.544809522803099,-3.574337685777,57,"EIF4H;EIF4A2;RPS15;EIF3K;EIF3C;EIF1AX;EIF3A;FAU;RPS16;RPS25;RPS29;RPS21;RPS12;EIF4A1;RPS6;RPS14;PABPC1;RPS4Y1;EIF4E;RPS20;EIF4B;RPS7;EIF4G1;RPS17;RPS3;EIF3G;RPS19;EIF3H;EIF3I"
