"gene","statistic","p.value","p_adj"
"SPINK9",0.447725771671762,9.36800213294829e-11,1.09348004896839e-07
"ADAM29",0.434054595476475,3.93887826614374e-10,3.5118011808606e-07
"RIDA",0.431762652705061,4.98023497853394e-10,3.90808027559241e-07
"KLHDC7A",0.429328994388239,6.37670733880088e-10,4.41062994678485e-07
"ERVW-1",0.429148788200869,6.49398682131749e-10,4.41062994678485e-07
"ALG9",0.427535680387706,7.64107648242745e-10,4.69992578693111e-07
"COLEC11",0.427329230580815,7.80133322953867e-10,4.69992578693111e-07
"MINAR1",0.426982814803151,8.07757216329540e-10,4.71427305380327e-07
"DESI2",0.418882284244643,1.80228844975109e-09,8.85777344409245e-07
"CCDC158",0.417704820515512,2.02172784797526e-09,9.43944732219651e-07
"DEFB115",0.413579323526967,3.01328780359126e-09,1.37258934194806e-06
"MUC19",0.412851500478946,3.23128127521109e-09,1.39378520984075e-06
"CD200R1L",0.411862990810359,3.55187643222931e-09,1.47410764996255e-06
"ZNF205",0.409784496144375,4.32919654232416e-09,1.75765379618361e-06
"C2orf50",0.409354100784247,4.50953358096877e-09,1.79191593953559e-06
"DNAH12",0.408923705424119,4.69711150523003e-09,1.80813870794319e-06
"BATF3",0.407721747650102,5.26170740058189e-09,1.96535294826535e-06
"MCM6",0.407510049119308,5.36770807735969e-09,1.96563364809352e-06
"KLK13",0.404990661645387,6.79851057273283e-09,2.39564119728978e-06
"NLRP4",0.402793195904246,8.34126799984349e-09,2.88484298453846e-06
"CACNG3",0.400739195283147,1.00848893471899e-08,3.30430514821261e-06
"POTEG",0.399327288552971,1.14819469207381e-08,3.69718690847767e-06
"RIBC1",0.398545228691274,1.23342239396254e-08,3.90430451349904e-06
"PROCA1",0.396426493808693,1.49607599149122e-08,4.58088899837968e-06
"REG3G",0.394958600690207,1.7088203109122e-08,4.98655126978066e-06
"FCGRT",0.394412733404191,1.79513727149942e-08,5.1578436434651e-06
"GPRC6A",0.39412755273874,1.84188727868744e-08,5.18703538917916e-06
"CLEC2B",0.393957843999178,1.87026206849948e-08,5.18703538917916e-06
"PLEKHG5",0.393849370371828,1.88861858248117e-08,5.18703538917916e-06
"GP1BB",0.392505697052404,2.13089121413451e-08,5.68521775931088e-06
"UNC5C",0.391954581042484,2.23868443875126e-08,5.87177554696878e-06
"PCSK5",0.391830361243423,2.26369586304215e-08,5.87177554696878e-06
"KHDRBS2",0.388679377326388,2.99606108096467e-08,6.90795515408594e-06
"SAMD14",0.387075017386398,3.45178095290331e-08,7.76692302125569e-06
"RAB3B",0.386695359690675,3.56900241913574e-08,7.91076425049594e-06
"CASP3",0.386595633936499,3.6004227955245e-08,7.91076425049594e-06
"GCKR",0.385313195729288,4.02896135216723e-08,8.55055479694035e-06
"ZNF286A",0.385146986138995,4.08796939599668e-08,8.5559768728548e-06
"SCRT1",0.385049009959454,4.12314156434425e-08,8.5559768728548e-06
"MYL7",0.38378056834932,4.60560923618971e-08,9.34370308925804e-06
"ACBD7",0.383663346848797,4.65283994057078e-08,9.34370308925804e-06
"SLC9A7",0.382737821867059,5.04245987049549e-08,9.97936031122409e-06
"MACROD2",0.382660840583133,5.07624346522964e-08,9.97936031122409e-06
"SESN1",0.38249463099284,5.14992903826082e-08,1.00187577831832e-05
"HERC6",0.38154986069012,5.58870941710568e-08,1.06030292465475e-05
"ANKRD13B",0.381436138338866,5.64388748548249e-08,1.06030292465475e-05
"GRAMD2A",0.381276927047112,5.72201725755052e-08,1.06030292465475e-05
"C1QTNF9",0.381252433002226,5.73412911705555e-08,1.06030292465475e-05
"NOL11",0.380776548701597,5.97439414361105e-08,1.08892134749426e-05
"GRAMD1B",0.380671574223517,6.02868150692135e-08,1.08892134749426e-05
"EIF4EBP2",0.380407388453682,6.16741082325477e-08,1.08892134749426e-05
"POLR1B",0.380382894408797,6.18042743812335e-08,1.08892134749426e-05
"TLCD1",0.380206187370696,6.27511841562506e-08,1.09527207037583e-05
"FANCI",0.379193183657223,6.8454458385755e-08,1.17677132974357e-05
"CFAP73",0.379154693015261,6.86806997976278e-08,1.17677132974357e-05
"SLC25A16",0.37858083253509,7.21401604986498e-08,1.22480876133889e-05
"B9D1",0.37758007584406,7.85774522273906e-08,1.32208333135022e-05
"ANKRD7",0.377436610724018,7.95443333146814e-08,1.32640175802231e-05
"MRPL37",0.376867998967751,8.34900999795096e-08,1.35644007565887e-05
"CLEC7A",0.376808513430172,8.39135851067494e-08,1.35644007565887e-05
"IL12RB2",0.376715785974535,8.45778411298549e-08,1.35644007565887e-05
"RTL8B",0.37650758659301,8.60877335465295e-08,1.35644007565887e-05
"OR52N1",0.376483092548124,8.62670606092919e-08,1.35644007565887e-05
"TMEM207",0.376470845525682,8.63568586252572e-08,1.35644007565887e-05
"CPSF4L",0.376407860838833,8.68200968782831e-08,1.35644007565887e-05
"PTHLH",0.376362371898332,8.71561410789593e-08,1.35644007565887e-05
"PLPPR3",0.375961719306993,9.01703632443953e-08,1.38034565897732e-05
"GHSR",0.375860243978183,9.09495341659682e-08,1.38095406510864e-05
"NDUFS1",0.374833243667633,9.92079221479262e-08,1.47048186828148e-05
"CNTF",0.374339863620657,1.03426889258382e-07,1.4995098313761e-05
"SHANK1",0.374275129359175,1.03993061779309e-07,1.4995098313761e-05
"ADORA2B",0.374271630209905,1.04023750313425e-07,1.4995098313761e-05
"SYNPR",0.374154408709382,1.05056855280753e-07,1.4995098313761e-05
"TCF24",0.374140412112305,1.05180867375385e-07,1.4995098313761e-05
"FLT3",0.373682023558022,1.09320826502382e-07,1.5467240573928e-05
"KLF4",0.372940203912924,1.16353946647891e-07,1.63385436661355e-05
"SCIMP",0.372681266866993,1.18909626675231e-07,1.65728073715419e-05
"OR3A1",0.372137149155612,1.24456711051371e-07,1.72174335970031e-05
"MMP19",0.371976188289222,1.26144691104696e-07,1.73226341990537e-05
"TRDMT1",0.371834472743814,1.27649015719353e-07,1.74012629020046e-05
"OR2T3",0.371656016131078,1.29567851097385e-07,1.75348491818461e-05
"ZNF521",0.371554540802267,1.30671266295213e-07,1.75569537361827e-05
"OR5K4",0.371306101204145,1.33410924547195e-07,1.77328457185748e-05
"C8A",0.371029668411867,1.36524050591786e-07,1.79189060901374e-05
"C9orf64",0.370970182874289,1.37203018359908e-07,1.79189060901374e-05
"FSD2",0.370688501358107,1.40462367341348e-07,1.79676381675824e-05
"OR10Z1",0.370037659594011,1.48279837411689e-07,1.85584174584636e-05
"IQCD",0.369888945750064,1.50123790408415e-07,1.85584174584636e-05
"ZNF549",0.369815463615409,1.51043020651449e-07,1.85584174584636e-05
"DNAAF11",0.369409562300166,1.56218764823838e-07,1.89791761897515e-05
"ZNF33A",0.369378069956742,1.56627365614253e-07,1.89791761897515e-05
"TTC9B",0.36930983654599,1.57516187053517e-07,1.89791761897515e-05
"RNF182",0.369050899500059,1.60933370898708e-07,1.92666130442581e-05
"HEATR6",0.368510280937947,1.68298549336231e-07,2.00200236140347e-05
"BEND5",0.368274088362267,1.71616846243945e-07,2.02855456990627e-05
"BDNF",0.368067638555376,1.74568594703063e-07,2.05046734256252e-05
"PODN",0.367749215971867,1.79216953679856e-07,2.09190989182812e-05
