"gene","statistic","p.value","p_adj"
"BCAS1",0.701004693233958,2.06536605602483e-29,3.85727764623198e-25
"MBP",0.685123804275086,1.13371032650741e-27,1.05865870289262e-23
"HIPK2",0.667122430858997,7.88793180976011e-26,4.910500482636e-22
"ERMN",0.659646498445065,4.21658034275726e-25,1.96872136203336e-21
"PLP1",0.653061099520179,1.77519880082179e-24,6.63072256082955e-21
"CRYAB",0.645973572675143,8.01743882688486e-24,2.49556145884836e-20
"MOBP",0.64207726996374,1.80586642035668e-23,4.81805160951162e-20
"LPAR1",0.640376683418844,2.5645647055053e-23,5.98697630500212e-20
"TP53INP2",0.638572871970502,3.71146700433867e-23,7.70170641922545e-20
"ANLN",0.624934937693273,5.6176497658034e-22,1.04915227026144e-18
"CLDND1",0.621764708455257,1.0365557719794e-21,1.7598832361352e-18
"EFHD1",0.615044592283501,3.71211952871948e-21,5.77729535986374e-18
"PRMT8",0.61376215407629,4.71898622553754e-21,6.77936821139531e-18
"SHTN1",0.607813600318422,1.4162768635949e-20,1.88931333603559e-17
"MTURN",0.599294921422229,6.56863446605479e-20,8.17838781920261e-17
"PIP4K2A",0.597160440367935,9.57949906195079e-20,1.11816702800621e-16
"KRTAP10-3",0.593865991330858,1.70562930053183e-19,1.87378428333721e-16
"PKP4",0.593341118940457,1.86868829590296e-19,1.93886792301577e-16
"ZNF587",0.592084924352767,2.32351395081191e-19,2.24043092350619e-16
"LAMP2",0.591899469441492,2.39926207272028e-19,2.24043092350619e-16
"RSF1",0.582819177087571,1.12575416322145e-18,1.00117070249161e-15
"CNP",0.58156298249988,1.38893578243287e-18,1.17908021239619e-15
"ZNF417",0.5806706994362,1.61157825079886e-18,1.30860153964868e-15
"NXF2",0.580035603843815,1.7909748771962e-18,1.39367695027151e-15
"NDRG1",0.579552721244647,1.94032737624424e-18,1.44950216314949e-15
"SEPTIN4",0.578495978165309,2.31099919607495e-18,1.66000849945753e-15
"PAQR6",0.577712168728978,2.6298930559718e-18,1.81910676716034e-15
"PLEKHB1",0.576669422246716,3.12168918762043e-18,2.08216668814283e-15
"QKI",0.57215726926391,6.50915516204734e-18,4.16127976803446e-15
"PHAX",0.571992809248251,6.684428841349e-18,4.16127976803446e-15
"MAP4K4",0.568437673590608,1.18290744980598e-17,7.12644501050854e-15
"SPP1",0.566744085344251,1.5487920210961e-17,9.0391374331221e-15
"RPL21",0.566338184029008,1.65175321828655e-17,9.34792215294535e-15
"MAN2A1",0.565059244971066,2.02193912561092e-17,1.11063926793852e-14
"KRTAP12-3",0.562618588355706,2.96699353909746e-17,1.58318775246241e-14
"ZNF845",0.553529548128611,1.20410136813156e-16,6.24661031978472e-14
"FCF1",0.55164350667244,1.60175184036265e-16,8.08495064070617e-14
"PTP4A2",0.550642749981411,1.86225356709779e-16,9.15248621555745e-14
"CA2",0.550086385247587,2.02454466365885e-16,9.69497336884427e-14
