,Astrocytes1,Astrocytes2,Astrocytes3,Astrocytes4,Astrocytes5,Endothelial,ExNeuron1,ExNeuron10,ExNeuron11,ExNeuron12,ExNeuron13,ExNeuron14,ExNeuron2,ExNeuron3,ExNeuron4,ExNeuron5,ExNeuron6,ExNeuron7,ExNeuron8,ExNeuron9,Fibroblast,InhNeuron1,InhNeuron2,InhNeuron3,InhNeuron4,InhNeuron5,Microglia1,Microglia2,Microglia3,Microglia4,Microglia5,OPC1,OPC2,OPC3,Oligodendrocytes1,Oligodendrocytes2,Oligodendrocytes3,Oligodendrocytes4,Oligodendrocytes5,Oligodendrocytes6,Oligodendrocytes7,Oligodendrocytes8,Pericytes,SMC,VLMC1,VLMC2
Fibroblast,0.19852067050462108,0.2968304056490059,0.2537398463273969,0.36390186275267594,0.30636131695418806,0.35796193945635635,0.07203844150470919,0.04730740696322728,0.23478541656730995,0.04185789110748852,0.07140011173897842,0.29885589068168483,0.08480355474039855,0.05174919505844037,0.07518220907418353,-0.052741113079733296,-0.005277399543930647,0.08896929769092951,0.04513470588835491,0.1606073934807201,0.9867192286865857,0.06654093692292076,0.15334852581865077,0.09541999002305673,0.14412842571161025,0.16485564042016465,0.2841870250448505,0.35923749300566044,0.4337584138048558,0.30617926610708013,0.7046759015233294,0.20830079663718848,0.27488122274908516,0.27050099661565435,-0.038351973529040864,0.0627165518708839,0.5223750406638894,0.3232367281236714,0.6161160205446737,0.37868804225320934,0.20394104949711825,0.6049376282942662,0.4623134934246261,0.6156050799123146,0.5343557991590706,0.5060837258612918
InhNeuron1,0.8420321932903967,0.7786904493326163,0.8315856754267232,0.7990957739151096,0.80064203519902,0.7572446957271385,0.9247609751350985,0.924459703181975,0.8164085219737904,0.9205563270611277,0.9202042482232654,0.8293206731409966,0.9173444317067314,0.9271858450284788,0.9282850619833659,0.8948868442490501,0.9202507808762836,0.9338334263457709,0.9212585346163861,0.9129949641833566,0.06880363094300197,0.9990388556983292,0.9415038516027019,0.9663017483291719,0.9338564297087639,0.9396988702887402,0.7731397991821789,0.6920019356498445,0.7051137569316372,0.7733709444347414,0.22262716799269605,0.8772243738848547,0.8595354411464687,0.8334207180741063,0.7814561339182673,0.8405515890250614,0.6180431396199042,0.8190171467889338,0.47532831697976813,0.727004961816952,0.8439571213695616,0.4843189137576523,0.6518263916419986,0.5214889187018938,0.5910712938544433,0.6071100396305374
InhNeuron2,0.8526230428504936,0.8157468585548716,0.8600713921689092,0.8502539161276793,0.8386406219373225,0.8052353435081664,0.9032863484623038,0.9048250568072436,0.8418116012543686,0.9040794787730728,0.9124808044531131,0.865178439796915,0.9115029803380574,0.9126957306386532,0.9170147742506549,0.8587514984049609,0.8934020648718307,0.9274730373451809,0.9054019558385016,0.924212464350965,0.15563745130896214,0.9414625503943296,0.9988086997805862,0.9511137966822991,0.9544561737785439,0.9451548804555545,0.8001838937647064,0.7376980147544892,0.7635383351330286,0.8102462435407987,0.30880502901224155,0.899113426717145,0.8987610583391662,0.8721308203781696,0.7393641091707781,0.8161762712454781,0.6895596662345573,0.8603425658385242,0.5538946340298481,0.778028058528563,0.8524027164371294,0.558349025956921,0.7137929768345133,0.5998680446306185,0.6566598800451943,0.668525688862588
InhNeuron3,0.8476875777402572,0.7843704994641725,0.8411695514065107,0.8137872392838449,0.8115360650850318,0.77354751552854,0.9343512247195019,0.928551117959052,0.8236551617322687,0.9168878360526398,0.921671538700531,0.8386355249387787,0.9183808028474194,0.9247607786126166,0.9252725647881391,0.8931502803528207,0.9191561948425181,0.9400085384432854,0.9205072205117147,0.9204528181828943,0.09805285598870205,0.9662088665692187,0.9510915696880661,0.9990971875825323,0.9345217963438739,0.9396029586138961,0.7901311584235182,0.7086736184654792,0.7246206034130654,0.7890036979698174,0.2521782039432049,0.8881957619843358,0.8729379104694105,0.8427423797909721,0.7853991188736845,0.8486094237056553,0.6358307767794932,0.8356524053465689,0.4966272016343426,0.7409217615266982,0.8552257084460233,0.5056484045513702,0.6693736654236637,0.5424626861634595,0.6084331745843718,0.6240321712453256
InhNeuron4,0.8479260699582123,0.8221982147070961,0.860478956666197,0.8469892046161491,0.8378105805036191,0.8043764383387548,0.8774695219320617,0.8879042055024992,0.8431910834580105,0.8919386149788744,0.8979781826240765,0.8637959925781795,0.9000008130800611,0.9001470395148613,0.9103419766263343,0.8396028112401525,0.8797688669905018,0.9130958132100419,0.896748428600676,0.914311148011402,0.146043574746401,0.9338198319715164,0.9545600039433021,0.9345508084409798,0.9986199515720698,0.9370002153652421,0.794840169536645,0.7430296271178684,0.7642076924149045,0.8147958760781104,0.30683157954000945,0.8883102534112287,0.8927922594479067,0.8675099190444624,0.7298402529746842,0.8028553297168287,0.6916552330038989,0.8563429846896765,0.5569232157359724,0.7860898801243127,0.8420706295508543,0.5574810771702976,0.7191976949996793,0.5992375630468294,0.6613063917061767,0.6746648068368848
InhNeuron5,0.838110602247043,0.8152230227485036,0.8548274605915497,0.8608831248384072,0.8339347633969172,0.8113158445061129,0.9018847143795643,0.9152639345362896,0.8607360456180003,0.9173863174203394,0.925939350848458,0.8898871075295852,0.9235482208836856,0.9253890393431237,0.9336230290411596,0.8578554810071428,0.895279055064847,0.9383499556890896,0.9166935830964552,0.9370810653540339,0.16745160758216812,0.9397357927021606,0.9452098399144468,0.9397482222699522,0.9370473229240586,0.9986707149544475,0.7970547362745805,0.7452093323911667,0.777431373313804,0.813387724775586,0.32474470927726096,0.8843193716884148,0.8982392156726274,0.8643669660137663,0.716515659745503,0.796673278366039,0.7023586234156972,0.8674605065231086,0.567518976437408,0.7858719353935845,0.8384275588053379,0.5739402485534327,0.7231184282133799,0.6181329563404698,0.6668712560542399,0.6783297726295201
Microglia1,0.824065258766564,0.8222587363478447,0.8492474722698443,0.840002225262239,0.8361179689973459,0.8656319962392277,0.7646861858158559,0.7293719534337287,0.7617654717765111,0.731445063935153,0.7513306356874833,0.7657784605808238,0.741272634423682,0.750621576259094,0.7581944599782692,0.6577609515932764,0.7132079787830675,0.7673220445760566,0.734334464442532,0.7983794534581624,0.2865307793188924,0.7731328643683647,0.8003170421869744,0.7902006728419176,0.7950260886755341,0.7970199434341374,0.9989017462947786,0.9332660713208618,0.8828864077301012,0.9169445531503533,0.47225342474072285,0.839226952548382,0.8438794878527089,0.8310329239592489,0.6616096768554933,0.7673451755096682,0.7252652303102429,0.8653345555922889,0.6262922591548108,0.8252751531226225,0.8530568801698176,0.5798723564336032,0.8068609480214984,0.6654389692068801,0.7472937941620501,0.7186071234754985
Microglia2,0.7570870005742342,0.8110257720896425,0.8061641377463009,0.835971772892155,0.8052010429041493,0.8576465825388067,0.6679162499719223,0.6435899714574945,0.7569148323196051,0.653541827085732,0.6771050047067835,0.766375107811218,0.6743089248713202,0.6816000873657693,0.696267216271076,0.5588182072475751,0.6299133410734852,0.6912715207616374,0.6615816334239748,0.7433180488705265,0.361231401146083,0.6921501455981567,0.7378120754211431,0.7087828612296976,0.7432820955907063,0.7451681857362941,0.9330428185513266,0.9980001282350541,0.9117320996920953,0.9002939815209442,0.5505387331264309,0.7818300927130045,0.8123838564196333,0.798864492741242,0.5571731149992274,0.6775836689356655,0.7701697193620355,0.8429244008130308,0.6879672133355966,0.8347252870815954,0.7847752657304611,0.638391114632462,0.8391760235405404,0.7260668452442901,0.7915158654428673,0.7529121690457382
Microglia3,0.747085328657846,0.816101396572993,0.8110264065003872,0.8874629524117044,0.8139591339366897,0.8748068965363739,0.6835960478484394,0.6669273374673175,0.8158450904671574,0.6775402440437028,0.7020630093869286,0.8359326857190565,0.7059725212617289,0.7014087311408411,0.7204706400191281,0.571909668803728,0.64303742304778,0.7150114116060101,0.6850410731449523,0.7732134506601404,0.43555427319560786,0.7052841233428047,0.7636232577206363,0.7247502575721431,0.7642873499767715,0.7773905826872094,0.8827978287911117,0.9116157376758296,0.9976600590904371,0.8838074330921637,0.6117968342162687,0.7877821087748978,0.8480061143183953,0.8165051387412681,0.5227578909036105,0.650927354819493,0.8495695896729725,0.8709099117853302,0.7670946439396527,0.8642336570265962,0.7743758367327789,0.7315640848932087,0.8683956731573959,0.812500836668433,0.8312326731102855,0.8068023698033998
Microglia4,0.8247193683914975,0.8444006755978349,0.9041907312540666,0.8639272439606115,0.8562816599564383,0.8952208739884799,0.7517301776984079,0.7260943536018528,0.7872420171033084,0.7217695284254436,0.7437796859444367,0.8307775594721488,0.747599076932173,0.7460846799555372,0.7672284508973071,0.6371401933910499,0.7060855720559492,0.7671246855593173,0.7379322733903634,0.8085115027273222,0.308109380470033,0.7733673667649308,0.8102498601020244,0.7890585880950508,0.8149546474262812,0.8133899089980764,0.9168349674303126,0.9001752444593858,0.8839211521613866,0.99842240168084,0.49036789185489904,0.8565108812773706,0.8992431743146899,0.8559996402384554,0.7127465572393601,0.8083817586714258,0.8059653481261623,0.9202973990577288,0.7152422307225912,0.9067320389767761,0.8986877096688954,0.6688524676002477,0.823768654258318,0.7069565122285856,0.7782270212565224,0.8083396873142922
