ROI_ID,Scan Name,Segment (Name/ Label),Segment Tags,Custom Segment Name,LOT_Human_NGS_Whole_Transcriptome_Atlas_RNA_1_0,GeoMx_ROI_ID,Scan_ID,disease_status,pathology,region,Astrocytes1,Astrocytes2,Astrocytes3,Astrocytes4,Astrocytes5,Endothelial,ExNeuron1,ExNeuron10,ExNeuron11,ExNeuron12,ExNeuron13,ExNeuron14,ExNeuron2,ExNeuron3,ExNeuron4,ExNeuron5,ExNeuron6,ExNeuron7,ExNeuron8,ExNeuron9,Fibroblast,InhNeuron1,InhNeuron2,InhNeuron3,InhNeuron4,InhNeuron5,Microglia1,Microglia2,Microglia3,Microglia4,Microglia5,OPC1,OPC2,OPC3,Oligodendrocytes1,Oligodendrocytes2,Oligodendrocytes3,Oligodendrocytes4,Oligodendrocytes5,Oligodendrocytes6,Oligodendrocytes7,Oligodendrocytes8,Pericytes,SMC,VLMC1,VLMC2
2732_F_001,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2732_F,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,0.002831328,0.012704572,0.004520699,0.01100865,0.0049941074,0.0023652674,0.011349482,0.0016987977,0.0036786776,0.004292491,0.0036940712,0.00907334,0.0016191734,0.035903927,0.028743768,0.0018328544,0.008405521,0.0104136905,0.0039819824,0.0034695938,0.6494031,0.0017949865,0.0018215107,0.0017079001,0.0012113521,0.002890258,0.005230861,0.007257354,0.014618512,0.0049417494,0.01940054,0.0011279704,0.002204027,0.0011419985,0.006698058,0.030730942,0.009683016,0.0066465237,0.0077654542,0.011178448,0.012293972,0.024788449,0.0013430672,0.0033784006,0.0014974083,0.0026621497
2732_F_002,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2732_F 002,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,0.0013064615,0.0037390576,0.0005282051,0.0043228227,0.0008129703,0.0009944654,0.0041971286,0.0004008619,0.000697547,0.0013735413,0.0007913832,0.0012188051,0.0003636802,0.067587115,0.17714842,0.00045618982,0.0018015943,0.001067854,0.0006563335,0.00087461114,0.6929026,0.0011813832,0.0016741642,0.0010690314,0.001359051,0.0014058907,0.0013983998,0.0024677517,0.0033682669,0.00052483846,0.00741859,0.00043562058,0.00047328847,0.0005384099,0.00039965913,0.0009687499,0.0010133343,0.0009433185,0.0009136866,0.00058463746,0.00048557797,0.002008967,0.00096372486,0.0038666585,0.00069240935,0.00060289283
2732_F_003,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2732_F 003,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,0.00077554776,0.0010125879,0.0022862395,0.0010342938,0.0017181466,0.0013343889,0.0010489026,0.0016553426,0.003003635,0.0013920098,0.0014456281,0.0019206344,0.0016985709,0.00104885,0.0011523842,0.0018513481,0.0014251792,0.0010051449,0.0011256778,0.0013226822,0.6193275,0.0013315342,0.0016308585,0.0024756829,0.0020894601,0.0012256012,0.0027566925,0.0031668453,0.0013429925,0.0095006935,0.0062350207,0.0012943083,0.002118654,0.0012683015,0.084980175,0.13633272,0.0046635536,0.0030473673,0.0063677197,0.011969371,0.05509692,0.0059934165,0.00083683326,0.0012559094,0.0015629868,0.0028717837
2732_F_004,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2732_F 004,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,0.003003943,0.0034928787,0.008503258,0.0016994026,0.009935947,0.0027643952,0.0016394792,0.0029047043,0.0034079207,0.0022469487,0.002867741,0.0030982827,0.0019840566,0.0018767758,0.0022223694,0.0015656776,0.0019721126,0.0031223698,0.0014053826,0.0012128872,0.6075868,0.0010614793,0.0025170501,0.0012989755,0.0025731544,0.0017662158,0.00813317,0.0031300997,0.0018995609,0.007521686,0.031897735,0.0019186289,0.0027934469,0.0016075115,0.038343124,0.14450133,0.0029041276,0.003071023,0.0029575392,0.011769111,0.043763828,0.0077232686,0.0013954892,0.0015271485,0.001677533,0.0037344745
2732_F_005,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2732_F 005,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,0.0016336865,0.0026841841,0.003409728,0.0029735828,0.0030161692,0.002625304,0.006139263,0.0018438672,0.0020929317,0.002962609,0.0034194677,0.007495916,0.0013606724,0.035582054,0.023836894,0.001421324,0.006812602,0.005831241,0.0035924192,0.003669269,0.6409156,0.0025578411,0.0031410821,0.0018791434,0.0017663141,0.0040301587,0.002529393,0.0047492404,0.0033127053,0.0049783494,0.015106329,0.0013639971,0.002256575,0.0010240623,0.011475399,0.12642999,0.0039584544,0.004760614,0.0039747,0.0068261907,0.009997303,0.011645544,0.001174089,0.0045927535,0.0010329405,0.0021180992
2732_F_006,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2732_F 006,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,0.0020525975,0.00481945,0.0013722021,0.005677851,0.0019325769,0.0012064987,0.012733661,0.0010603447,0.0018088392,0.0022964298,0.0019132112,0.0035366698,0.0010306143,0.13756421,0.042139035,0.0013066335,0.0113480035,0.015331436,0.0037712525,0.025906095,0.6727991,0.0009966999,0.0018859585,0.0012361673,0.0016720709,0.0017966861,0.0012737677,0.0010568582,0.003118965,0.0010413384,0.006113399,0.0011766435,0.0012394271,0.0009970048,0.0011221977,0.002328884,0.0021697418,0.0018052701,0.0032200695,0.0015981004,0.0011937778,0.0046753227,0.0013178239,0.0027451888,0.0011189245,0.0014930157
2497_D_001,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2497_D,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,0.0017467566,0.0013997676,0.0014437294,0.0017995947,0.00176647,0.0021691378,0.0019880699,0.0030803694,0.0031067273,0.003032058,0.0025342137,0.0021262942,0.0028249496,0.0020897184,0.002353368,0.003005124,0.0023000229,0.00229557,0.0023435187,0.001984838,0.88337225,0.0023589984,0.0028488694,0.0020769376,0.0020945086,0.0025822874,0.0032370386,0.002198577,0.0027014418,0.0016300795,0.018582033,0.0021584106,0.0015999846,0.0025755044,0.0011250755,0.0012422748,0.0020348523,0.0014446763,0.0036447959,0.00128426,0.0012580648,0.0031963678,0.0021298723,0.0027536012,0.0026474085,0.00183154
2497_D_002,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2497_D 002,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,0.002041367,0.0016891571,0.001508084,0.0021648072,0.0023572491,0.0021464662,0.0016829547,0.0024768978,0.0024001868,0.0020551533,0.0020451709,0.0017119594,0.002367437,0.0018472214,0.0018400725,0.0019328061,0.0017680925,0.0018519674,0.0017967715,0.0018263258,0.8848954,0.0025879166,0.0025648435,0.0027837642,0.0019947642,0.002380454,0.003184229,0.0032552723,0.0033039635,0.0015928972,0.020058487,0.0021418522,0.0017314311,0.0022986203,0.001056865,0.0013218573,0.0020990756,0.0017455323,0.0029832143,0.0013432108,0.0010599213,0.0026542803,0.0024464019,0.003690042,0.0034134083,0.0019022078
2497_D_003,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2497_D 003,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,0.0013261861,0.0012083453,0.0014335343,0.0016528742,0.0015559427,0.0022066473,0.0017529124,0.0023682825,0.0020924932,0.0023389894,0.0021300726,0.0019547814,0.0021978759,0.001975417,0.0021277873,0.0020399233,0.0019878463,0.0021301212,0.0020907477,0.0021639955,0.8939504,0.0021202941,0.0019186598,0.002294891,0.0018811413,0.0022990461,0.0023111638,0.0018995646,0.002146849,0.0015447845,0.014663394,0.0025742596,0.0018258772,0.0024785001,0.0014252736,0.0014951755,0.0019328678,0.0019166248,0.0031000362,0.0013222727,0.0014688963,0.0028202774,0.0026473987,0.0032005038,0.0038642536,0.0021629124
2497_D_004,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2497_D 004,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,0.001766962,0.0015609752,0.0016241231,0.0020522655,0.001647883,0.0023781892,0.0024798391,0.004420774,0.0042042765,0.003581213,0.003250896,0.0024489895,0.0045069596,0.0027630588,0.0027177853,0.0040526274,0.0031640271,0.0028465244,0.0038786524,0.0032887051,0.85878944,0.0031350018,0.0029193526,0.0030860715,0.004211872,0.0032757411,0.004932928,0.0028549507,0.0029507927,0.0018655615,0.020335885,0.0021823016,0.0017465138,0.0020656106,0.0014619451,0.0014400486,0.0024865726,0.0018322737,0.0032750468,0.0011926678,0.0012224297,0.0033206684,0.002329968,0.0029596966,0.003537511,0.00195442
