ROI_ID,Scan Name,Segment (Name/ Label),Segment Tags,Custom Segment Name,LOT_Human_NGS_Whole_Transcriptome_Atlas_RNA_1_0,GeoMx_ROI_ID,Scan_ID,disease_status,pathology,region,celltype,abs_abundance
2845_C_002,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_C 002,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,Microglia4,0.3890067
2845_C_003,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_C 003,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,Microglia4,0.2249705
2845_C_004,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_C 004,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,Microglia4,0.29439998
2845_C_005,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_C 005,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,Microglia4,0.14586571
2845_C_006,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_C 006,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,Microglia4,0.18299496
2845_C_007,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_C 007,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,Microglia4,0.37157097
2845_D_001,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_D,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,Microglia4,0.07809871
2845_D_002,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_D 002,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,Microglia4,0.061145227
2845_D_003,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_D 003,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,Microglia4,0.12925279
2845_D_004,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_D 004,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,Microglia4,0.04777741
2845_D_005,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_D 005,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,Microglia4,0.06961474
2845_D_006,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_D 006,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,Microglia4,0.3415177
2845_D_007,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_D 007,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,Microglia4,0.14433466
2845_D_008,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_D 008,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,Microglia4,0.3227348
2845_D_009,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_D 009,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,Microglia4,0.1500754
2845_E_001,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_E,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,Microglia4,0.28879312
2845_E_002,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_E 002,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,Microglia4,0.06938465
2845_E_003,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_E 003,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,Microglia4,0.07100749
2845_E_004,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_E 004,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,Microglia4,0.50951606
2845_E_005,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_E 005,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,Microglia4,0.0721146
2845_E_006,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_E 006,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,Microglia4,0.12704517
2845_E_007,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_E 007,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,Microglia4,0.26585808
2845_E_008,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_E 008,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,Microglia4,0.084945984
2845_F_001,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_F,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,Microglia4,0.34770668
2845_F_002,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_F 002,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,Microglia4,0.3770534
2845_F_003,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_F 003,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,Microglia4,0.7530958
2845_F_004,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_F 004,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,Microglia4,0.18917143
2845_F_005,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_F 005,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,Microglia4,0.19657755
2845_F_006,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_F 006,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,Microglia4,0.17449927
2845_F_007,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_F 007,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,Microglia4,0.24415728
2845_F_008,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_F 008,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,Microglia4,0.046226498
2845_F_009,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_F 009,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,Microglia4,0.2413372
2845_F_010,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_F 010,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,Microglia4,0.14453708
2509_A_001,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2509_A,BRC 2613 BRC 2509,AD-CAA,Amyloid,Arteries,Microglia4,0.18899813
2509_A_002,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2509_A 002,BRC 2613 BRC 2509,AD-CAA,Amyloid,Arteries,Microglia4,0.3636037
2509_A_003,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2509_A 003,BRC 2613 BRC 2509,AD-CAA,Amyloid,Arteries,Microglia4,0.15612663
2509_C_001,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2509_C,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Microglia4,0.0604114
2509_C_002,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2509_C 002,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Microglia4,0.11936035
2509_C_003,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2509_C 003,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Microglia4,0.3587088
2509_C_004,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2509_C 004,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Microglia4,0.14193098
2509_C_005,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2509_C 005,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Microglia4,0.40703976
2509_C_006,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2509_C 006,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Microglia4,0.13538942
2509_C_007,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2509_C 007,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Microglia4,0.12912287
2509_D_001,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2509_D,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Microglia4,0.12034074
2509_D_002,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2509_D 002,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Microglia4,0.14056218
2509_D_003,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2509_D 003,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Microglia4,0.117413
2509_D_004,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2509_D 004,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Microglia4,0.23335895
2509_D_005,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2509_D 005,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Microglia4,0.25815368
2509_D_006,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2509_D 006,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Microglia4,0.22894643
2509_D_007,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2509_D 007,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Microglia4,0.065799706
2509_E_001,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2509_E,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,Microglia4,0.24666053
2509_E_002,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2509_E 002,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,Microglia4,0.26703063
2509_E_003,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2509_E 003,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,Microglia4,0.37544295
2509_E_004,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2509_E 004,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,Microglia4,0.13632746
2509_E_005,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2509_E 005,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,Microglia4,0.30097693
2509_F_001,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2509_F,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Microglia4,0.10646901
2509_F_002,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2509_F 002,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Microglia4,0.0730706
2509_F_003,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2509_F 003,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Microglia4,0.22985041
2509_F_004,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2509_F 004,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Microglia4,0.2931648
2509_F_005,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2509_F 005,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Microglia4,0.1351134
2509_F_006,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2509_F 006,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Microglia4,0.24340238
2509_F_007,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2509_F 007,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Microglia4,0.20346014
2613_B_001,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2613_B,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,Microglia4,0.033650506
2613_B_002,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2613_B 002,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,Microglia4,0.031915482
2613_B_003,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2613_B 003,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,Microglia4,0.008415754
2613_B_004,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2613_B 004,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,Microglia4,0.022018906
2613_B_005,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2613_B 005,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,Microglia4,0.012014782
2613_B_006,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2613_B 006,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,Microglia4,0.016111339
2613_C_001,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2613_C,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Microglia4,0.058010776
2613_C_002,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2613_C 002,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Microglia4,0.03620761
2613_C_003,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2613_C 003,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Microglia4,0.09607432
2613_C_004,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2613_C 004,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Microglia4,0.07058428
2613_C_005,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2613_C 005,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Microglia4,0.3283913
2613_C_006,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2613_C 006,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Microglia4,0.10875768
2613_C_007,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2613_C 007,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Microglia4,0.19909002
2613_D_001,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2613_D,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Microglia4,0.11673598
2613_D_002,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2613_D 002,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Microglia4,0.075730175
2613_D_003,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2613_D 003,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Microglia4,0.09033336
2613_D_004,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2613_D 004,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Microglia4,0.09155102
2613_D_005,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2613_D 005,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Microglia4,0.036558453
2613_F_001,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2613_F,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Microglia4,0.086894885
2613_F_002,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2613_F 002,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Microglia4,0.11145217
2613_F_003,BRC 2613 BRC 2509,Full ROI,,,HW0110125,2613_F 003,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Microglia4,0.05656518
2495_A_001,BRC 2495 BRC 2052,Full ROI,,,HW0110125,2495_A,BRC 2495 BRC 2052,AD-CAA,Amyloid,Arteries,Microglia4,0.031092877
2495_B_001,BRC 2495 BRC 2052,Full ROI,,,HW0110125,2495_B,BRC 2495 BRC 2052,AD-CAA,Amyloid,Capillaries,Microglia4,0.0186491
2495_C_001,BRC 2495 BRC 2052,Full ROI,,,HW0110125,2495_C,BRC 2495 BRC 2052,AD-CAA,Amyloid,Parenchyma,Microglia4,0.25841376
2495_C_002,BRC 2495 BRC 2052,Full ROI,,,HW0110125,2495_C 002,BRC 2495 BRC 2052,AD-CAA,Amyloid,Parenchyma,Microglia4,0.51216847
2495_C_003,BRC 2495 BRC 2052,Full ROI,,,HW0110125,2495_C 003,BRC 2495 BRC 2052,AD-CAA,Amyloid,Parenchyma,Microglia4,0.927743
2495_F_001,BRC 2495 BRC 2052,Full ROI,,,HW0110125,2495_F,BRC 2495 BRC 2052,AD-CAA,AmyloidFree,Parenchyma,Microglia4,0.021627795
2534_A_001,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_A,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron5,0.052925743
2534_A_002,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_A 002,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron5,0.05821507
2534_A_003,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_A 003,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron5,0.018540747
2534_A_004,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_A 004,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron5,0.027872704
2534_A_005,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_A 005,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron5,0.052549116
2534_A_006,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_A 006,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron5,0.097684175
2534_A_007,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_A 007,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron5,0.10908734
2534_A_008,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_A 008,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron5,0.15302494
2534_A_009,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_A 009,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron5,0.098133974
2534_A_010,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_A 010,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron5,0.15682808
2534_B_001,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_B,BRC 2534 BRC 2732,AD-CAA,Amyloid,Capillaries,ExNeuron5,0.057687677
2534_C_001,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_C,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron5,0.044326913
2534_C_002,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_C 002,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron5,0.10438763
2534_C_003,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_C 003,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron5,0.12261096
2534_C_004,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_C 004,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron5,0.1387011
2534_C_005,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_C 005,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron5,0.2735334
2534_C_006,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_C 006,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron5,0.049219728
2534_C_007,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_C 007,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron5,0.02567302
2534_C_008,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_C 008,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron5,0.11153777
2534_D_001,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_D,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron5,0.32222798
2534_D_002,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_D 002,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron5,0.10665328
2534_D_003,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_D 003,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron5,0.19352333
2534_D_004,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_D 004,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron5,0.2606814
2534_D_005,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_D 005,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron5,0.05458518
2534_D_006,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_D 006,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron5,0.1508339
2534_D_007,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_D 007,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron5,0.29889014
2534_D_008,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_D 008,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron5,0.08609821
2534_E_001,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_E,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,ExNeuron5,0.08912543
2534_E_002,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_E 002,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,ExNeuron5,0.18498072
2534_E_003,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_E 003,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,ExNeuron5,0.28715387
2534_E_004,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_E 004,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,ExNeuron5,0.3512865
2534_F_001,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_F,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron5,0.3606006
2534_F_002,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_F 002,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron5,0.17737998
2534_F_003,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_F 003,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron5,1.0186672
2534_F_004,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_F 004,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron5,0.109119125
2534_F_005,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_F 005,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron5,0.17659713
2534_F_006,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_F 006,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron5,0.27543235
2534_F_007,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_F 007,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron5,0.07971682
2845_A_001,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_A,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron5,0.027641129
2845_A_002,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_A 002,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron5,0.0961402
2845_A_003,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_A 003,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron5,0.112615556
2845_A_004,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_A 004,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron5,0.2085503
2845_A_005,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_A 005,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron5,0.15785503
2845_A_006,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_A 006,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron5,0.34547958
2845_A_007,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_A 007,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron5,0.500887
2845_A_008,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_A 008,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron5,0.08560353
2845_A_009,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_A 009,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron5,0.07110264
2845_A_010,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_A1,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron5,0.3003495
2845_A_011,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_A2,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron5,0.10310834
2845_A_012,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_A3,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron5,0.018694047
2845_B_001,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_B,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,ExNeuron5,0.16641736
2845_B_002,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_B 002,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,ExNeuron5,0.13292597
2845_B_003,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_B1,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,ExNeuron5,0.042698912
2845_B_004,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_B2,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,ExNeuron5,0.016429538
2845_B_005,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_B3,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,ExNeuron5,0.08608642
2845_C_001,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_C,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron5,0.16576208
2845_C_002,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_C 002,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron5,0.2900262
2845_C_003,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_C 003,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron5,0.18704137
2845_C_004,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_C 004,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron5,0.35513058
2845_C_005,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_C 005,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron5,0.11945826
2845_C_006,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_C 006,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron5,0.15943289
2845_C_007,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_C 007,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron5,0.22738212
2845_D_001,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_D,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron5,0.13643911
2845_D_002,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_D 002,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron5,0.07809383
2845_D_003,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_D 003,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron5,0.08857289
2845_D_004,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_D 004,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron5,0.03717919
2845_D_005,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2845_D 005,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron5,0.11922687
