Scan Name,ROI,Segment (Name/ Label),Segment Tags,Custom Segment Name,LOT_Human_NGS_Whole_Transcriptome_Atlas_RNA_1_0,ROI_ID,Scan_ID,disease_status,pathology,region,AnnData_ROI,celltype,rel_abundance
BRC 2845 BRC 2497,67,Full ROI,,,HW0110125,2845_A,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,67,Fibroblast,0.019926822
BRC 2845 BRC 2497,68,Full ROI,,,HW0110125,2845_A 002,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,68,Fibroblast,0.019830873
BRC 2845 BRC 2497,69,Full ROI,,,HW0110125,2845_A 003,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,69,Fibroblast,0.025130792
BRC 2845 BRC 2497,70,Full ROI,,,HW0110125,2845_A 004,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,70,Fibroblast,0.026906753
BRC 2845 BRC 2497,71,Full ROI,,,HW0110125,2845_A 005,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,71,Fibroblast,0.027103782
BRC 2845 BRC 2497,72,Full ROI,,,HW0110125,2845_A 006,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,72,Fibroblast,0.026845403
BRC 2845 BRC 2497,73,Full ROI,,,HW0110125,2845_A 007,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,73,Fibroblast,0.023571681
BRC 2845 BRC 2497,74,Full ROI,,,HW0110125,2845_A 008,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,74,Fibroblast,0.027530624
BRC 2845 BRC 2497,75,Full ROI,,,HW0110125,2845_A 009,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,75,Fibroblast,0.026798576
BRC 2845 BRC 2497,76,Full ROI,,,HW0110125,2845_A1,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,76,Fibroblast,0.023553148
BRC 2845 BRC 2497,77,Full ROI,,,HW0110125,2845_A2,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,77,Fibroblast,0.025457034
BRC 2845 BRC 2497,78,Full ROI,,,HW0110125,2845_A3,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,78,Fibroblast,0.021609887
BRC 2845 BRC 2497,79,Full ROI,,,HW0110125,2845_B,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,79,Fibroblast,0.014683614
BRC 2845 BRC 2497,80,Full ROI,,,HW0110125,2845_B 002,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,80,Fibroblast,0.021925425
BRC 2845 BRC 2497,81,Full ROI,,,HW0110125,2845_B1,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,81,Fibroblast,0.023024045
BRC 2845 BRC 2497,82,Full ROI,,,HW0110125,2845_B2,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,82,Fibroblast,0.019988948
BRC 2845 BRC 2497,83,Full ROI,,,HW0110125,2845_B3,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,83,Fibroblast,0.008533853
BRC 2845 BRC 2497,84,Full ROI,,,HW0110125,2845_C,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,84,Fibroblast,0.021793062
BRC 2845 BRC 2497,85,Full ROI,,,HW0110125,2845_C 002,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,85,Fibroblast,0.0061147134
BRC 2845 BRC 2497,86,Full ROI,,,HW0110125,2845_C 003,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,86,Fibroblast,-0.0005248701
BRC 2845 BRC 2497,87,Full ROI,,,HW0110125,2845_C 004,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,87,Fibroblast,-0.0036470308
BRC 2845 BRC 2497,88,Full ROI,,,HW0110125,2845_C 005,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,88,Fibroblast,0.01723297
BRC 2845 BRC 2497,89,Full ROI,,,HW0110125,2845_C 006,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,89,Fibroblast,0.0061884746
BRC 2845 BRC 2497,90,Full ROI,,,HW0110125,2845_C 007,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,90,Fibroblast,-0.019312378
BRC 2845 BRC 2497,91,Full ROI,,,HW0110125,2845_D,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,91,Fibroblast,0.008800039
BRC 2845 BRC 2497,92,Full ROI,,,HW0110125,2845_D 002,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,92,Fibroblast,0.020313935
BRC 2845 BRC 2497,93,Full ROI,,,HW0110125,2845_D 003,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,93,Fibroblast,0.031069059
BRC 2845 BRC 2497,94,Full ROI,,,HW0110125,2845_D 004,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,94,Fibroblast,0.021598855
BRC 2845 BRC 2497,95,Full ROI,,,HW0110125,2845_D 005,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,95,Fibroblast,0.020379603
BRC 2845 BRC 2497,96,Full ROI,,,HW0110125,2845_D 006,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,96,Fibroblast,0.027611567
BRC 2845 BRC 2497,97,Full ROI,,,HW0110125,2845_D 007,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,97,Fibroblast,0.021484127
BRC 2845 BRC 2497,98,Full ROI,,,HW0110125,2845_D 008,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,98,Fibroblast,0.032537762
BRC 2845 BRC 2497,99,Full ROI,,,HW0110125,2845_D 009,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,99,Fibroblast,0.01667129
BRC 2845 BRC 2497,100,Full ROI,,,HW0110125,2845_E,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,100,Fibroblast,0.014593821
BRC 2845 BRC 2497,101,Full ROI,,,HW0110125,2845_E 002,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,101,Fibroblast,0.024604162
BRC 2845 BRC 2497,102,Full ROI,,,HW0110125,2845_E 003,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,102,Fibroblast,0.013799479
BRC 2845 BRC 2497,103,Full ROI,,,HW0110125,2845_E 004,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,103,Fibroblast,0.029052801
BRC 2845 BRC 2497,104,Full ROI,,,HW0110125,2845_E 005,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,104,Fibroblast,0.02284496
BRC 2845 BRC 2497,105,Full ROI,,,HW0110125,2845_E 006,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,105,Fibroblast,0.009639163
BRC 2845 BRC 2497,106,Full ROI,,,HW0110125,2845_E 007,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,106,Fibroblast,0.011051778
BRC 2845 BRC 2497,107,Full ROI,,,HW0110125,2845_E 008,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,107,Fibroblast,0.009779566
BRC 2845 BRC 2497,108,Full ROI,,,HW0110125,2845_F,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,108,Fibroblast,0.009387661
BRC 2845 BRC 2497,109,Full ROI,,,HW0110125,2845_F 002,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,109,Fibroblast,0.008971943
BRC 2845 BRC 2497,110,Full ROI,,,HW0110125,2845_F 003,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,110,Fibroblast,0.028121563
BRC 2845 BRC 2497,111,Full ROI,,,HW0110125,2845_F 004,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,111,Fibroblast,0.012197669
BRC 2845 BRC 2497,112,Full ROI,,,HW0110125,2845_F 005,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,112,Fibroblast,0.019757543
BRC 2845 BRC 2497,113,Full ROI,,,HW0110125,2845_F 006,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,113,Fibroblast,-0.018031113
BRC 2845 BRC 2497,114,Full ROI,,,HW0110125,2845_F 007,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,114,Fibroblast,0.021491421
BRC 2845 BRC 2497,115,Full ROI,,,HW0110125,2845_F 008,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,115,Fibroblast,0.02113855
BRC 2845 BRC 2497,116,Full ROI,,,HW0110125,2845_F 009,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,116,Fibroblast,0.0141239595
BRC 2845 BRC 2497,117,Full ROI,,,HW0110125,2845_F 010,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,117,Fibroblast,0.006583216
BRC 2613 BRC 2509,118,Full ROI,,,HW0110125,2509_A,BRC 2613 BRC 2509,AD-CAA,Amyloid,Arteries,118,Fibroblast,0.037587367
BRC 2613 BRC 2509,119,Full ROI,,,HW0110125,2509_A 002,BRC 2613 BRC 2509,AD-CAA,Amyloid,Arteries,119,Fibroblast,0.042295106
BRC 2613 BRC 2509,120,Full ROI,,,HW0110125,2509_A 003,BRC 2613 BRC 2509,AD-CAA,Amyloid,Arteries,120,Fibroblast,0.008266435
BRC 2613 BRC 2509,121,Full ROI,,,HW0110125,2509_C,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,121,Fibroblast,0.016854556
BRC 2613 BRC 2509,122,Full ROI,,,HW0110125,2509_C 002,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,122,Fibroblast,0.02343184
BRC 2613 BRC 2509,123,Full ROI,,,HW0110125,2509_C 003,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,123,Fibroblast,0.021032711
BRC 2613 BRC 2509,124,Full ROI,,,HW0110125,2509_C 004,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,124,Fibroblast,0.02181325
BRC 2613 BRC 2509,125,Full ROI,,,HW0110125,2509_C 005,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,125,Fibroblast,-0.0133821415
BRC 2613 BRC 2509,126,Full ROI,,,HW0110125,2509_C 006,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,126,Fibroblast,0.017578047
BRC 2613 BRC 2509,127,Full ROI,,,HW0110125,2509_C 007,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,127,Fibroblast,0.025140366
BRC 2613 BRC 2509,128,Full ROI,,,HW0110125,2509_D,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,128,Fibroblast,0.04642459
BRC 2613 BRC 2509,129,Full ROI,,,HW0110125,2509_D 002,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,129,Fibroblast,0.020581478
BRC 2613 BRC 2509,130,Full ROI,,,HW0110125,2509_D 003,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,130,Fibroblast,0.013621461
BRC 2613 BRC 2509,131,Full ROI,,,HW0110125,2509_D 004,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,131,Fibroblast,0.026356563
BRC 2613 BRC 2509,132,Full ROI,,,HW0110125,2509_D 005,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,132,Fibroblast,0.01634831
BRC 2613 BRC 2509,133,Full ROI,,,HW0110125,2509_D 006,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,133,Fibroblast,0.03003693
BRC 2613 BRC 2509,134,Full ROI,,,HW0110125,2509_D 007,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,134,Fibroblast,0.02394327
BRC 2613 BRC 2509,135,Full ROI,,,HW0110125,2509_E,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,135,Fibroblast,0.026744567
BRC 2613 BRC 2509,136,Full ROI,,,HW0110125,2509_E 002,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,136,Fibroblast,0.0036596218
BRC 2613 BRC 2509,137,Full ROI,,,HW0110125,2509_E 003,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,137,Fibroblast,0.013011555
BRC 2613 BRC 2509,138,Full ROI,,,HW0110125,2509_E 004,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,138,Fibroblast,0.0003886618
BRC 2613 BRC 2509,139,Full ROI,,,HW0110125,2509_E 005,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,139,Fibroblast,0.02463132
BRC 2613 BRC 2509,140,Full ROI,,,HW0110125,2509_F,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,140,Fibroblast,0.005589772
BRC 2613 BRC 2509,141,Full ROI,,,HW0110125,2509_F 002,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,141,Fibroblast,0.027313707
BRC 2613 BRC 2509,142,Full ROI,,,HW0110125,2509_F 003,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,142,Fibroblast,-0.03448663
BRC 2613 BRC 2509,143,Full ROI,,,HW0110125,2509_F 004,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,143,Fibroblast,-0.064126074
BRC 2613 BRC 2509,144,Full ROI,,,HW0110125,2509_F 005,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,144,Fibroblast,-0.03163201
BRC 2613 BRC 2509,145,Full ROI,,,HW0110125,2509_F 006,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,145,Fibroblast,0.016881134
BRC 2613 BRC 2509,146,Full ROI,,,HW0110125,2509_F 007,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,146,Fibroblast,-0.01639288
BRC 2613 BRC 2509,147,Full ROI,,,HW0110125,2613_B,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,147,Fibroblast,0.02200118
BRC 2613 BRC 2509,148,Full ROI,,,HW0110125,2613_B 002,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,148,Fibroblast,0.021038337
BRC 2613 BRC 2509,149,Full ROI,,,HW0110125,2613_B 003,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,149,Fibroblast,0.020927638
BRC 2613 BRC 2509,150,Full ROI,,,HW0110125,2613_B 004,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,150,Fibroblast,0.013857493
BRC 2613 BRC 2509,151,Full ROI,,,HW0110125,2613_B 005,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,151,Fibroblast,0.019432163
BRC 2613 BRC 2509,152,Full ROI,,,HW0110125,2613_B 006,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,152,Fibroblast,0.020908589
BRC 2613 BRC 2509,153,Full ROI,,,HW0110125,2613_C,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,153,Fibroblast,0.0029317127
BRC 2613 BRC 2509,154,Full ROI,,,HW0110125,2613_C 002,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,154,Fibroblast,0.008705811
BRC 2613 BRC 2509,155,Full ROI,,,HW0110125,2613_C 003,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,155,Fibroblast,0.019319665
BRC 2613 BRC 2509,156,Full ROI,,,HW0110125,2613_C 004,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,156,Fibroblast,0.005338182
BRC 2613 BRC 2509,157,Full ROI,,,HW0110125,2613_C 005,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,157,Fibroblast,0.012851942
BRC 2613 BRC 2509,158,Full ROI,,,HW0110125,2613_C 006,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,158,Fibroblast,0.021029146
BRC 2613 BRC 2509,159,Full ROI,,,HW0110125,2613_C 007,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,159,Fibroblast,0.013945943
BRC 2613 BRC 2509,160,Full ROI,,,HW0110125,2613_D,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,160,Fibroblast,0.020399403
BRC 2613 BRC 2509,161,Full ROI,,,HW0110125,2613_D 002,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,161,Fibroblast,0.017793378
BRC 2613 BRC 2509,162,Full ROI,,,HW0110125,2613_D 003,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,162,Fibroblast,0.012894038
BRC 2613 BRC 2509,163,Full ROI,,,HW0110125,2613_D 004,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,163,Fibroblast,0.0077552632
BRC 2613 BRC 2509,164,Full ROI,,,HW0110125,2613_D 005,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,164,Fibroblast,0.012494635
BRC 2613 BRC 2509,165,Full ROI,,,HW0110125,2613_F,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,165,Fibroblast,0.005969462
BRC 2613 BRC 2509,166,Full ROI,,,HW0110125,2613_F 002,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,166,Fibroblast,0.012169787
BRC 2613 BRC 2509,167,Full ROI,,,HW0110125,2613_F 003,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,167,Fibroblast,-0.0015229067
BRC 2495 BRC 2052,184,Full ROI,,,HW0110125,2495_A,BRC 2495 BRC 2052,AD-CAA,Amyloid,Arteries,184,Fibroblast,0.022062805
BRC 2495 BRC 2052,185,Full ROI,,,HW0110125,2495_B,BRC 2495 BRC 2052,AD-CAA,Amyloid,Capillaries,185,Fibroblast,0.020121653
BRC 2495 BRC 2052,186,Full ROI,,,HW0110125,2495_C,BRC 2495 BRC 2052,AD-CAA,Amyloid,Parenchyma,186,Fibroblast,0.020396302
BRC 2495 BRC 2052,187,Full ROI,,,HW0110125,2495_C 002,BRC 2495 BRC 2052,AD-CAA,Amyloid,Parenchyma,187,Fibroblast,0.012901921
BRC 2495 BRC 2052,188,Full ROI,,,HW0110125,2495_C 003,BRC 2495 BRC 2052,AD-CAA,Amyloid,Parenchyma,188,Fibroblast,0.2961982
BRC 2495 BRC 2052,189,Full ROI,,,HW0110125,2495_F,BRC 2495 BRC 2052,AD-CAA,AmyloidFree,Parenchyma,189,Fibroblast,0.020911844
BRC 2534 BRC 2732,0,Full ROI,,,HW0110125,2534_A,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,0,Oligodendrocytes8,0.021474512
BRC 2534 BRC 2732,1,Full ROI,,,HW0110125,2534_A 002,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,1,Oligodendrocytes8,0.02397197
BRC 2534 BRC 2732,2,Full ROI,,,HW0110125,2534_A 003,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,2,Oligodendrocytes8,0.023706336
BRC 2534 BRC 2732,3,Full ROI,,,HW0110125,2534_A 004,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,3,Oligodendrocytes8,0.025896199
BRC 2534 BRC 2732,4,Full ROI,,,HW0110125,2534_A 005,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,4,Oligodendrocytes8,0.0001898233
BRC 2534 BRC 2732,5,Full ROI,,,HW0110125,2534_A 006,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,5,Oligodendrocytes8,0.010834265
BRC 2534 BRC 2732,6,Full ROI,,,HW0110125,2534_A 007,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,6,Oligodendrocytes8,-0.0024997515
BRC 2534 BRC 2732,7,Full ROI,,,HW0110125,2534_A 008,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,7,Oligodendrocytes8,0.0052829324
BRC 2534 BRC 2732,8,Full ROI,,,HW0110125,2534_A 009,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,8,Oligodendrocytes8,0.019315146
BRC 2534 BRC 2732,9,Full ROI,,,HW0110125,2534_A 010,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,9,Oligodendrocytes8,0.0026193683
BRC 2534 BRC 2732,10,Full ROI,,,HW0110125,2534_B,BRC 2534 BRC 2732,AD-CAA,Amyloid,Capillaries,10,Oligodendrocytes8,0.025278065
BRC 2534 BRC 2732,11,Full ROI,,,HW0110125,2534_C,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,11,Oligodendrocytes8,-0.015118243
BRC 2534 BRC 2732,12,Full ROI,,,HW0110125,2534_C 002,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,12,Oligodendrocytes8,0.006419541
BRC 2534 BRC 2732,13,Full ROI,,,HW0110125,2534_C 003,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,13,Oligodendrocytes8,0.0058097434
BRC 2534 BRC 2732,14,Full ROI,,,HW0110125,2534_C 004,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,14,Oligodendrocytes8,0.01140137
BRC 2534 BRC 2732,15,Full ROI,,,HW0110125,2534_C 005,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,15,Oligodendrocytes8,0.00019077992
BRC 2534 BRC 2732,16,Full ROI,,,HW0110125,2534_C 006,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,16,Oligodendrocytes8,0.024895059
BRC 2534 BRC 2732,17,Full ROI,,,HW0110125,2534_C 007,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,17,Oligodendrocytes8,0.022757113
BRC 2534 BRC 2732,18,Full ROI,,,HW0110125,2534_C 008,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,18,Oligodendrocytes8,0.011863985
BRC 2534 BRC 2732,19,Full ROI,,,HW0110125,2534_D,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,19,Oligodendrocytes8,-0.3926072
BRC 2534 BRC 2732,20,Full ROI,,,HW0110125,2534_D 002,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,20,Oligodendrocytes8,0.003743307
BRC 2534 BRC 2732,21,Full ROI,,,HW0110125,2534_D 003,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,21,Oligodendrocytes8,0.03904036
BRC 2534 BRC 2732,22,Full ROI,,,HW0110125,2534_D 004,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,22,Oligodendrocytes8,0.35409003
BRC 2534 BRC 2732,23,Full ROI,,,HW0110125,2534_D 005,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,23,Oligodendrocytes8,0.0023721373
BRC 2534 BRC 2732,24,Full ROI,,,HW0110125,2534_D 006,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,24,Oligodendrocytes8,-0.025995757
BRC 2534 BRC 2732,25,Full ROI,,,HW0110125,2534_D 007,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,25,Oligodendrocytes8,-0.061909948
BRC 2534 BRC 2732,26,Full ROI,,,HW0110125,2534_D 008,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,26,Oligodendrocytes8,0.017661033
BRC 2534 BRC 2732,27,Full ROI,,,HW0110125,2534_E,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,27,Oligodendrocytes8,0.034588426
BRC 2534 BRC 2732,28,Full ROI,,,HW0110125,2534_E 002,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,28,Oligodendrocytes8,-0.01672969
BRC 2534 BRC 2732,29,Full ROI,,,HW0110125,2534_E 003,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,29,Oligodendrocytes8,-0.017100386
BRC 2534 BRC 2732,30,Full ROI,,,HW0110125,2534_E 004,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,30,Oligodendrocytes8,-0.0870746
BRC 2534 BRC 2732,31,Full ROI,,,HW0110125,2534_F,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,31,Oligodendrocytes8,-0.03978024
BRC 2534 BRC 2732,32,Full ROI,,,HW0110125,2534_F 002,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,32,Oligodendrocytes8,-0.020810638
BRC 2534 BRC 2732,33,Full ROI,,,HW0110125,2534_F 003,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,33,Oligodendrocytes8,0.26406872
BRC 2534 BRC 2732,34,Full ROI,,,HW0110125,2534_F 004,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,34,Oligodendrocytes8,-0.0011080551
BRC 2534 BRC 2732,35,Full ROI,,,HW0110125,2534_F 005,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,35,Oligodendrocytes8,-0.036871918
BRC 2534 BRC 2732,36,Full ROI,,,HW0110125,2534_F 006,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,36,Oligodendrocytes8,-0.03009263
BRC 2534 BRC 2732,37,Full ROI,,,HW0110125,2534_F 007,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,37,Oligodendrocytes8,0.009817419
BRC 2845 BRC 2497,67,Full ROI,,,HW0110125,2845_A,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,67,Oligodendrocytes8,0.020610292
BRC 2845 BRC 2497,68,Full ROI,,,HW0110125,2845_A 002,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,68,Oligodendrocytes8,0.03213996
BRC 2845 BRC 2497,69,Full ROI,,,HW0110125,2845_A 003,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,69,Oligodendrocytes8,0.032850016
BRC 2845 BRC 2497,70,Full ROI,,,HW0110125,2845_A 004,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,70,Oligodendrocytes8,0.039873645
BRC 2845 BRC 2497,71,Full ROI,,,HW0110125,2845_A 005,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,71,Oligodendrocytes8,0.03891445
BRC 2845 BRC 2497,72,Full ROI,,,HW0110125,2845_A 006,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,72,Oligodendrocytes8,0.03820715
BRC 2845 BRC 2497,73,Full ROI,,,HW0110125,2845_A 007,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,73,Oligodendrocytes8,0.037824355
BRC 2845 BRC 2497,74,Full ROI,,,HW0110125,2845_A 008,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,74,Oligodendrocytes8,0.03652924
BRC 2845 BRC 2497,75,Full ROI,,,HW0110125,2845_A 009,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,75,Oligodendrocytes8,0.029776765
BRC 2845 BRC 2497,76,Full ROI,,,HW0110125,2845_A1,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,76,Oligodendrocytes8,0.02714372
BRC 2845 BRC 2497,77,Full ROI,,,HW0110125,2845_A2,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,77,Oligodendrocytes8,0.033408567
BRC 2845 BRC 2497,78,Full ROI,,,HW0110125,2845_A3,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,78,Oligodendrocytes8,0.024195233
BRC 2845 BRC 2497,79,Full ROI,,,HW0110125,2845_B,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,79,Oligodendrocytes8,-0.011255332
BRC 2845 BRC 2497,80,Full ROI,,,HW0110125,2845_B 002,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,80,Oligodendrocytes8,0.028523495
