Scan Name,ROI,Segment (Name/ Label),Segment Tags,Custom Segment Name,LOT_Human_NGS_Whole_Transcriptome_Atlas_RNA_1_0,ROI_ID,Scan_ID,disease_status,pathology,region,AnnData_ROI,celltype,rel_abundance
BRC 2613 BRC 2509,148,Full ROI,,,HW0110125,2613_B 002,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,148,ExNeuron3,0.022313807
BRC 2613 BRC 2509,149,Full ROI,,,HW0110125,2613_B 003,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,149,ExNeuron3,0.02205612
BRC 2613 BRC 2509,150,Full ROI,,,HW0110125,2613_B 004,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,150,ExNeuron3,0.02842377
BRC 2613 BRC 2509,151,Full ROI,,,HW0110125,2613_B 005,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,151,ExNeuron3,0.023190266
BRC 2613 BRC 2509,152,Full ROI,,,HW0110125,2613_B 006,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,152,ExNeuron3,0.023308454
BRC 2613 BRC 2509,153,Full ROI,,,HW0110125,2613_C,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,153,ExNeuron3,0.03417778
BRC 2613 BRC 2509,154,Full ROI,,,HW0110125,2613_C 002,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,154,ExNeuron3,0.02937526
BRC 2613 BRC 2509,155,Full ROI,,,HW0110125,2613_C 003,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,155,ExNeuron3,0.024173772
BRC 2613 BRC 2509,156,Full ROI,,,HW0110125,2613_C 004,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,156,ExNeuron3,0.028788054
BRC 2613 BRC 2509,157,Full ROI,,,HW0110125,2613_C 005,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,157,ExNeuron3,0.021926582
BRC 2613 BRC 2509,158,Full ROI,,,HW0110125,2613_C 006,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,158,ExNeuron3,0.015935648
BRC 2613 BRC 2509,159,Full ROI,,,HW0110125,2613_C 007,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,159,ExNeuron3,0.025722297
BRC 2613 BRC 2509,160,Full ROI,,,HW0110125,2613_D,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,160,ExNeuron3,0.025446283
BRC 2613 BRC 2509,161,Full ROI,,,HW0110125,2613_D 002,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,161,ExNeuron3,0.036153607
BRC 2613 BRC 2509,162,Full ROI,,,HW0110125,2613_D 003,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,162,ExNeuron3,0.03128343
BRC 2613 BRC 2509,163,Full ROI,,,HW0110125,2613_D 004,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,163,ExNeuron3,0.042808138
BRC 2613 BRC 2509,164,Full ROI,,,HW0110125,2613_D 005,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,164,ExNeuron3,0.030995324
BRC 2613 BRC 2509,165,Full ROI,,,HW0110125,2613_F,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,165,ExNeuron3,0.02727095
BRC 2613 BRC 2509,166,Full ROI,,,HW0110125,2613_F 002,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,166,ExNeuron3,0.0319781
BRC 2613 BRC 2509,167,Full ROI,,,HW0110125,2613_F 003,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,167,ExNeuron3,0.028440684
BRC 2495 BRC 2052,184,Full ROI,,,HW0110125,2495_A,BRC 2495 BRC 2052,AD-CAA,Amyloid,Arteries,184,ExNeuron3,0.021963883
BRC 2495 BRC 2052,185,Full ROI,,,HW0110125,2495_B,BRC 2495 BRC 2052,AD-CAA,Amyloid,Capillaries,185,ExNeuron3,0.022339545
BRC 2495 BRC 2052,186,Full ROI,,,HW0110125,2495_C,BRC 2495 BRC 2052,AD-CAA,Amyloid,Parenchyma,186,ExNeuron3,0.038002238
BRC 2495 BRC 2052,187,Full ROI,,,HW0110125,2495_C 002,BRC 2495 BRC 2052,AD-CAA,Amyloid,Parenchyma,187,ExNeuron3,0.027834004
BRC 2495 BRC 2052,188,Full ROI,,,HW0110125,2495_C 003,BRC 2495 BRC 2052,AD-CAA,Amyloid,Parenchyma,188,ExNeuron3,-0.19586204
BRC 2495 BRC 2052,189,Full ROI,,,HW0110125,2495_F,BRC 2495 BRC 2052,AD-CAA,AmyloidFree,Parenchyma,189,ExNeuron3,0.022730568
BRC 2534 BRC 2732,0,Full ROI,,,HW0110125,2534_A,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,0,ExNeuron2,0.026271654
BRC 2534 BRC 2732,1,Full ROI,,,HW0110125,2534_A 002,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,1,ExNeuron2,0.02407101
BRC 2534 BRC 2732,2,Full ROI,,,HW0110125,2534_A 003,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,2,ExNeuron2,0.022404794
BRC 2534 BRC 2732,3,Full ROI,,,HW0110125,2534_A 004,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,3,ExNeuron2,0.024249487
BRC 2534 BRC 2732,4,Full ROI,,,HW0110125,2534_A 005,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,4,ExNeuron2,0.030294059
BRC 2534 BRC 2732,5,Full ROI,,,HW0110125,2534_A 006,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,5,ExNeuron2,0.038296666
BRC 2534 BRC 2732,6,Full ROI,,,HW0110125,2534_A 007,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,6,ExNeuron2,0.031896956
BRC 2534 BRC 2732,7,Full ROI,,,HW0110125,2534_A 008,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,7,ExNeuron2,0.03323614
BRC 2534 BRC 2732,8,Full ROI,,,HW0110125,2534_A 009,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,8,ExNeuron2,0.03254531
BRC 2534 BRC 2732,9,Full ROI,,,HW0110125,2534_A 010,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,9,ExNeuron2,0.03772775
BRC 2534 BRC 2732,10,Full ROI,,,HW0110125,2534_B,BRC 2534 BRC 2732,AD-CAA,Amyloid,Capillaries,10,ExNeuron2,0.025357634
BRC 2534 BRC 2732,11,Full ROI,,,HW0110125,2534_C,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,11,ExNeuron2,0.034688976
BRC 2534 BRC 2732,12,Full ROI,,,HW0110125,2534_C 002,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,12,ExNeuron2,0.04170793
BRC 2534 BRC 2732,13,Full ROI,,,HW0110125,2534_C 003,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,13,ExNeuron2,0.03685722
BRC 2534 BRC 2732,14,Full ROI,,,HW0110125,2534_C 004,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,14,ExNeuron2,0.025804197
BRC 2534 BRC 2732,15,Full ROI,,,HW0110125,2534_C 005,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,15,ExNeuron2,0.03544517
BRC 2534 BRC 2732,16,Full ROI,,,HW0110125,2534_C 006,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,16,ExNeuron2,0.025722913
BRC 2534 BRC 2732,17,Full ROI,,,HW0110125,2534_C 007,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,17,ExNeuron2,0.025042007
BRC 2534 BRC 2732,18,Full ROI,,,HW0110125,2534_C 008,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,18,ExNeuron2,0.03678645
BRC 2534 BRC 2732,19,Full ROI,,,HW0110125,2534_D,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,19,ExNeuron2,0.2422348
BRC 2534 BRC 2732,20,Full ROI,,,HW0110125,2534_D 002,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,20,ExNeuron2,0.035534605
BRC 2534 BRC 2732,21,Full ROI,,,HW0110125,2534_D 003,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,21,ExNeuron2,0.07341519
BRC 2534 BRC 2732,22,Full ROI,,,HW0110125,2534_D 004,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,22,ExNeuron2,-0.46412963
BRC 2534 BRC 2732,23,Full ROI,,,HW0110125,2534_D 005,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,23,ExNeuron2,0.037111323
BRC 2534 BRC 2732,24,Full ROI,,,HW0110125,2534_D 006,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,24,ExNeuron2,0.045280915
BRC 2534 BRC 2732,25,Full ROI,,,HW0110125,2534_D 007,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,25,ExNeuron2,0.058210116
BRC 2534 BRC 2732,26,Full ROI,,,HW0110125,2534_D 008,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,26,ExNeuron2,0.032128684
BRC 2534 BRC 2732,27,Full ROI,,,HW0110125,2534_E,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,27,ExNeuron2,0.028397173
BRC 2534 BRC 2732,28,Full ROI,,,HW0110125,2534_E 002,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,28,ExNeuron2,0.046726238
BRC 2534 BRC 2732,29,Full ROI,,,HW0110125,2534_E 003,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,29,ExNeuron2,0.04363915
BRC 2534 BRC 2732,30,Full ROI,,,HW0110125,2534_E 004,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,30,ExNeuron2,0.071838595
BRC 2534 BRC 2732,31,Full ROI,,,HW0110125,2534_F,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,31,ExNeuron2,0.04635515
BRC 2534 BRC 2732,32,Full ROI,,,HW0110125,2534_F 002,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,32,ExNeuron2,0.029810695
BRC 2534 BRC 2732,33,Full ROI,,,HW0110125,2534_F 003,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,33,ExNeuron2,-0.023093581
BRC 2534 BRC 2732,34,Full ROI,,,HW0110125,2534_F 004,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,34,ExNeuron2,0.035785314
BRC 2534 BRC 2732,35,Full ROI,,,HW0110125,2534_F 005,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,35,ExNeuron2,0.04273529
BRC 2534 BRC 2732,36,Full ROI,,,HW0110125,2534_F 006,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,36,ExNeuron2,0.020050513
BRC 2534 BRC 2732,37,Full ROI,,,HW0110125,2534_F 007,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,37,ExNeuron2,0.034903154
BRC 2845 BRC 2497,67,Full ROI,,,HW0110125,2845_A,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,67,ExNeuron2,0.028764306
BRC 2845 BRC 2497,68,Full ROI,,,HW0110125,2845_A 002,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,68,ExNeuron2,0.021442387
BRC 2845 BRC 2497,69,Full ROI,,,HW0110125,2845_A 003,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,69,ExNeuron2,0.024123719
BRC 2845 BRC 2497,70,Full ROI,,,HW0110125,2845_A 004,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,70,ExNeuron2,0.025126789
BRC 2845 BRC 2497,71,Full ROI,,,HW0110125,2845_A 005,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,71,ExNeuron2,0.026200363
BRC 2845 BRC 2497,72,Full ROI,,,HW0110125,2845_A 006,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,72,ExNeuron2,0.03006814
BRC 2845 BRC 2497,73,Full ROI,,,HW0110125,2845_A 007,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,73,ExNeuron2,0.043961477
BRC 2845 BRC 2497,74,Full ROI,,,HW0110125,2845_A 008,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,74,ExNeuron2,0.02238497
BRC 2845 BRC 2497,75,Full ROI,,,HW0110125,2845_A 009,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,75,ExNeuron2,0.02530276
BRC 2845 BRC 2497,76,Full ROI,,,HW0110125,2845_A1,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,76,ExNeuron2,0.031751767
BRC 2845 BRC 2497,77,Full ROI,,,HW0110125,2845_A2,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,77,ExNeuron2,0.019058123
BRC 2845 BRC 2497,78,Full ROI,,,HW0110125,2845_A3,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,78,ExNeuron2,0.0236354
BRC 2845 BRC 2497,79,Full ROI,,,HW0110125,2845_B,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,79,ExNeuron2,0.034490906
BRC 2845 BRC 2497,80,Full ROI,,,HW0110125,2845_B 002,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,80,ExNeuron2,0.022396611
BRC 2845 BRC 2497,81,Full ROI,,,HW0110125,2845_B1,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,81,ExNeuron2,0.021047885
BRC 2845 BRC 2497,82,Full ROI,,,HW0110125,2845_B2,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,82,ExNeuron2,0.024359742
BRC 2845 BRC 2497,83,Full ROI,,,HW0110125,2845_B3,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,83,ExNeuron2,0.029104786
BRC 2845 BRC 2497,84,Full ROI,,,HW0110125,2845_C,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,84,ExNeuron2,0.0256968
BRC 2845 BRC 2497,85,Full ROI,,,HW0110125,2845_C 002,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,85,ExNeuron2,0.029165773
BRC 2845 BRC 2497,86,Full ROI,,,HW0110125,2845_C 003,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,86,ExNeuron2,0.05012731
BRC 2845 BRC 2497,87,Full ROI,,,HW0110125,2845_C 004,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,87,ExNeuron2,0.03196781
BRC 2845 BRC 2497,88,Full ROI,,,HW0110125,2845_C 005,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,88,ExNeuron2,0.037567258
BRC 2845 BRC 2497,89,Full ROI,,,HW0110125,2845_C 006,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,89,ExNeuron2,0.03477367
BRC 2845 BRC 2497,90,Full ROI,,,HW0110125,2845_C 007,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,90,ExNeuron2,0.049050096
BRC 2845 BRC 2497,91,Full ROI,,,HW0110125,2845_D,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,91,ExNeuron2,0.023759186
BRC 2845 BRC 2497,92,Full ROI,,,HW0110125,2845_D 002,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,92,ExNeuron2,0.027501475
BRC 2845 BRC 2497,93,Full ROI,,,HW0110125,2845_D 003,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,93,ExNeuron2,0.04794108
BRC 2845 BRC 2497,94,Full ROI,,,HW0110125,2845_D 004,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,94,ExNeuron2,0.041337185
BRC 2845 BRC 2497,95,Full ROI,,,HW0110125,2845_D 005,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,95,ExNeuron2,0.012223548
BRC 2845 BRC 2497,96,Full ROI,,,HW0110125,2845_D 006,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,96,ExNeuron2,0.040209875
BRC 2845 BRC 2497,97,Full ROI,,,HW0110125,2845_D 007,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,97,ExNeuron2,0.03146681
BRC 2845 BRC 2497,98,Full ROI,,,HW0110125,2845_D 008,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,98,ExNeuron2,0.039196417
BRC 2845 BRC 2497,99,Full ROI,,,HW0110125,2845_D 009,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,99,ExNeuron2,0.06252211
BRC 2845 BRC 2497,100,Full ROI,,,HW0110125,2845_E,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,100,ExNeuron2,0.049211405
BRC 2845 BRC 2497,101,Full ROI,,,HW0110125,2845_E 002,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,101,ExNeuron2,0.029620605
BRC 2845 BRC 2497,102,Full ROI,,,HW0110125,2845_E 003,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,102,ExNeuron2,0.045127038
BRC 2845 BRC 2497,103,Full ROI,,,HW0110125,2845_E 004,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,103,ExNeuron2,0.00525172
BRC 2845 BRC 2497,104,Full ROI,,,HW0110125,2845_E 005,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,104,ExNeuron2,0.02616421
BRC 2845 BRC 2497,105,Full ROI,,,HW0110125,2845_E 006,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,105,ExNeuron2,0.032771762
BRC 2845 BRC 2497,106,Full ROI,,,HW0110125,2845_E 007,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,106,ExNeuron2,0.051044006
BRC 2845 BRC 2497,107,Full ROI,,,HW0110125,2845_E 008,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,107,ExNeuron2,0.027871985
BRC 2845 BRC 2497,108,Full ROI,,,HW0110125,2845_F,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,108,ExNeuron2,0.032947257
BRC 2845 BRC 2497,109,Full ROI,,,HW0110125,2845_F 002,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,109,ExNeuron2,0.027922675
BRC 2845 BRC 2497,110,Full ROI,,,HW0110125,2845_F 003,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,110,ExNeuron2,0.02047057
BRC 2845 BRC 2497,111,Full ROI,,,HW0110125,2845_F 004,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,111,ExNeuron2,0.061527867
BRC 2845 BRC 2497,112,Full ROI,,,HW0110125,2845_F 005,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,112,ExNeuron2,0.04232803
BRC 2845 BRC 2497,113,Full ROI,,,HW0110125,2845_F 006,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,113,ExNeuron2,0.03521069
BRC 2845 BRC 2497,114,Full ROI,,,HW0110125,2845_F 007,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,114,ExNeuron2,0.04535387
BRC 2845 BRC 2497,115,Full ROI,,,HW0110125,2845_F 008,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,115,ExNeuron2,0.039797936
BRC 2845 BRC 2497,116,Full ROI,,,HW0110125,2845_F 009,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,116,ExNeuron2,0.03105807
BRC 2845 BRC 2497,117,Full ROI,,,HW0110125,2845_F 010,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,117,ExNeuron2,0.030329032
BRC 2613 BRC 2509,118,Full ROI,,,HW0110125,2509_A,BRC 2613 BRC 2509,AD-CAA,Amyloid,Arteries,118,ExNeuron2,0.074569955
BRC 2613 BRC 2509,119,Full ROI,,,HW0110125,2509_A 002,BRC 2613 BRC 2509,AD-CAA,Amyloid,Arteries,119,ExNeuron2,0.10683854
BRC 2613 BRC 2509,120,Full ROI,,,HW0110125,2509_A 003,BRC 2613 BRC 2509,AD-CAA,Amyloid,Arteries,120,ExNeuron2,0.038119297
BRC 2613 BRC 2509,121,Full ROI,,,HW0110125,2509_C,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,121,ExNeuron2,0.03663618
BRC 2613 BRC 2509,122,Full ROI,,,HW0110125,2509_C 002,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,122,ExNeuron2,0.034318846
BRC 2613 BRC 2509,123,Full ROI,,,HW0110125,2509_C 003,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,123,ExNeuron2,0.046879333
BRC 2613 BRC 2509,124,Full ROI,,,HW0110125,2509_C 004,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,124,ExNeuron2,0.034667972
BRC 2613 BRC 2509,125,Full ROI,,,HW0110125,2509_C 005,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,125,ExNeuron2,0.06065109
BRC 2613 BRC 2509,126,Full ROI,,,HW0110125,2509_C 006,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,126,ExNeuron2,0.057151645
BRC 2613 BRC 2509,127,Full ROI,,,HW0110125,2509_C 007,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,127,ExNeuron2,0.03607479
BRC 2613 BRC 2509,128,Full ROI,,,HW0110125,2509_D,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,128,ExNeuron2,0.053293243
BRC 2613 BRC 2509,129,Full ROI,,,HW0110125,2509_D 002,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,129,ExNeuron2,0.049992606
BRC 2613 BRC 2509,130,Full ROI,,,HW0110125,2509_D 003,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,130,ExNeuron2,0.04147835
BRC 2613 BRC 2509,131,Full ROI,,,HW0110125,2509_D 004,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,131,ExNeuron2,0.034019947
BRC 2613 BRC 2509,132,Full ROI,,,HW0110125,2509_D 005,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,132,ExNeuron2,0.031080369
BRC 2613 BRC 2509,133,Full ROI,,,HW0110125,2509_D 006,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,133,ExNeuron2,0.03626251
BRC 2613 BRC 2509,134,Full ROI,,,HW0110125,2509_D 007,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,134,ExNeuron2,0.044529278
BRC 2613 BRC 2509,135,Full ROI,,,HW0110125,2509_E,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,135,ExNeuron2,0.030641366
BRC 2613 BRC 2509,136,Full ROI,,,HW0110125,2509_E 002,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,136,ExNeuron2,0.057999037
BRC 2613 BRC 2509,137,Full ROI,,,HW0110125,2509_E 003,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,137,ExNeuron2,0.19866458
BRC 2613 BRC 2509,138,Full ROI,,,HW0110125,2509_E 004,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,138,ExNeuron2,0.064074084
BRC 2613 BRC 2509,139,Full ROI,,,HW0110125,2509_E 005,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,139,ExNeuron2,0.028938292
BRC 2613 BRC 2509,140,Full ROI,,,HW0110125,2509_F,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,140,ExNeuron2,0.027268687
BRC 2613 BRC 2509,141,Full ROI,,,HW0110125,2509_F 002,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,141,ExNeuron2,0.042942185
BRC 2613 BRC 2509,142,Full ROI,,,HW0110125,2509_F 003,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,142,ExNeuron2,0.25369528
BRC 2613 BRC 2509,143,Full ROI,,,HW0110125,2509_F 004,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,143,ExNeuron2,0.054904528
BRC 2613 BRC 2509,144,Full ROI,,,HW0110125,2509_F 005,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,144,ExNeuron2,0.0594765
BRC 2613 BRC 2509,145,Full ROI,,,HW0110125,2509_F 006,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,145,ExNeuron2,0.025180923
BRC 2613 BRC 2509,146,Full ROI,,,HW0110125,2509_F 007,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,146,ExNeuron2,0.047158446
BRC 2613 BRC 2509,147,Full ROI,,,HW0110125,2613_B,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,147,ExNeuron2,0.019497767
BRC 2613 BRC 2509,148,Full ROI,,,HW0110125,2613_B 002,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,148,ExNeuron2,0.022885747
BRC 2613 BRC 2509,149,Full ROI,,,HW0110125,2613_B 003,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,149,ExNeuron2,0.021966372
BRC 2613 BRC 2509,150,Full ROI,,,HW0110125,2613_B 004,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,150,ExNeuron2,0.029055912
BRC 2613 BRC 2509,151,Full ROI,,,HW0110125,2613_B 005,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,151,ExNeuron2,0.023344481
BRC 2613 BRC 2509,152,Full ROI,,,HW0110125,2613_B 006,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,152,ExNeuron2,0.023586193
BRC 2613 BRC 2509,153,Full ROI,,,HW0110125,2613_C,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,153,ExNeuron2,0.03446688
BRC 2613 BRC 2509,154,Full ROI,,,HW0110125,2613_C 002,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,154,ExNeuron2,0.030025002
BRC 2613 BRC 2509,155,Full ROI,,,HW0110125,2613_C 003,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,155,ExNeuron2,0.020931708
BRC 2613 BRC 2509,156,Full ROI,,,HW0110125,2613_C 004,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,156,ExNeuron2,0.027651474
BRC 2613 BRC 2509,157,Full ROI,,,HW0110125,2613_C 005,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,157,ExNeuron2,0.020697715
BRC 2613 BRC 2509,158,Full ROI,,,HW0110125,2613_C 006,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,158,ExNeuron2,0.020186724
BRC 2613 BRC 2509,159,Full ROI,,,HW0110125,2613_C 007,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,159,ExNeuron2,0.025703862
BRC 2613 BRC 2509,160,Full ROI,,,HW0110125,2613_D,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,160,ExNeuron2,0.016665982
BRC 2613 BRC 2509,161,Full ROI,,,HW0110125,2613_D 002,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,161,ExNeuron2,0.034416195
BRC 2613 BRC 2509,162,Full ROI,,,HW0110125,2613_D 003,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,162,ExNeuron2,0.030946204
