ROI_ID,Scan Name,Segment (Name/ Label),Segment Tags,Custom Segment Name,LOT_Human_NGS_Whole_Transcriptome_Atlas_RNA_1_0,GeoMx_ROI_ID,Scan_ID,disease_status,pathology,region,Astrocytes1,Astrocytes2,Astrocytes3,Astrocytes4,Astrocytes5,Endothelial,ExNeuron1,ExNeuron10,ExNeuron11,ExNeuron12,ExNeuron13,ExNeuron14,ExNeuron2,ExNeuron3,ExNeuron4,ExNeuron5,ExNeuron6,ExNeuron7,ExNeuron8,ExNeuron9,Fibroblast,InhNeuron1,InhNeuron2,InhNeuron3,InhNeuron4,InhNeuron5,Microglia1,Microglia2,Microglia3,Microglia4,Microglia5,OPC1,OPC2,OPC3,Oligodendrocytes1,Oligodendrocytes2,Oligodendrocytes3,Oligodendrocytes4,Oligodendrocytes5,Oligodendrocytes6,Oligodendrocytes7,Oligodendrocytes8,Pericytes,SMC,VLMC1,VLMC2
2497_D_005,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2497_D 005,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,0.026474359,0.026616637,0.022421176,0.02696996,0.02654631,0.031208513,0.024423687,0.030524507,0.03503968,0.029748226,0.0316894,0.026666228,0.029420055,0.025612824,0.025624478,0.032831933,0.027322227,0.027844362,0.027648201,0.02666538,6.582011,0.029143395,0.028072726,0.025559217,0.028805457,0.029092235,0.03772358,0.032072887,0.035321645,0.022608535,0.18766518,0.023258302,0.020379309,0.025639541,0.016373439,0.02153465,0.027740365,0.024026249,0.043103714,0.018059406,0.017578075,0.05192745,0.03712834,0.047167376,0.05132055,0.029808786
2497_E_001,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2497_E,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,0.02548654,0.024987504,0.022166733,0.02834942,0.026456393,0.037992638,0.02828013,0.036569104,0.040382013,0.036356315,0.03731951,0.029881721,0.03549493,0.031635728,0.031248646,0.036275897,0.031081432,0.031634085,0.031322077,0.030006744,8.904195,0.043700013,0.031677224,0.041796178,0.03514533,0.038159892,0.057346977,0.066151924,0.048163004,0.026873173,0.22680037,0.029425655,0.025962958,0.032518722,0.019876925,0.023418581,0.03834049,0.02525016,0.048927914,0.022782011,0.02056822,0.05021723,0.04341652,0.051125307,0.050474353,0.036749624
2497_E_002,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2497_E 002,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,0.033372,0.029075755,0.027489113,0.03443213,0.03309301,0.050210066,0.03343737,0.040381428,0.04853885,0.04225949,0.03957433,0.03632067,0.043367144,0.033762995,0.035388727,0.041973863,0.036324907,0.038175963,0.03403238,0.04296748,11.101687,0.04166252,0.035043746,0.03380435,0.034345936,0.041960627,0.051958647,0.04284926,0.050206993,0.033481717,0.28775585,0.030601487,0.02997374,0.035130706,0.025196677,0.035864606,0.04703585,0.03315872,0.065546736,0.031820584,0.027293827,0.054976087,0.049465824,0.058552735,0.08975612,0.041486483
2497_E_003,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2497_E 003,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,0.022922667,0.02219318,0.019100228,0.02673932,0.023463974,0.02939839,0.027360022,0.030656584,0.037524424,0.030664194,0.029169109,0.027722048,0.03316125,0.02952108,0.029088318,0.03527314,0.031830642,0.028773952,0.031771757,0.029585587,7.6671495,0.030884977,0.027515478,0.027857259,0.029311415,0.025885588,0.03890104,0.03626745,0.03927883,0.019995246,0.21350837,0.026062747,0.021086682,0.027487796,0.015874092,0.02076242,0.029737538,0.023885932,0.039507218,0.018563174,0.016705127,0.045659505,0.03989506,0.049159363,0.041822337,0.031021532
2497_E_004,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2497_E 004,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,0.0292142,0.0267711,0.0241863,0.030321166,0.030805383,0.027831707,0.02456609,0.024701271,0.036141787,0.025639212,0.02635558,0.027075266,0.028617738,0.024910258,0.024575893,0.031137913,0.028755434,0.024335947,0.024429016,0.026242329,9.585449,0.028031366,0.025457554,0.024493435,0.027098367,0.026854038,0.035889026,0.034375336,0.03674981,0.023141554,0.16808598,0.025878048,0.022856357,0.030968208,0.01843797,0.024466326,0.03782262,0.02164262,0.051840466,0.022246685,0.02047639,0.04838546,0.039737914,0.04975194,0.04336305,0.03416908
2497_F_001,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2497_F,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,0.029990265,0.024240987,0.026394833,0.030815762,0.027030814,0.052338183,0.029041128,0.033892445,0.04583131,0.031303287,0.034152366,0.032353967,0.039135046,0.030012548,0.0289667,0.04384055,0.03706814,0.02879857,0.032309473,0.027891219,12.207312,0.033011034,0.03454289,0.034207635,0.03340794,0.035017245,0.062749855,0.07246451,0.04852084,0.031370044,0.19402799,0.04414507,0.035275627,0.05056306,0.021826738,0.02921529,0.037846398,0.030779056,0.06952703,0.027594667,0.024794817,0.06127311,0.051096875,0.063995965,0.067270644,0.040074404
2497_F_002,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2497_F 002,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,0.023250202,0.021855893,0.02268001,0.025670817,0.024242051,0.0321497,0.020928185,0.023532037,0.02994269,0.024289273,0.024979118,0.025318211,0.024632065,0.023124868,0.023389827,0.023834752,0.023295933,0.022114996,0.02205234,0.024250094,2.6927865,0.025479633,0.023681004,0.02398623,0.024923293,0.024523411,0.05374176,0.040384006,0.03998516,0.025217822,0.13629785,0.026846904,0.022301763,0.027488247,0.017168676,0.02126715,0.031535394,0.024538888,0.046266075,0.020215446,0.019476876,0.04855833,0.034776818,0.047580607,0.049098644,0.03277051
2497_F_003,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2497_F 003,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,0.021269782,0.021506399,0.021639192,0.02509911,0.023633536,0.033701472,0.0229368,0.025984192,0.032472335,0.026290247,0.026780808,0.0271149,0.02689734,0.025561146,0.025379747,0.026633611,0.026246915,0.025231274,0.025159454,0.027361786,2.754521,0.02422559,0.025900139,0.025001056,0.025884429,0.025864532,0.034656446,0.03135792,0.032943863,0.024415683,0.17482896,0.023037467,0.022156112,0.023461312,0.018185979,0.022433298,0.030831033,0.022475023,0.041683327,0.021881755,0.020554198,0.05189077,0.038421243,0.04393088,0.04289473,0.031724244
2497_F_004,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2497_F 004,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,0.021109499,0.022344148,0.021108976,0.025991375,0.022215303,0.032328337,0.022711199,0.024155948,0.032507706,0.025345225,0.026106505,0.028266607,0.025067702,0.02541903,0.02566483,0.025250446,0.026430847,0.024707338,0.023106853,0.023451826,4.743333,0.024224188,0.025902428,0.023807183,0.02468104,0.02884875,0.040283065,0.037695583,0.03977139,0.023550548,0.1405775,0.022251863,0.02180689,0.026171973,0.016772965,0.020830814,0.03431232,0.023776054,0.050719015,0.022618618,0.018360106,0.046225406,0.0376218,0.048694912,0.050633498,0.030757438
2052_D_001,BRC 2495 BRC 2052,Full ROI,,,HW0110125,2052_D,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,0.041556194,0.39858583,0.07450081,0.06440132,0.13199283,0.80236125,0.06296099,0.041460346,0.07513133,0.077832885,0.065857306,0.06910395,0.03508542,0.071173355,0.074982904,0.052699197,0.06370553,0.03688455,0.032803997,0.038016558,23.760454,0.041953363,0.05262124,0.03604603,0.043695863,0.0400393,0.15605888,0.18959062,0.08710573,0.12471984,0.16050205,0.03919219,0.061629247,0.03924445,0.15405321,14.064815,0.07834394,0.062042132,0.08127332,0.1793644,0.2194773,0.33561632,1.4235703,0.1045596,0.15173,0.58138865
