ROI,Scan_ID,disease_status,pathology,region,celltype,rel_abundance
101,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,Oligodendrocytes1,-0.003927054
102,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,Oligodendrocytes1,-0.017018635
103,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,Oligodendrocytes1,0.0008650838
104,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,Oligodendrocytes1,0.025311746
105,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,Oligodendrocytes1,0.019593086
106,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,Oligodendrocytes1,-0.0017085767
107,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,Oligodendrocytes1,0.000915874
108,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes1,0.0009424671
109,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes1,-0.01147377
110,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes1,0.018116986
111,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes1,0.0184083
112,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes1,-0.016287223
113,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes1,0.022491576
114,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes1,0.013750798
115,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes1,0.029761087
116,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes1,0.015003521
117,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes1,-0.017828707
118,BRC 2613 BRC 2509,AD-CAA,Amyloid,Arteries,Oligodendrocytes1,-0.023185963
119,BRC 2613 BRC 2509,AD-CAA,Amyloid,Arteries,Oligodendrocytes1,0.016310196
120,BRC 2613 BRC 2509,AD-CAA,Amyloid,Arteries,Oligodendrocytes1,-0.015146931
121,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes1,0.0036951047
122,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes1,0.008863959
123,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes1,-0.015099428
124,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes1,0.009746321
125,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes1,-0.108169936
126,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes1,-0.028844079
127,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes1,-0.017367067
128,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes1,-0.007546677
129,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes1,0.010674898
130,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes1,0.02961377
131,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes1,0.0033186746
132,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes1,-0.013377864
133,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes1,-0.009428509
134,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes1,-0.0020769455
135,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,Oligodendrocytes1,-0.006955228
136,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,Oligodendrocytes1,-0.0183507
137,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,Oligodendrocytes1,-0.15485218
138,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,Oligodendrocytes1,-0.022566091
139,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,Oligodendrocytes1,-0.016177509
140,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes1,-0.017158467
141,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes1,-0.03985539
142,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes1,-0.01917468
143,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes1,-0.04787399
144,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes1,-0.0013343318
145,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes1,-0.011559408
146,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes1,-0.042807244
147,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,Oligodendrocytes1,0.024343455
148,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,Oligodendrocytes1,0.027482111
149,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,Oligodendrocytes1,0.02340252
150,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,Oligodendrocytes1,0.027398504
151,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,Oligodendrocytes1,0.022671688
152,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,Oligodendrocytes1,0.016635345
153,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes1,0.015400739
154,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes1,0.017255541
155,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes1,0.033517513
156,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes1,0.035046842
157,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes1,0.006945902
158,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes1,-0.00013452856
159,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes1,0.008948685
160,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes1,0.022244003
161,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes1,0.03374594
162,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes1,0.00031638247
163,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes1,0.030311469
164,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes1,0.034083012
165,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes1,0.03653523
166,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes1,0.034613118
167,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes1,0.0362696
184,BRC 2495 BRC 2052,AD-CAA,Amyloid,Arteries,Oligodendrocytes1,0.023036871
185,BRC 2495 BRC 2052,AD-CAA,Amyloid,Capillaries,Oligodendrocytes1,0.024284663
186,BRC 2495 BRC 2052,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes1,-0.008441764
187,BRC 2495 BRC 2052,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes1,-0.00028997005
188,BRC 2495 BRC 2052,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes1,0.60932565
189,BRC 2495 BRC 2052,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes1,0.023980884
38,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,Oligodendrocytes1,0.015753819
39,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,Oligodendrocytes1,0.02329737
40,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,Oligodendrocytes1,0.00086061755
41,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,Oligodendrocytes1,-0.0068239374
42,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,Oligodendrocytes1,0.014906806
43,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,Oligodendrocytes1,0.027654799
44,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,Oligodendrocytes1,0.013762348
45,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,Oligodendrocytes1,0.0200019
46,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,Oligodendrocytes1,0.025038376
47,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,Oligodendrocytes1,0.018244276
48,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,Oligodendrocytes1,0.011360105
49,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,Oligodendrocytes1,0.015146018
50,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,Oligodendrocytes1,0.03064708
51,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,Oligodendrocytes1,0.022091182
52,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,Oligodendrocytes1,0.02963126
53,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,Oligodendrocytes1,0.01829642
54,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,Oligodendrocytes1,0.026402997
55,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,Oligodendrocytes1,0.023825683
56,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,Oligodendrocytes1,0.027235754
57,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,Oligodendrocytes1,0.027239278
58,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,Oligodendrocytes1,0.024054045
59,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,Oligodendrocytes1,0.025531977
60,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,Oligodendrocytes1,0.025657965
61,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,Oligodendrocytes1,0.024394585
62,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,Oligodendrocytes1,0.02323005
63,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,Oligodendrocytes1,0.026607564
64,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,Oligodendrocytes1,0.02349735
65,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,Oligodendrocytes1,0.023993038
66,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,Oligodendrocytes1,0.024252368
168,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,Oligodendrocytes1,0.009953453
169,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,Oligodendrocytes1,0.019706307
170,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,Oligodendrocytes1,0.029396355
171,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,Oligodendrocytes1,0.015138236
172,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,Oligodendrocytes1,0.023158332
173,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,Oligodendrocytes1,0.02337288
174,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,Oligodendrocytes1,0.0018292385
175,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,Oligodendrocytes1,-0.0027032008
176,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,Oligodendrocytes1,-0.0009923914
177,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,Oligodendrocytes1,-0.004040038
178,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,Oligodendrocytes1,0.014379391
179,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,Oligodendrocytes1,0.023649435
180,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,Oligodendrocytes1,0.005512942
181,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,Oligodendrocytes1,0.023207389
182,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,Oligodendrocytes1,0.024825042
183,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,Oligodendrocytes1,0.028898997
0,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,OPC1,0.027263898
1,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,OPC1,0.02259821
2,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,OPC1,0.02279419
3,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,OPC1,0.023649992
4,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,OPC1,0.02178859
5,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,OPC1,0.029714348
6,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,OPC1,0.023322439
7,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,OPC1,0.029330784
8,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,OPC1,0.039451048
9,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,OPC1,0.025587684
10,BRC 2534 BRC 2732,AD-CAA,Amyloid,Capillaries,OPC1,0.032102454
11,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,OPC1,0.02182632
12,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,OPC1,0.053101946
13,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,OPC1,0.043997664
14,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,OPC1,0.034395967
15,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,OPC1,0.029191138
16,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,OPC1,0.023134788
17,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,OPC1,0.02071419
18,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,OPC1,0.019097917
19,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,OPC1,-0.018992329
20,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,OPC1,0.030081587
21,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,OPC1,0.030826682
22,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,OPC1,0.07567999
23,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,OPC1,0.026424702
24,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,OPC1,0.037875235
25,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,OPC1,0.023005877
26,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,OPC1,0.028061323
27,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,OPC1,0.045006473
28,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,OPC1,0.022855788
29,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,OPC1,0.023266895
30,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,OPC1,0.0071617677
31,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,OPC1,0.008002466
32,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,OPC1,0.034050792
33,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,OPC1,-0.0027265316
34,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,OPC1,0.028730748
35,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,OPC1,-0.004447387
36,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,OPC1,0.035918236
37,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,OPC1,0.025972748
67,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,OPC1,0.021753632
68,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,OPC1,0.03025258
69,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,OPC1,0.03445896
70,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,OPC1,0.03854563
71,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,OPC1,0.035102505
72,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,OPC1,0.038998008
73,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,OPC1,0.05375852
74,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,OPC1,0.0338858
75,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,OPC1,0.030242778
76,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,OPC1,0.02970605
77,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,OPC1,0.03163167
78,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,OPC1,0.02383195
79,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,OPC1,0.015176729
80,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,OPC1,0.030561516
81,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,OPC1,0.026943156
82,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,OPC1,0.02272923
83,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,OPC1,0.018046437
84,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,OPC1,0.031601716
85,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,OPC1,0.038855042
86,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,OPC1,0.030948155
87,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,OPC1,0.030737141
88,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,OPC1,0.01985036
89,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,OPC1,0.0463818
90,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,OPC1,0.05686621
91,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,OPC1,0.030338373
92,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,OPC1,0.03226171
93,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,OPC1,-0.00483375
94,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,OPC1,0.015247588
95,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,OPC1,0.03685073
96,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,OPC1,0.05104667
97,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,OPC1,0.041745793
98,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,OPC1,0.00071956724
99,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,OPC1,-0.011177142
100,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,OPC1,0.0472212
101,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,OPC1,0.032037452
102,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,OPC1,0.010801737
103,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,OPC1,0.025384327
104,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,OPC1,0.023512743
105,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,OPC1,0.015062477
106,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,OPC1,0.03280941
107,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,OPC1,0.028872624
108,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,OPC1,0.023966707
109,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,OPC1,0.03666526
110,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,OPC1,0.009713299
111,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,OPC1,0.027185272
112,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,OPC1,0.044661336
113,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,OPC1,0.03323187
114,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,OPC1,0.029833216
115,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,OPC1,0.007807658
116,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,OPC1,0.026141677
117,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,OPC1,0.036207173
118,BRC 2613 BRC 2509,AD-CAA,Amyloid,Arteries,OPC1,0.029754149
119,BRC 2613 BRC 2509,AD-CAA,Amyloid,Arteries,OPC1,0.0026783033
120,BRC 2613 BRC 2509,AD-CAA,Amyloid,Arteries,OPC1,0.037082754
121,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,OPC1,0.004550394
122,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,OPC1,0.036034174
123,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,OPC1,0.047895767
124,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,OPC1,0.034572586
125,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,OPC1,0.06657181
126,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,OPC1,0.038771614
127,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,OPC1,0.038184527
128,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,OPC1,-0.0111104995
129,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,OPC1,0.0024847882
130,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,OPC1,0.01926937
131,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,OPC1,0.008012823
132,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,OPC1,0.040747434
133,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,OPC1,0.046596467
134,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,OPC1,0.04709776
135,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,OPC1,0.043234643
136,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,OPC1,0.063961826
137,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,OPC1,0.123509794
138,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,OPC1,0.057556413
139,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,OPC1,0.038435586
140,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,OPC1,0.029428635
141,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,OPC1,-0.016096998
142,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,OPC1,-0.111951776
143,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,OPC1,0.05142308
144,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,OPC1,0.021516105
145,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,OPC1,0.018850973
146,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,OPC1,0.017620219
147,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,OPC1,0.025877064
148,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,OPC1,0.025251301
149,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,OPC1,0.023086838
150,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,OPC1,0.020981267
151,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,OPC1,0.022105834
152,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,OPC1,0.022038722
153,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,OPC1,0.015085798
154,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,OPC1,0.01677099
155,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,OPC1,0.029497948
156,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,OPC1,0.023184197
157,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,OPC1,0.027360892
158,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,OPC1,0.02814758
159,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,OPC1,0.026907641
160,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,OPC1,0.030827282
161,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,OPC1,0.01351739
162,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,OPC1,0.037216567
163,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,OPC1,0.01605427
164,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,OPC1,0.021887442
165,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,OPC1,0.0253949
166,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,OPC1,0.012307443
167,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,OPC1,0.020890487
184,BRC 2495 BRC 2052,AD-CAA,Amyloid,Arteries,OPC1,0.024832567
185,BRC 2495 BRC 2052,AD-CAA,Amyloid,Capillaries,OPC1,0.02395786
186,BRC 2495 BRC 2052,AD-CAA,Amyloid,Parenchyma,OPC1,0.04421807
187,BRC 2495 BRC 2052,AD-CAA,Amyloid,Parenchyma,OPC1,0.040051736
188,BRC 2495 BRC 2052,AD-CAA,Amyloid,Parenchyma,OPC1,-0.3258953
189,BRC 2495 BRC 2052,AD-CAA,AmyloidFree,Parenchyma,OPC1,0.023377772
38,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,OPC1,0.03344304
39,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,OPC1,0.015207756
40,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,OPC1,0.02986961
41,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,OPC1,0.04260638
42,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,OPC1,0.035500042
43,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,OPC1,0.036963277
44,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,OPC1,0.029135691
45,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,OPC1,0.02229419
46,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,OPC1,0.020234399
47,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,OPC1,0.028525405
48,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,OPC1,0.027074024
49,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,OPC1,0.031677302
50,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,OPC1,0.022756636
51,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,OPC1,0.013804581
52,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,OPC1,0.027931606
53,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,OPC1,0.028207872
54,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,OPC1,0.02617926
55,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,OPC1,0.0251906
56,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,OPC1,0.025790447
57,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,OPC1,0.027445178
58,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,OPC1,0.023828672
