"gene","statistic","p.value","p_adj"
"PLP1",0.848668792399848,6.80294696067291e-54,1.27051837437527e-49
"LAMP2",0.801659471540981,7.06226887121464e-44,6.59474667194023e-40
"CNP",0.79515455304929,1.05234864135203e-42,6.55122107529684e-39
"QKI",0.791804117623903,4.07386646147864e-42,1.90208825086438e-38
"PTGDS",0.775828751634759,1.86737769612592e-39,6.97502917056953e-36
"S100B",0.766300568174362,5.70407261093134e-38,1.77548766802923e-34
"SCD",0.755817116963438,2.04385649621676e-36,5.45300913190632e-33
"MARCKSL1",0.741208168763969,2.23772452820975e-34,5.22396791110567e-31
"GPRC5B",0.739838251825025,3.41974984602834e-34,7.09636090271392e-31
"SEPTIN4",0.736778245788992,8.73495285783588e-34,1.63133979572943e-30
"HSPA2",0.734913199228438,1.53713729310311e-33,2.60977964418125e-30
"GPM6B",0.733970178500352,2.04188980671255e-33,3.1778611691803e-30
"CERCAM",0.730252332401685,6.18220884559597e-33,8.88145633848849e-30
"GFAP",0.717016800290429,2.76012337737132e-31,3.68200458541334e-28
"MAG",0.715797346770066,3.8742858398218e-31,4.8237441563008e-28
"BCAS1",0.714759849011709,5.16266862980386e-31,6.02612495813855e-28
"CLDND1",0.711481146146343,1.26844587290121e-30,1.39349971307665e-27
"FTH1",0.705326142581585,6.6317138869964e-30,6.88077158630804e-27
"SEPTIN7",0.701814746289808,1.67182459429855e-29,1.64331558542736e-26
"PIP4K2A",0.699081910710458,3.40158570546347e-29,3.17640073176179e-26
"EFHD1",0.696179366391546,7.17025542683153e-29,6.37674715959551e-26
"SPP1",0.691306801033999,2.45809744995557e-28,2.08670127160774e-25
"MBP",0.689221308069475,4.13414732265517e-28,3.356927625996e-25
"CRYAB",0.686862881461945,7.40351342796513e-28,5.76116736586153e-25
"APOD",0.686434235676451,8.22569258947884e-28,6.14492139204428e-25
"EDIL3",0.683619170089272,1.6352334856749e-27,1.1746007914794e-24
"CSRP1",0.680088528476514,3.8293675639531e-27,2.64878772682919e-24
"ERMN",0.679553158638306,4.35222965578976e-27,2.90293718041177e-24
"DBNDD2",0.671858529395041,2.6593224196883e-26,1.71260363827927e-23
"CD9",0.671435132333451,2.93318228820999e-26,1.82600374715366e-23
"APLP1",0.663724756918474,1.69988027140465e-25,1.02409561125011e-22
"PAQR6",0.661035660704991,3.09927571399389e-25,1.80881478857968e-22
"RPS12",0.656649477095881,8.14720763033479e-25,4.61082574861008e-22
"MOBP",0.653536983820808,1.60196840140169e-24,8.79951819546409e-22
"SUN2",0.652732179488862,1.90555684070723e-24,1.01680513020138e-21
"SHTN1",0.652053344530611,2.20503550690459e-24,1.14392342019306e-21
"CLDN11",0.643578405000284,1.32258525299169e-23,6.67583842834401e-21
"PTMA",0.638046250005467,4.13249078202409e-23,2.03101046960742e-20
"TMEM63A",0.635953758742406,6.32042566428272e-23,3.02667358220882e-20
"TSC22D4",0.635075472275803,7.5470993254895e-23,3.52374067507105e-20
"PLEKHB1",0.627158647053935,3.64017445356275e-22,1.65814385596922e-19
"SEPTIN8",0.625981183324804,4.58233331565884e-22,2.03761088102963e-19
"LAMP1",0.624308589974062,6.34391586023988e-22,2.75532494432186e-19
"NDRG2",0.62198340528459,9.93888079566977e-22,4.21860313045292e-19
"ZCCHC24",0.614479479676504,4.12675412932641e-21,1.71269466931778e-18
"TUBB4A",0.611809628784002,6.78618350736092e-21,2.75519050398853e-18
"MAL",0.604456166594497,2.6070360611375e-20,1.03593628676179e-17
"LPAR1",0.604073009749505,2.79377049296655e-20,1.08700953597174e-17
"ANLN",0.601224702244267,4.6587306452717e-20,1.77564190879784e-17
"NCAM1",0.599707821036011,6.10428709979359e-20,2.2800733175149e-17
"PCSK6",0.59766081871345,8.77076123942074e-20,3.21181837073376e-17
"OPALIN",0.59687351012785,1.0075766428746e-19,3.61875026583192e-17
"H3-3A",0.591943208807359,2.38118177952429e-19,8.39074545554635e-17
"DPYSL2",0.590078162246804,3.28420519375105e-19,1.13584844812027e-16
"TPPP3",0.589607526670078,3.56061586191909e-19,1.20905566976729e-16
"CA2",0.585048135172136,7.73714953011013e-19,2.58033936829173e-16
"MYRF",0.58261272728068,1.16537367918746e-18,3.81833663728158e-16
"S100A1",0.579832653186194,1.85232203422256e-18,5.96447695019665e-16
"UGT8",0.579500234005607,1.95727831999555e-18,6.19561523800626e-16
"ITM2B",0.577815393632423,2.58555310568425e-18,8.04796496695983e-16
"CBR1",0.576016830907985,3.47416016829947e-18,1.05917319920202e-15
"TUBA1C",0.575943348773329,3.51621002091055e-18,1.05917319920202e-15
"MOG",0.575488459368316,3.78783249493851e-18,1.12288189961066e-15
"DDR1",0.574347736706513,4.56256876050236e-18,1.3314145964241e-15
"PLEKHH1",0.573119535312977,5.57026520590537e-18,1.60046573823829e-15
"HTRA1",0.568964295555643,1.08747555760031e-17,3.07722628996111e-15
"SLC6A8",0.567478906690811,1.37813762013056e-17,3.8415071930684e-15
"GNAI1",0.567323194548325,1.41268973041878e-17,3.87991079489723e-15
"MID1IP1",0.565127478381818,2.00028627295164e-17,5.41410817878912e-15
"BIN1",0.563806549532645,2.46276066941178e-17,6.57064546599064e-15
"FAU",0.562088467241402,3.22337589696249e-17,8.47884059882695e-15
"SLC31A2",0.561129700341604,3.74323210703918e-17,9.70952817098107e-15
"FA2H",0.559738788507044,4.64600441369534e-17,1.18861340315307e-14
"PHLDB1",0.557063688890638,7.01968972338082e-17,1.75930498754192e-14
"SEMA4D",0.557021699099406,7.06510355888006e-17,1.75930498754192e-14
"TP53INP2",0.555935213251278,8.34540811081491e-17,2.05077423523131e-14
"PRDX1",0.555177647434467,9.36967114162662e-17,2.27257114598726e-14
"RPS9",0.554925708687075,9.73680173210589e-17,2.33133986088218e-14
"NDRG1",0.554351848206905,1.06263578921867e-16,2.51212481005669e-14
"SELENOP",0.552499048668792,1.40758351115972e-16,3.28600370680238e-14
"AGAP1",0.551743232426616,1.57783566058273e-16,3.63798256753619e-14
"HEPACAM",0.551620762202189,1.60725585064156e-16,3.66062320324168e-14
"HAPLN2",0.549442541782029,2.22965506703627e-16,4.96116363437932e-14
"TTYH2",0.549437293058125,2.23140793150494e-16,4.96116363437932e-14
"HIPK2",0.547827684394232,2.83765941068282e-16,6.2106921821542e-14
"HMGB1",0.547775197155192,2.85992465016739e-16,6.2106921821542e-14
"FEZ1",0.547236328167714,3.09862258849126e-16,6.65170982329457e-14
"SLC12A2",0.54631255276061,3.55389739940487e-16,7.54233952628243e-14
"CNDP1",0.545276804576887,4.14228879390501e-16,8.69229050729999e-14
"MTURN",0.543362769926562,5.49028611052798e-16,1.13929537111356e-13
"MAP4K4",0.542458239840439,6.26825926661755e-16,1.28643967102582e-13
"SCD5",0.541098820349303,7.64394672686279e-16,1.55172118555315e-13
"TMEM144",0.537218263809611,1.34020988701676e-15,2.69137202687366e-13
"TMSB4X",0.536826359091446,1.41783766916831e-15,2.81697194780716e-13
"HHATL",0.533309714075765,2.34230379968993e-15,4.60472271189569e-13
"H3-3B",0.530128987389941,3.67000573115047e-15,7.1396903161423e-13
"HNRNPA2B1",0.528853547481269,4.38830475750213e-15,8.44907006712472e-13
"DDX17",0.528594610435338,4.55006169532913e-15,8.67111757367008e-13
"RPL30",0.527866787387316,5.03654772317095e-15,9.501269219994e-13
"DLG1",0.527357661168628,5.40667122739343e-15,1.009749918428e-12
"TF",0.526164451267785,6.38124426628413e-15,1.17996156353587e-12
"RPL28",0.525343900764127,7.14888048735318e-15,1.30894599982165e-12
"ENPP2",0.519197645072542,1.65791755730876e-14,3.00614255342703e-12
"RNASE1",0.517239871056349,2.15969535478346e-14,3.87831446595537e-12
"SGK1",0.517024673376285,2.22315453609114e-14,3.95425086819411e-12
"CDK2AP1",0.515597020474397,2.69267763728599e-14,4.74419316546729e-12
"RPS6",0.515359078324082,2.77981388345362e-14,4.85194430723175e-12
"RTN4",0.515023159994226,2.90752874582788e-14,5.02787100528533e-12
"ADD3",0.510570492548999,5.24923840048145e-14,8.99401618049463e-12
"SECISBP2L",0.510239822943047,5.482791077221e-14,9.30878237801631e-12
"RPL21",0.509735945448263,5.85828775562569e-14,9.85670109225815e-12
"GABARAP",0.509594229902855,5.96833865481755e-14,9.95220470690826e-12
"RPS14",0.508502495330823,6.88645042788902e-14,1.13815352381642e-11
"APP",0.507799166327687,7.54939382271894e-14,1.23219646116551e-11
"SIRT2",0.507760675685724,7.58741663279254e-14,1.23219646116551e-11
"ATP8A1",0.507592716520796,7.75553085618503e-14,1.24864046784579e-11
"RPL18",0.506884138793756,8.50563095659384e-14,1.35770225423373e-11
"RPS20",0.506032095946673,9.50160544628563e-14,1.50383036707483e-11
"RPL19",0.505341013965979,1.03921301970378e-13,1.63095313915864e-11
"RALGDS",0.505040087128817,1.08048623565323e-13,1.68159674475497e-11
"FMNL2",0.503698163384027,1.28482859697905e-13,1.98309577497361e-11
"STMN1",0.502573186893936,1.48476074594579e-13,2.27290095830193e-11
"RPS8",0.501248758895493,1.75917654749966e-13,2.67108790252875e-11
"RPL37A",0.500340729660101,1.97525302684309e-13,2.974985929784e-11
"EIF4H",0.498489679696624,2.4987844334495e-13,3.72184925704467e-11
"RPS13",0.498451189054661,2.51099275212909e-13,3.72184925704467e-11
"DNAJB2",0.497987551776474,2.66269157310045e-13,3.91562423773417e-11
"YWHAE",0.497446933214362,2.85087162956127e-13,4.15959988700674e-11
"B2M",0.49714250722793,2.96247482304977e-13,4.28892866630058e-11
"WNK1",0.49680134017417,3.09260749311364e-13,4.44288750318388e-11
"MAN2A1",0.495816329654853,3.50036021575266e-13,4.99028453354173e-11
"ANK3",0.495216225555162,3.77396568149326e-13,5.33958962633091e-11
"EIF1",0.493053751306714,4.94369411580786e-13,6.94198731630283e-11
"GNAI2",0.489195939237273,7.96516624540649e-13,1.11013018506874e-10
"PKP4",0.489080467311385,8.07895396697702e-13,1.11764847620195e-10
"RPS25",0.488431375121923,8.74863857384776e-13,1.20139392650868e-10
"PTP4A2",0.488245920210649,8.949702962369e-13,1.21509254489772e-10
"ADD1",0.488219676591129,8.97851634160874e-13,1.21509254489772e-10
"ITPKB",0.487876759962734,9.36341220275318e-13,1.25806536905481e-10
"PPIB",0.487087701802499,1.03110704379172e-12,1.37549679641815e-10
"STMN4",0.485248898861464,1.28961661244893e-12,1.70814750738271e-10
"ERBIN",0.484856994143299,1.35236166303273e-12,1.77864129709854e-10
"DYNC1LI2",0.484627799866158,1.39042276196329e-12,1.80903888113224e-10
"NFIX",0.484601556246637,1.39484685630243e-12,1.80903888113224e-10
"RPS3",0.483840491280557,1.52927498091799e-12,1.96970617542238e-10
"PLLP",0.483417094218968,1.60943337061135e-12,2.04690472678533e-10
"HNRNPDL",0.483408346345795,1.61113190639025e-12,2.04690472678533e-10
"GJA1",0.481894964286808,1.93279790923821e-12,2.43898201033329e-10
"ABCA2",0.481406832963736,2.04928594949948e-12,2.5595315479757e-10
"RASSF2",0.481380589344216,2.05573855320388e-12,2.5595315479757e-10
"RPS29",0.476026890962135,3.88219419958141e-12,4.80158005770745e-10
"ATP5ME",0.475544008362967,4.10909712813943e-12,5.04878276086394e-10
"PFN1",0.470979368141121,6.99912169377316e-12,8.54350305574559e-10
"RPL38",0.469359262029419,8.43951296745517e-12,1.02348275441684e-09
"TTYH1",0.46525475993649,1.34996588740531e-11,1.61615146879369e-09
"SF3B1",0.465085051196928,1.37625692295541e-11,1.63713212058059e-09
"MARCKS",0.463958325132202,1.5638581320259e-11,1.84851990339973e-09
"SELENOW",0.462896333328959,1.7632806034297e-11,2.07113387104737e-09
"RPL27A",0.46200055111601,1.95051105714861e-11,2.27673403145671e-09
"TALDO1",0.461200995507967,2.13383130779582e-11,2.47524431704315e-09
"RPS18",0.459353444693759,2.62373134908367e-11,3.02474115280782e-09
"RAB7A",0.458025517546047,3.04160328390543e-11,3.48496827792747e-09
"MYLK",0.45566884051315,3.94757606252018e-11,4.49542259412359e-09
"RPL39",0.454545613597694,4.46676238121593e-11,5.05583358979325e-09
"RAB21",0.454221942290281,4.62828450745832e-11,5.20709888321033e-09
"OLIG1",0.453852782042366,4.81942951062285e-11,5.38968057128098e-09
"RPS17",0.452617582350291,5.51633007105882e-11,6.13232026232706e-09
"SERBP1",0.451987735481811,5.90838448701314e-11,6.52928927097381e-09
"SPAG9",0.451718300988072,6.08423311573538e-11,6.68406692173377e-09
