"gene","statistic","p.value","p_adj"
"SLC25A47",0.463993316624896,1.55767505519043e-11,6.46469762905253e-09
"PRSS22",0.461825593652543,1.98926907008765e-11,7.90459343679937e-09
"DEUP1",0.45128265690404,6.37935393675819e-11,2.12751453790886e-08
"POTEG",0.448285635554856,8.82081506101241e-11,2.79216173016047e-08
"BRWD3",0.446007689380519,1.12606322655774e-10,3.50505946986538e-08
"OR5H15",0.442219860296465,1.68338804385698e-10,5.15392706673328e-08
"SPATA46",0.436831170421691,2.9575371447953e-10,8.36893389639349e-08
"NEU2",0.436584480398203,3.03411550660612e-10,8.4574837613994e-08
"KCTD4",0.432352259356944,4.68936843874039e-10,1.25112349945594e-07
"GIPC2",0.425667134677881,9.21553384350635e-10,2.0988940251381e-07
"ZNF720",0.425056533130383,9.79493889126113e-10,2.17774141349039e-07
"VWA1",0.423772345348537,1.11307310104196e-09,2.38939692357008e-07
"SERTAD4",0.419702834748302,1.66317202932476e-09,3.37623921952926e-07
"FCF1",0.41892602361051,1.79459729520643e-09,3.56552117928461e-07
"IL12A",0.418131716726371,1.93934012209864e-09,3.77282459586606e-07
"TTLL10",0.416882520437219,2.1900600423637e-09,4.05792575193001e-07
"CTSE",0.416861525541603,2.19453041842435e-09,4.05792575193001e-07
"LEUTX",0.415206427937208,2.57610534410694e-09,4.53880598174917e-07
"HOXA13",0.414936993443469,2.64400157026187e-09,4.61489470338418e-07
"DNAH12",0.414489102336994,2.76071047537337e-09,4.77398415167342e-07
"ROPN1B",0.414186425925197,2.84238135514046e-09,4.87012056776176e-07
"SOX14",0.412001207206498,3.50527025444144e-09,5.79331214796003e-07
"IFNA6",0.411511326308791,3.67317062193129e-09,6.01755566098148e-07
"MAP3K21",0.411325871397516,3.7387376278546e-09,6.01936758084591e-07
"TMSB15B",0.41075376049198,3.9482038354552e-09,6.19635754882028e-07
"OR1J1",0.410353107900642,4.10159260527409e-09,6.38344529134158e-07
"TWNK",0.40923163055982,4.56216036513208e-09,7.04156256026502e-07
"AP4B1",0.408167889181943,5.04489200378173e-09,7.66003276931932e-07
"STK32B",0.407179379513356,5.53741429726921e-09,8.23745244400494e-07
"DAPP1",0.407018418646966,5.62188484826455e-09,8.26726940363691e-07
"TP53I3",0.40576747278318,6.32210795598828e-09,9.01310596839978e-07
"DPPA5",0.405246099542049,6.63815712737273e-09,9.39198655384948e-07
"POLR1F",0.404033644320225,7.43317160374202e-09,1.04377378098862e-06
"GFRA4",0.402403040760715,8.64837159675562e-09,1.17041295609426e-06
"GAB4",0.400356038438155,1.04469048514183e-08,1.33634517126772e-06
"GNLY",0.399663206882827,1.11335590324139e-08,1.39550569455948e-06
"PLA2G3",0.399463755374475,1.13391652918322e-08,1.41180167326839e-06
"CHST8",0.39906835150704,1.17576441366621e-08,1.44904829426383e-06
"SPINK14",0.397985364808181,1.29814671326108e-08,1.57429792317298e-06
"STC2",0.397728177336885,1.32896517456075e-08,1.60127442581268e-06
"SLC13A4",0.396662686384373,1.46432082612495e-08,1.75305485568651e-06
"ANKRD66",0.395808893962655,1.58227703559072e-08,1.88220419851543e-06
"DACT2",0.395721415230922,1.59486715952058e-08,1.88517335893711e-06
"PPP1R16B",0.394893866428724,1.71884372915801e-08,1.99827530293327e-06
"APOBEC3D",0.393413726287796,1.96410394427093e-08,2.22312759170933e-06
"PRB3",0.393023571144266,2.03416689902569e-08,2.28856030157854e-06
"KIF2B",0.392790877717855,2.07709259901543e-08,2.32286116043187e-06
"GPAM",0.392694651112948,2.09509761364198e-08,2.32905018049867e-06
"ZSCAN5C",0.391114785217844,2.41309912984578e-08,2.62017670633719e-06
"SGO2",0.39103080563538,2.43124312389698e-08,2.62461829953179e-06
"RIPPLY3",0.389813101689652,2.70955644273437e-08,2.89928780001131e-06
"IMMP2L",0.389783358920862,2.71672395053533e-08,2.89928780001131e-06
"SLC35D3",0.389150012903113,2.87375344918145e-08,3.03221578626626e-06
"SYNE3",0.387141501222515,3.4316385231749e-08,3.52138906916563e-06
"AASDH",0.386506405630131,3.62876119542326e-08,3.69566751461922e-06
"KRTAP10-6",0.386467914988169,3.6410517385411e-08,3.69566751461922e-06
"PSG5",0.384947534630643,4.15987664297085e-08,4.17687398839374e-06
"CARD17",0.384814566958408,4.20848898422798e-08,4.2030877149434e-06
"MED18",0.384574875233459,4.29750262266785e-08,4.26915739260344e-06
"MAK16",0.384259951799219,4.41721052930036e-08,4.30059207914657e-06
"C12orf54",0.384249454351411,4.42125551079536e-08,4.30059207914657e-06
"COLEC11",0.384062249865501,4.49399203011799e-08,4.32627810074657e-06
"LHX9",0.383556622796083,4.6962458069888e-08,4.49779931750373e-06
"SLFN13",0.383470893638984,4.7313945605544e-08,4.50834310269969e-06
"MOGAT3",0.383241699361843,4.82661022064542e-08,4.55261477175625e-06
"SLC35G6",0.382674837180211,5.07008485072121e-08,4.7214359525004e-06
"C22orf15",0.382667838881672,5.07316325948464e-08,4.7214359525004e-06
"C16orf95",0.382545368657245,5.12732719566068e-08,4.7214359525004e-06
"MOB3A",0.382534871209437,5.13199560054391e-08,4.7214359525004e-06
"IL1RL2",0.382230445223005,5.26917089852459e-08,4.82387429906104e-06
"DTD2",0.38196975860244,5.38943257923608e-08,4.90990452925917e-06
"PLBD1",0.381908523490226,5.41806230594887e-08,4.91202580708258e-06
"TTC24",0.381752811347741,5.49152369790564e-08,4.93075464336951e-06
"CPSF4L",0.381591850481352,5.56846735512486e-08,4.97591848441684e-06
"MUC17",0.380547354424456,6.09353410378482e-08,5.34285647522466e-06
"HLA-DOB",0.379964746071111,6.40675462759089e-08,5.59124062733119e-06
"OR10X1",0.37947311559877,6.6830475307199e-08,5.73739421854353e-06
"GPR174",0.379448621553885,6.69710826538064e-08,5.73739421854353e-06
"C4orf46",0.379018226193757,6.94886319094369e-08,5.89895313427565e-06
"LALBA",0.378935996185927,6.99798636447738e-08,5.91377345443347e-06
"PYROXD2",0.378650815520477,7.17094799870345e-08,5.93786237474361e-06
"UGT2B7",0.378587830833629,7.20969808673115e-08,5.93786237474361e-06
"SYCN",0.378411123795527,7.31949057809876e-08,5.99556166827072e-06
"KLHDC8B",0.377825016292914,7.69527152259282e-08,6.24856047634537e-06
"S1PR4",0.377648309254812,7.81215654763749e-08,6.31601020275662e-06
"PERCC1",0.37755383222454,7.8753472862547e-08,6.33965456543504e-06
"REG3G",0.37716017793174,8.14396700378092e-08,6.5277565563353e-06
"FAM3B",0.376388615517852,8.69621172793425e-08,6.94061753123505e-06
"PRM3",0.375659042895196,9.25136047128362e-08,7.21298472512419e-06
"SLC38A8",0.375520826499057,9.36029849287868e-08,7.25364874078847e-06
"ALG9",0.375461340961479,9.40756141694962e-08,7.26014946375831e-06
"OTOP1",0.375223398811164,9.59891490467387e-08,7.37733887899956e-06
"CCR2",0.374437839800199,1.02575604943643e-07,7.81919182827539e-06
"SAA4",0.374241887441116,1.04284954129216e-07,7.88512470978638e-06
"FCRL1",0.373862229745393,1.07674959901811e-07,8.06392020623461e-06
"C1QTNF9",0.373851732297585,1.07770179535857e-07,8.06392020623461e-06
"GHSR",0.373832486976604,1.07944958854072e-07,8.06392020623461e-06
"GOLGA6L6",0.373419587362822,1.11760980297043e-07,8.28273042868082e-06
"NLRC4",0.3733023658623,1.12867729663138e-07,8.3316905896789e-06
"C19orf54",0.373151902443718,1.14303758974416e-07,8.37151765727919e-06
"OR2AP1",0.372765246449457,1.18074911144112e-07,8.61393375206028e-06
"USP9Y",0.371823975296006,1.27761129398543e-07,9.25855325774439e-06
"ITPKC",0.371771488056966,1.28323116700318e-07,9.25855325774439e-06
"PLA2G2D",0.371596530593499,1.30213591432035e-07,9.35334243686416e-06
"KRTAP13-1",0.371460063771995,1.31706685480631e-07,9.42434504994734e-06
"HOXC8",0.371381332913435,1.32575544491631e-07,9.45030866002179e-06
"TMPRSS2",0.371141641188486,1.35254729557765e-07,9.58642195716243e-06
"ODF3L1",0.371118896718235,1.35511640431082e-07,9.58642195716243e-06
"TSSK1B",0.37101567181479,1.36683517070479e-07,9.6328353388991e-06
"DYRK4",0.370625516671259,1.41201262208055e-07,9.91381493608134e-06
"NOC4L",0.370415567715099,1.43691274087606e-07,1.00133516226125e-05
"ZP1",0.370363080476059,1.44320328424876e-07,1.0019800942985e-05
"PITX3",0.370105893004763,1.47441078669211e-07,1.01985540193563e-05
"GLIS2",0.369964177459355,1.49188234773599e-07,1.02813264672758e-05
"CTRB1",0.368993163537115,1.6170494757366e-07,1.09420347858177e-05
"TRDC",0.368783214580955,1.64540700745968e-07,1.10937260907282e-05
"ADH4",0.368375563691078,1.70183591223707e-07,1.1432909171561e-05
"WFDC1",0.368288084959344,1.71418469901342e-07,1.14745926303852e-05
"SULT1E1",0.368167364309552,1.73136722255086e-07,1.15146078227568e-05
"APBA3",0.368109628346608,1.73964322300554e-07,1.15146078227568e-05
"FAS",0.368085134301723,1.74316570313124e-07,1.15146078227568e-05
"HBE1",0.368048393234395,1.74846225121146e-07,1.15146078227568e-05
"TMEM238",0.367577757657669,1.81768843206692e-07,1.18799086063864e-05
"OR2T1",0.367567260209861,1.81926208043827e-07,1.18799086063864e-05
"ACP2",0.367282079544411,1.86251613742068e-07,1.21199830600936e-05
"CHRNA9",0.367105372506309,1.88981070116077e-07,1.22283464132472e-05
"LRRC71",0.367068631438981,1.8955337716246e-07,1.22283464132472e-05
"PJVK",0.366657481399835,1.96072173718191e-07,1.24893218308187e-05
"HR",0.366624239481776,1.96608514578105e-07,1.24893218308187e-05
"TECTA",0.366171099651397,2.04061433459344e-07,1.29188180721583e-05
"HAS3",0.365975147292315,2.07367529539644e-07,1.29959596700752e-05
"SCAMP3",0.365794941104944,2.10453233159048e-07,1.3101415274928e-05
"GRAMD2A",0.365717959821018,2.11784772344903e-07,1.31401050273298e-05
"CLCA1",0.365668971731248,2.12636316139885e-07,1.31401050273298e-05
"B3GNT6",0.365637479387824,2.13185469226866e-07,1.31401050273298e-05
"OR8G1",0.365513259588762,2.15364859436631e-07,1.32307701146004e-05
"NOTUM",0.365441527028741,2.16633090709987e-07,1.32650478757368e-05
"MEOX1",0.364951646131034,2.25487528941194e-07,1.37172804251001e-05
"AKR1C4",0.364813429734896,2.28047828848856e-07,1.37832402963794e-05
"CALHM1",0.364725951003162,2.29682644465452e-07,1.3837267961409e-05
"KLF11",0.364460015658693,2.34721745156868e-07,1.40953804262047e-05
"GP9",0.36426756244888,2.3843436339363e-07,1.42268376061963e-05
"OR52H1",0.364183582866416,2.40071991899971e-07,1.42789315946619e-05
"KRT23",0.364055863918085,2.4258323004129e-07,1.43778971752051e-05
"CCDC173",0.364020872425392,2.43275621512358e-07,1.43778971752051e-05
"IL6R",0.363887904753157,2.45924020610423e-07,1.44885710060576e-05
"BSND",0.363796926872154,2.47751977940767e-07,1.45254198635373e-05
"TMEM185B",0.363779431125807,2.48104997669116e-07,1.45254198635373e-05
"AEN",0.363690202819439,2.4991290880503e-07,1.45855421401335e-05
"ADRA2B",0.363639465155034,2.50946559522231e-07,1.45922313070231e-05
"LRRD1",0.36360797281161,2.51590194948675e-07,1.45922313070231e-05
"NUSAP1",0.36345051109449,2.54832171082724e-07,1.4689029713398e-05
"PAX8",0.362801418905029,2.68623893299774e-07,1.52768487701141e-05
"ABHD16B",0.362778674434778,2.6911989962345e-07,1.52768487701141e-05
"PPM1D",0.362740183792815,2.69961294475231e-07,1.52781731382407e-05
"CRB3",0.362692945277679,2.70997360213148e-07,1.52904734119056e-05
"HTR6",0.36237452269417,2.78081247839508e-07,1.55687748074461e-05
"PTTG2",0.362355277373189,2.78515031509849e-07,1.55687748074461e-05
"XRCC2",0.362309788432687,2.79542916717539e-07,1.55687748074461e-05
"DHRS9",0.362285294387802,2.80097897585236e-07,1.55687748074461e-05
"TMEM31",0.362105088200431,2.84213541790635e-07,1.57506590696792e-05
"FFAR2",0.36187589392329,2.8953174336028e-07,1.590380834999e-05
"UTP4",0.361821657109615,2.90804125771105e-07,1.59268558736104e-05
"FNDC8",0.361748174974959,2.92536545327447e-07,1.59748904109222e-05
"TRIM49",0.361559220914415,2.97036850253173e-07,1.61733533974585e-05
"PLA2G2C",0.361436750689988,2.99989052370569e-07,1.62866149478859e-05
"ZNF71",0.361305532592388,3.03183306002813e-07,1.64123229649523e-05
"LPAR6",0.361127075979652,3.07579806652205e-07,1.65800668016755e-05
"KCNJ14",0.361107830658671,3.08057570153213e-07,1.65800668016755e-05
"OR2D3",0.360470985491652,3.24274218013647e-07,1.74027163667324e-05
"GPR137B",0.360124569713988,3.33435437272789e-07,1.7792114932876e-05
"TIRAP",0.359839389048538,3.41162740637598e-07,1.8041569336181e-05
