"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"L13a-mediated Translational Silencing Of Ceruloplasmin Expression R-HSA-156827",4.36590675237466e-48,4.84615649513588e-45,1.80882719736365,-0.755991130640817,-5.26471174874938,107,"EIF4H;RPL18;RPS15;RPL15;EIF3K;EIF3C;RPL38;PABPC1;RPS14;FAU;RPL23;RPS21;RPLP1;RPL31;RPLP2;RPL28;RPS17;EIF4A2;RPS9;RPL9;RPL41;RPS12;RPS5;RPL29;RPS29;RPS20;RPL27;UBA52;RPS19;RPL35A;RPS8;RPL26;RPL14;RPS25;RPS3;RPL19;RPS6;RPL18A;RPL37A;EIF1AX;RSL24D1;RPL4;RPS7;RPL27A;RPL22;RPL35;RPS11;RPS23;EIF3A;RPL36;RPL7A;RPS2;EIF4B;RPLP0;RPS27A;RPS27;RPL5;RPL30;EIF3G;RPS4Y1;RPL39;EIF3L;RPL37;RPL6;RPL8;RPS4X;EIF4E;RPL34;RPS13;RPS16;RPL11;EIF4A1;RPL36A;RPL32;RPS3A;RPS24;RPL21;RPL10A;RPS10;EIF3J"
"Cap-dependent Translation Initiation R-HSA-72737",8.77061780603187e-47,4.86769288234769e-44,1.77997642918922,-0.724853411728133,-5.01018789444363,115,"EIF4H;RPL18;RPS15;RPL15;EIF3K;EIF3C;RPL38;PABPC1;RPS14;FAU;RPL23;RPS21;RPLP1;RPL31;RPLP2;RPL28;RPS17;EIF4A2;RPS9;RPL9;RPL41;RPS12;RPS5;RPL29;RPS29;RPS20;RPL27;UBA52;RPS19;RPL35A;RPS8;RPL26;RPL14;RPS25;RPS3;RPL19;RPS6;RPL18A;RPL37A;EIF1AX;RSL24D1;RPL4;RPS7;RPL27A;RPL22;RPL35;RPS11;RPS23;EIF3A;RPL36;RPL7A;RPS2;EIF4B;RPLP0;RPS27A;RPS27;RPL5;RPL30;EIF3G;RPS4Y1;RPL39;EIF3L;RPL37;RPL6;RPL8;RPS4X;EIF4E;RPL34;RPS13;RPS16;RPL11;EIF4A1;RPL36A;RPL32;RPS3A;RPS24;RPL21;RPL10A;RPS10;EIF3J"
"GTP Hydrolysis And Joining Of 60S Ribosomal Subunit R-HSA-72706",3.72002776354827e-46,1.37641027251286e-43,1.76830432671752,-0.749150691098997,-5.27828468112219,108,"EIF4H;RPL18;RPS15;RPL15;EIF3K;EIF3C;RPL38;RPS14;FAU;RPL23;RPS21;RPLP1;RPL31;RPLP2;RPL28;RPS17;EIF4A2;RPS9;RPL9;RPL41;RPS12;RPS5;RPL29;RPS29;RPS20;RPL27;UBA52;RPS19;RPL35A;RPS8;RPL26;RPL14;RPS25;RPS3;RPL19;RPS6;RPL18A;RPL37A;EIF1AX;RSL24D1;RPL4;RPS7;RPL27A;RPL22;RPL35;RPS11;RPS23;EIF3A;RPL36;RPL7A;RPS2;EIF4B;RPLP0;RPS27A;RPS27;RPL5;RPL30;EIF3G;RPS4Y1;RPL39;EIF3L;RPL37;RPL6;RPL8;RPS4X;EIF4E;RPL34;RPS13;RPS16;RPL11;EIF4A1;RPL36A;RPL32;RPS3A;RPS24;RPL21;RPL10A;RPS10;EIF3J"
"Formation Of A Pool Of Free 40S Subunits R-HSA-72689",4.99922400694444e-45,1.10982772954167e-42,1.75065026404932,-0.769391561232559,-5.29503622802497,97,"RPL18;RPS15;RPL15;EIF3K;EIF3C;RPL38;RPS14;FAU;RPL23;RPS21;RPLP1;RPL31;RPLP2;RPL28;RPS17;RPS9;RPL9;RPL41;RPS12;RPS5;RPL29;RPS29;RPS20;RPL27;UBA52;RPS19;RPL35A;RPS8;RPL26;RPL14;RPS25;RPS3;RPL19;RPS6;RPL18A;RPL37A;EIF1AX;RSL24D1;RPL4;RPS7;RPL27A;RPL22;RPL35;RPS11;RPS23;EIF3A;RPL36;RPL7A;RPS2;RPLP0;RPS27A;RPS27;RPL5;RPL30;EIF3G;RPS4Y1;RPL39;EIF3L;RPL37;RPL6;RPL8;RPS4X;RPL34;RPS13;RPS16;RPL11;RPL36A;RPL32;RPS3A;RPS24;RPL21;RPL10A;RPS10;EIF3J"
"SRP-dependent Cotranslational Protein Targeting To Membrane R-HSA-1799339",4.13685507973956e-45,1.10982772954167e-42,1.75065026404932,-0.749988739915618,-5.20812036505929,106,"RPL18;SPCS1;SRP14;RPS15;RPL15;RPL38;RPS14;FAU;RPL23;RPS21;RPLP1;RPL31;RPLP2;RPL28;RPS17;RPS9;RPL9;RPL41;RPS12;RPS5;RPL29;RPS29;RPS20;RPL27;UBA52;RPS19;RPL35A;RPS8;RPL26;RPL14;RPS25;RPS3;RPL19;RPS6;RPL18A;SSR4;RPL37A;RSL24D1;RPL4;RPS7;RPL27A;DDOST;SEC61G;RPL22;RPL35;RPS11;RPS23;RPL36;RPL7A;RPS2;RPLP0;RPS27A;RPS27;RPL5;RPL30;SPCS3;RPS4Y1;RPL39;RPL37;RPL6;RPL8;RPS4X;RPL34;RPS13;RPS16;RPL11;RPN1;RPL36A;SSR1;RPL32;RPS3A;RPS24;RPN2;RPL21;RPL10A;RPS10"
"Eukaryotic Translation Elongation R-HSA-156842",2.09829927590985e-42,3.88185366043322e-40,1.69658622309628,-0.785732458540586,-5.03786973866638,87,"RPL18;RPS15;RPL15;RPL38;RPS14;FAU;RPL23;RPS21;RPLP1;RPL31;EEF1A2;RPLP2;RPL28;RPS17;RPS9;RPL9;RPL41;RPS12;RPS5;RPL29;RPS29;RPS20;RPL27;UBA52;RPS19;RPL35A;RPS8;RPL26;EEF1B2;RPL14;RPS25;RPS3;RPL19;RPS6;RPL18A;EEF1D;RPL37A;RSL24D1;RPL4;RPS7;RPL27A;RPL22;RPL35;RPS11;RPS23;RPL36;RPL7A;RPS2;RPLP0;RPS27A;RPS27;RPL5;RPL30;RPS4Y1;RPL39;RPL37;RPL6;RPL8;RPS4X;RPL34;RPS13;RPS16;RPL11;EEF1G;RPL36A;RPL32;RPS3A;RPS24;RPL21;RPL10A;RPS10"
"Nonsense Mediated Decay (NMD) Enhanced By Exon Junction Complex (EJC) R-HSA-975957",1.93485958134762e-41,3.06813447899409e-39,1.67817787124255,-0.705621569498097,-5.00261002823397,111,"RPL18;RPS15;RPL15;RPL38;PABPC1;RPS14;FAU;RPL23;RPS21;RPLP1;RPL31;RPLP2;RPL28;RPS17;PPP2CA;RPS9;RPL9;RPL41;RPS12;RPS5;RPL29;RPS29;RPS20;RPL27;UBA52;RPS19;RPL35A;RPS8;RPL26;RPL14;RPS25;RPS3;RPL19;RPS6;RPL18A;RPL37A;RSL24D1;RPL4;RPS7;RPL27A;RPL22;RPL35;PPP2R1A;RPS11;RPS23;RBM8A;RPL36;RPL7A;RPS2;RPLP0;RPS27A;RPS27;RPL5;RPL30;RPS4Y1;RPL39;RPL37;RPL6;RPL8;RPS4X;RPL34;RPS13;RPS16;RPL11;RPL36A;RPL32;RPS3A;RNPS1;RPS24;RPL21;RPL10A;RPS10"
"Nonsense Mediated Decay (NMD) Independent Of Exon Junction Complex (EJC) R-HSA-975956",6.01337124834579e-40,8.34355260707979e-38,1.64704014100292,-0.754889562005072,-4.95970642934509,91,"RPL18;RPS15;RPL15;RPL38;PABPC1;RPS14;FAU;RPL23;RPS21;RPLP1;RPL31;RPLP2;RPL28;RPS17;RPS9;RPL9;RPL41;RPS12;RPS5;RPL29;RPS29;RPS20;RPL27;UBA52;RPS19;RPL35A;RPS8;RPL26;RPL14;RPS25;RPS3;RPL19;RPS6;RPL18A;RPL37A;RSL24D1;RPL4;RPS7;RPL27A;RPL22;RPL35;RPS11;RPS23;RPL36;RPL7A;RPS2;RPLP0;RPS27A;RPS27;RPL5;RPL30;RPS4Y1;RPL39;RPL37;RPL6;RPL8;RPS4X;RPL34;RPS13;RPS16;RPL11;RPL36A;RPL32;RPS3A;RPS24;RPL21;RPL10A;RPS10"
"Peptide Chain Elongation R-HSA-156902",1.13270720768578e-39,1.3970055561458e-37,1.6407416852705,-0.779792827644161,-5.10517639850011,83,"RPL18;RPS15;RPL15;RPL38;RPS14;FAU;RPL23;RPS21;RPLP1;RPL31;RPLP2;RPL28;RPS17;RPS9;RPL9;RPL41;RPS12;RPS5;RPL29;RPS29;RPS20;RPL27;UBA52;RPS19;RPL35A;RPS8;RPL26;RPL14;RPS25;RPS3;RPL19;RPS6;RPL18A;RPL37A;RSL24D1;RPL4;RPS7;RPL27A;RPL22;RPL35;RPS11;RPS23;RPL36;RPL7A;RPS2;RPLP0;RPS27A;RPS27;RPL5;RPL30;RPS4Y1;RPL39;RPL37;RPL6;RPL8;RPS4X;RPL34;RPS13;RPS16;RPL11;RPL36A;RPL32;RPS3A;RPS24;RPL21;RPL10A;RPS10"
"Cellular Response To Starvation R-HSA-9711097",7.91731705274552e-39,8.78822192854753e-37,1.62169955075295,-0.595379935942641,-4.4422824739126,151,"ATP6V0C;RPL18;RPS15;RPL15;ATP6V0E2;ATP6V1B2;ATP6V1F;RPL38;RPS14;FAU;RPL23;ATP6V1A;RPS21;RPLP1;RPL31;RPLP2;RPL28;RPS17;ATP6V1E1;RPS9;RPL9;RPL41;ATP6V0D1;RPS12;RPS5;RPL29;RPS29;ATP6V1H;RPS20;RPL27;RRAGA;UBA52;RPS19;RPL35A;RPS8;RPL26;RPL14;RPS25;RPS3;RPL19;RPS6;RPL18A;RPL37A;RSL24D1;RPL4;RPS7;RPL27A;RPL22;RPL35;RPS11;RPS23;RPL36;RPL7A;RPS2;RPLP0;ATP6V1G1;RPS27A;RPS27;RPL5;RPL30;RPS4Y1;RPL39;FNIP2;ATP6V1G2;RPL37;RPL6;RPL8;RPS4X;RPL34;LAMTOR1;RPS13;RPS16;RPL11;ATP6V1D;RPL36A;RPL32;ASNS;RPS3A;ATF4;ATP6V1C1;RPS24;RHEB;RPL21;RPL10A;RPS10;ATP6V0B;LAMTOR5"
"Regulation Of Expression Of SLITs And ROBOs R-HSA-9010553",1.51219833613216e-38,1.52594559373336e-36,1.61530228892975,-0.570588766632794,-4.34531193963504,165,"RPL18;PSMB7;RPS15;RPL15;ELOB;RPL38;PABPC1;RPS14;FAU;RPL23;PSMC5;RPS21;RPLP1;PSMD8;RPL31;RBX1;RPLP2;RPL28;RPS17;RPS9;RPL9;RPL41;RPS12;RPS5;RPL29;RPS29;RPS20;RPL27;UBA52;RPS19;RPL35A;RPS8;RPL26;RPL14;RPS25;RPS3;RPL19;RPS6;RPL18A;PSMD7;RPL37A;RSL24D1;RPL4;RPS7;RPL27A;RPL22;RPL35;PSMB6;RPS11;RPS23;RBM8A;RPL36;RPL7A;SEM1;RPS2;PSMD3;RPLP0;RPS27A;RPS27;RPL5;RPL30;RPS4Y1;RPL39;PSMA1;RPL37;RPL6;RPL8;RPS4X;PSMD2;RPL34;RPS13;RPS16;RPL11;PSMC6;RPL36A;RPL32;PSMB2;RPS3A;RNPS1;PSMB5;PSMF1;RPS24;RPL21;RPL10A;RPS10"
