"gene","statistic","p.value","p_adj"
"GOLGA6L6",0.467336753751744,1.0645864996778e-11,3.31370291133043e-08
"SPANXC",0.430667418983759,5.56756270351872e-10,8.66498342090964e-07
"TNS4",0.427791118284367,7.44719750075881e-10,1.06987585018593e-06
"FOXE1",0.423800338542692,1.10998186242593e-09,1.38200141751111e-06
"FCF1",0.418171956942968,1.93174359347089e-09,2.12219078539191e-06
"KRTAP10-7",0.40384818940895,7.56260067215784e-09,5.19333858909618e-06
"OR10Z1",0.396554212757023,1.47882319412646e-08,8.63078186672057e-06
"TGFB3",0.395623439051381,1.60908267843583e-08,9.10643275832349e-06
"VWA1",0.393224772227252,1.99774050915922e-08,9.81836888133095e-06
"XRCC2",0.392379727678708,2.15507997418274e-08,1.00620683994592e-05
"NLRP1",0.374654787054897,1.00714492360872e-07,3.69194074342654e-05
"BLM",0.374324117448945,1.03564333900176e-07,3.71955288446092e-05
"SLC25A47",0.373267374369606,1.13200136421157e-07,3.91504768111393e-05
"KHDC1L",0.371857217214065,1.27406426546156e-07,4.24900432531432e-05
"SNX22",0.370919445209883,1.37784697107489e-07,4.43796177942049e-05
"HTRA4",0.369691243816347,1.52609249264079e-07,4.8307293885694e-05
"RRP1B",0.366886675676976,1.92412239826986e-07,5.98915165168132e-05
"ADGRG3",0.363251059586138,2.58996166559045e-07,7.55783188540112e-05
"TSPY1",0.361903887117445,2.88877118070321e-07,8.1743470561838e-05
"PRR20A",0.361667694541765,2.94445299176868e-07,8.20755284690625e-05
"MRGPRX1",0.359879629265135,3.40062087029979e-07,9.28554699290376e-05
"CLCA1",0.359207792605423,3.58891612722534e-07,9.30924966556395e-05
"LRRC75B",0.358731908304793,3.72828815950104e-07,9.53828899545773e-05
"ZNF776",0.357129297939438,4.23675817462439e-07,0.000103133176645202
"FFAR2",0.357083808998937,4.25211747787563e-07,0.000103133176645202
"BRWD3",0.355579174813124,4.79126940176322e-07,0.000111852184184162
"OR8I2",0.355262501804249,4.91279042691215e-07,0.000113273177793841
"C22orf15",0.354230252769795,5.32971391175041e-07,0.000121354440611844
"BICD2",0.35368088633451,5.56518924579789e-07,0.000123732707564906
