"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"Respiratory Electron Transport R-HSA-611105",2.17916915306559e-23,2.32953182462711e-20,1.25451347943706,-0.590456086829433,-4.21238866171544,89,"COX8A;UQCRC1;COX6C;UQCRQ;NDUFB8;NDUFA1;TMEM126B;NDUFS4;COX4I1;NDUFB6;COX14;ACAD9;NDUFV2;NDUFAB1;NDUFA13;NDUFB2;NDUFS5;COX6B1;COX5B;NDUFS2;UQCRB;COX7C;NDUFB3;NDUFA2;SDHB;NDUFV1;UQCRC2;NDUFB10;NDUFA10;NDUFA12;NDUFS8;COX6A1;NDUFAF3;COX16;CYCS;NDUFB4;COA1;UQCRFS1;UQCR11;COX7B;NDUFS3;NDUFS6;NDUFC1;ETFB;TRAP1;NDUFB1;COX5A;NDUFS7;SDHA"
"Expression And Translocation Of Olfactory Receptors R-HSA-9752946",3.38163063286776e-18,1.35215908471844e-15,1.10533657731401,0.430272420391919,1.98745837162249,373,"OR10Z1;OR8I2;OR2L5;OR5B2;OR6C75;OR4F17;OR9Q2;OR9A2;OR4D11;OR7G2;OR1C1;OR1L8;OR2L13;OR56A1;OR5H15;OR4C6;OR9G9;OR10G4;OR10Q1;OR2A1;OR2A14;OR2AJ1;OR6J1;OR5L1;OR4A15;OR5B3;OR52L1;OR5W2;RTP1;OR52A5;OR2B2;OR6X1;OR5D18;OR2T1;OR5M3;OR52A1;RTP2;OR10J4;OR4F21;OR4L1;OR2K2;OR52K1;OR3A1;OR9Q1;OR8B4;OR10G6;OR2A4;OR5J2;OR2G6;OR52H1;OR11L1;OR6C6;OR5H14;OR5M10;OR1A2;OR8K1;OR52E2;OR51B2;OR11H4;OR14K1;OR10T2;OR51E2;OR5V1;OR4K15;OR2T3;OR2S2;OR51I1;OR6C3;OR1I1;OR6F1;OR2A2;OR2M5;OR13C8;OR2J3;OR1J1;OR10K2;OR4C5;OR5B17;OR4C45;OR52E4;OR11A1;OR52W1;OR5A2;OR52B6;OR5B12;OR5K3;OR8J3;OR8H3;OR10X1;OR8G1;OR2W3;OR2H1;OR10G2;OR5AC2;OR13D1;OR6C68;OR6C74;OR2T5;OR1M1;OR2W1;OR4N2;OR6K6;OR10H3;OR6T1;OR6P1;OR10AC1;OR5P3;OR9A4;OR7G3;OR13C5;OR51F2;OR1L1;OR6K3;OR5T1;OR52N2;OR2T27;OR4C15;OR6S1;OR5H1;OR7G1;OR4D5;OR8U9;OR1S1;OR9G4;OR51S1;OR5T2;OR5AL1;OR2Y1;OR4D2;OR52I1;OR6B3;OR1J2;OR6Q1;OR5C1;OR2D3;OR13F1;OR10AD1;OR11H1;OR4K13;OR4E1;OR51D1;OR2T34;OR2G2;OR7A5;OR5D16;OR2T35;LHX2;OR10A2;OR1F1;OR52E5;OR5H2;OR14J1;OR2A5;OR10H1;OR5K4;OR2AP1;OR5D14;OR10V1;OR2L2;OR4K1;OR2AE1;OR2AT4;OR5I1;OR51L1;OR8D2;OR2C3;OR4C46;OR10W1;OR2C1;OR52I2;OR10A4;OR6M1;OR2AG2;OR6N2;OR1G1;OR2T10;OR14A2;OR10H2;OR2D2;OR1K1;OR4D10;OR56A3;OR4F6;OR1N1;OR52N5;OR10A5;OR8B2;OR9K2;OR52N1;OR2A12;OR6V1;OR10C1;OR52D1;OR4A47;OR51E1;OR2J1;OR51M1;OR6Y1;OR4A5;OR10H5;OR13J1;OR1S2;OR13G1;OR7C1;OR6B2;OR56B1;OR13C2;OR1L4;OR2V1;OR9I1;OR6C65;OR8H1;OR3A2;OR8J1;OR2AK2;OR4D1;OR4K3;OR10P1;OR52R1;OR2V2;OR10A3;OR51A7;OR11H6;OR51Q1;OR1D2;OR5AS1;OR52E1;OR2B11;OR4C12;OR4C16;OR4C11;OR1E1;OR51F1;OR13H1;OR2A7;OR11G2;OR4F15;OR8D1;OR5K2;OR51I2;OR2L8;OR5M1;OR8H2;OR2J2;OR51G2;OR10J5;OR51B5;OR8B8;OR52J3;OR5AP2;OR13A1;OR14C36;OR5T3;OR2M4;OR14I1;OR6K2"
"Olfactory Signaling Pathway R-HSA-381753",3.79464663625381e-18,1.35215908471844e-15,1.0959292864312,0.424375206377201,1.96153567628764,381,"OR10Z1;OR8I2;OR2L5;OR5B2;OR6C75;OR4F17;OR9Q2;OR9A2;OR4D11;OR7G2;OR1C1;OR1L8;OR2L13;OR56A1;OR5H15;OR4C6;OR9G9;OR10G4;OR10Q1;OR2A1;OR2A14;OR2AJ1;OR6J1;OR5L1;OR4A15;OR5B3;OR52L1;OR5W2;RTP1;OR52A5;OR2B2;OR6X1;OR5D18;OR2T1;OR5M3;OR52A1;RTP2;OR10J4;OR4F21;OR4L1;OR2K2;OR52K1;OR3A1;OR9Q1;OR8B4;OR10G6;OR2A4;OR5J2;OR2G6;OR52H1;OR11L1;OR6C6;OR5H14;OR5M10;OR1A2;OR8K1;OR52E2;OR51B2;ANO2;OR11H4;OR14K1;OR10T2;OR51E2;OR5V1;OR4K15;OR2T3;OR2S2;OR51I1;OR6C3;OR1I1;OR6F1;OR2A2;OR2M5;OR13C8;OR2J3;OR1J1;OR10K2;OR4C5;OR5B17;OR4C45;OR52E4;OR11A1;OR52W1;OR5A2;OR52B6;OR5B12;OR5K3;OR8J3;OR8H3;OR10X1;OR8G1;GNG13;OR2W3;OR2H1;OR10G2;OR5AC2;OR13D1;OR6C68;OR6C74;OR2T5;OR1M1;OR2W1;OR4N2;OR6K6;OR10H3;OR6T1;OR6P1;OR10AC1;OR5P3;OR9A4;OR7G3;OR13C5;OR51F2;OR1L1;OR6K3;OR5T1;OR52N2;OR2T27;OR4C15;OR6S1;OR5H1;OR7G1;OR4D5;OR8U9;OR1S1;OR9G4;OR51S1;OR5T2;OR5AL1;OR2Y1;OR4D2;OR52I1;OR6B3;OR1J2;OR6Q1;OR5C1;OR2D3;OR13F1;OR10AD1;OR11H1;OR4K13;OR4E1;OR51D1;OR2T34;OR2G2;OR7A5;OR5D16;OR2T35;LHX2;OR10A2;OR1F1;OR52E5;OR5H2;OR14J1;OR2A5;OR10H1;OR5K4;OR2AP1;OR5D14;OR10V1;OR2L2;OR4K1;OR2AE1;OR2AT4;OR5I1;OR51L1;OR8D2;OR2C3;OR4C46;OR10W1;OR2C1;OR52I2;OR10A4;OR6M1;OR2AG2;OR6N2;OR1G1;OR2T10;OR14A2;OR10H2;OR2D2;OR1K1;OR4D10;OR56A3;OR4F6;OR1N1;OR52N5;OR10A5;OR8B2;OR9K2;OR52N1;OR2A12;OR6V1;OR10C1;OR52D1;OR4A47;OR51E1;OR2J1;OR51M1;OR6Y1;OR4A5;CNGA4;OR10H5;OR13J1;OR1S2;OR13G1;OR7C1;OR6B2;OR56B1;OR13C2;OR1L4;OR2V1;OR9I1;OR6C65;OR8H1;OR3A2;OR8J1;OR2AK2;OR4D1;OR4K3;OR10P1;OR52R1;OR2V2;OR10A3;OR51A7;OR11H6;OR51Q1;OR1D2;OR5AS1;OR52E1;OR2B11;OR4C12;OR4C16;OR4C11;OR1E1;OR51F1;OR13H1;OR2A7;OR11G2;OR4F15;OR8D1;OR5K2;OR51I2;OR2L8;OR5M1;OR8H2;OR2J2;OR51G2;OR10J5;OR51B5;OR8B8;OR52J3;OR5AP2;OR13A1;OR14C36;OR5T3;OR2M4;OR14I1;OR6K2"
"Complex I Biogenesis R-HSA-6799198",1.59452193892278e-13,4.26135988177112e-11,0.943632225232838,-0.589207087934405,-3.43626657204111,51,"NDUFB8;NDUFA1;TMEM126B;NDUFS4;NDUFB6;ACAD9;NDUFV2;NDUFAB1;NDUFA13;NDUFB2;NDUFS5;NDUFS2;NDUFB3;NDUFA2;NDUFV1;NDUFB10;NDUFA10;NDUFA12;NDUFS8;NDUFAF3;NDUFB4;COA1;NDUFS3;NDUFS6;NDUFC1"
"L13a-mediated Translational Silencing Of Ceruloplasmin Expression R-HSA-156827",1.84897103648578e-11,3.9531000760066e-09,0.863415391606693,-0.370108736008781,-2.89718971713548,107,"RPL23;RPL27;EIF4H;EIF1AX;EIF3A;RSL24D1;EIF4B;RPL36;EIF4A1;RPS15;EIF3G;EIF3K;EIF3C;EIF4A2;RPL18;RPS12;RPLP2;RPS6;PABPC1;EIF3B;FAU;RPS3;RPS20;RPLP1;RPLP0;RPL28;RPL15;RPS16;RPS7;RPL39L;RPL8;RPS4Y1;EIF3M;RPS5;RPS14"
"Cristae Formation R-HSA-8949613",6.96162046502389e-11,1.24032871285176e-08,0.839088935621274,-0.675768156501396,-3.31667502327861,29,"ATP5F1A;ATP5MC3;ATP5MC2;ATP5F1B;HSPA9;ATP5PO;ATP5ME;ATP5MC1;ATP5MF;ATP5F1D;ATP5PB;ATP5F1C;TMEM11"
"Formation Of ATP By Chemiosmotic Coupling R-HSA-163210",1.45098530860378e-10,2.21586184985349e-08,0.826657301178302,-0.854574443210556,-3.54042947008104,16,"ATP5F1A;ATP5MC3;ATP5MC2;ATP5F1B;ATP5PO;ATP5ME;ATP5MC1;ATP5MF;ATP5F1D;ATP5PB;ATP5F1C"
"GTP Hydrolysis And Joining Of 60S Ribosomal Subunit R-HSA-72706",4.64811797468951e-10,6.21104764367886e-08,0.814035837847908,-0.357246697243063,-2.72092955890092,108,"RPL23;RPL27;EIF4H;EIF1AX;EIF3A;RSL24D1;EIF4B;RPL36;EIF4A1;RPS15;EIF3G;EIF3K;EIF3C;EIF4A2;RPL18;RPS12;RPLP2;RPS6;EIF3B;FAU;RPS3;RPS20;RPLP1;RPLP0;RPL28;RPL15;RPS16;RPS7;RPL39L;RPL8;RPS4Y1;EIF3M;RPS5;RPS14"
"Translation Initiation Complex Formation R-HSA-72649",8.64213752699193e-09,1.02649389070604e-06,0.747739663149885,-0.446509550479487,-2.72320411313593,57,"EIF4H;EIF1AX;EIF3A;EIF4B;EIF4A1;RPS15;EIF3G;EIF3K;EIF3C;EIF4A2;RPS12;RPS6;PABPC1;EIF3B;FAU;RPS3;RPS20;RPS16;RPS7;RPS4Y1;EIF3M;RPS5;RPS14;EIF4G1;RPS17"
"SRP-dependent Cotranslational Protein Targeting To Membrane R-HSA-1799339",1.2570366416642e-08,1.34377216993903e-06,0.747739663149885,-0.33249778918275,-2.59728569254264,106,"RPL23;RPL27;SPCS1;SRP14;RSL24D1;RPL36;SEC61G;RPS15;SSR1;RPL18;RPS12;RPLP2;RPS6;FAU;RPS3;RPS20;RPLP1;RPLP0;RPL28;RPL15;RPN1;RPS16;SSR4;RPS7;SEC61A2;RPL39L;SSR2;RPL8;SRPRA;RPS4Y1;SEC11C;RPS5;RPS14"
