"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"Neuronal System R-HSA-112316",1.76876333111413e-29,2.04469041076794e-26,1.40995143033448,0.571078576196605,2.12799535055256,386,"SLC1A2;NRGN;CAMK2A;PRKAR1B;NEFL;KCNAB2;CAMK2G;GNB1;CALM1;STXBP1;SLC17A7;SLC1A3;MAPK1;SNAP25;EPB41L1;TSPAN7;SYT1;ADCY1;MAPT;CAMK2B;NPTN;GABRB2;NRXN2;SHANK1;SYN2;DLGAP3;RAB3A;CPLX1;PRKCB;GABRA2;NSF;GRIA2;PRKCA;NRXN1;STX1A;GRIA1;ABAT;GABBR2;KCNQ2;SHANK3;CACNA1B;GNG2;RTN3;CACNB3;KCNC1;HOMER1;AP2M1;GABRA1;SYN1;PLCB1;HSPA8;GLRB;ADCY2;CAMKK2;GIT1;CAMK2D;AP2A1;DLGAP1;PPFIA4;AP2B1;KCNN1;PTPRS;CACNA2D1;CACNA2D3;DLGAP4;GRIA4;CACNB1;HCN2;LRRTM4;SYT7;GPRIN1;CACNA1E;KCNQ5;CACNB4;CACNG3;SLITRK1;APBA1;GLUL;SIPA1L1;GABRB1;GNG7;SLC6A1;PRKCG;PPFIBP1;VAMP2;KCNA2;PICK1;KCNV1;HCN1;ARHGEF9;PPFIA2;FLOT1;GABRG2;GAD1;GABRA5;GABRB3;LRRC4B;SLITRK5;RIMS1;CHRNB2;GABRA4;GRM5;CACNB2;CAMKK1;SLITRK3;GNG3;KCND3;NLGN2;KCNK10;TSPOAP1;PRKAR1A;ARHGEF7;RASGRF2;KCNB1;SYN3;LRRTM1;CACNA1A;SHANK2;PANX1;PRKAR2B;GABRA3;KCNC2;LRFN3;KCNJ6;MAPK3;GRIN2B;KCNH7;NTRK3;GLS2;SLITRK2;KCNN3;SLITRK4;AP2S1;ERBB4;KCNJ4;EPB41L3;GNAL;CACNG8;NRXN3;GNB2;GRIA3;GNG13;CACNA2D2;KIF17;KCNA3;NLGN3;GRIK5;KPNA2;CACNG2;CHRNA4;KCNJ10;CAMK1;SLC38A2;APBA2;PPM1E;KCNMB4;PPFIA1;ADCY8;NBEA;KCNJ3;KCNA4;PRKAG2;RPS6KA3;MDM2;ALDH2;KCNN2;RPS6KA2;ALDH5A1"
"Transmission Across Chemical Synapses R-HSA-112315",1.54745099296754e-24,8.94426673935239e-22,1.28710367230144,0.605208757511118,2.21091620666745,246,"SLC1A2;NRGN;CAMK2A;PRKAR1B;NEFL;CAMK2G;GNB1;CALM1;STXBP1;SLC17A7;SLC1A3;MAPK1;SNAP25;EPB41L1;TSPAN7;SYT1;ADCY1;MAPT;CAMK2B;NPTN;GABRB2;SYN2;RAB3A;CPLX1;PRKCB;GABRA2;NSF;GRIA2;PRKCA;STX1A;GRIA1;ABAT;GABBR2;CACNA1B;GNG2;CACNB3;AP2M1;GABRA1;SYN1;PLCB1;HSPA8;GLRB;ADCY2;CAMKK2;GIT1;CAMK2D;AP2A1;PPFIA4;AP2B1;CACNA2D1;CACNA2D3;GRIA4;CACNB1;GPRIN1;CACNA1E;CACNB4;CACNG3;APBA1;GLUL;GABRB1;GNG7;SLC6A1;PRKCG;VAMP2;PICK1;ARHGEF9;PPFIA2;GABRG2;GAD1;GABRA5;GABRB3;RIMS1;CHRNB2;GABRA4;CACNB2;CAMKK1;GNG3;TSPOAP1;PRKAR1A;ARHGEF7;RASGRF2;SYN3;CACNA1A;PRKAR2B;GABRA3;KCNJ6;MAPK3;GRIN2B;GLS2;AP2S1;ERBB4;KCNJ4;GNAL;CACNG8;GNB2;GRIA3;GNG13;CACNA2D2;KIF17;GRIK5;KPNA2;CACNG2;CHRNA4;KCNJ10;CAMK1;SLC38A2;PPM1E;PPFIA1;ADCY8;NBEA;KCNJ3;PRKAG2;RPS6KA3;MDM2;ALDH2;RPS6KA2;ALDH5A1"
"Neurotransmitter Receptors And Postsynaptic Signal Transmission R-HSA-112314",5.45839868778092e-15,2.10330296102491e-12,0.996986217533181,0.57634381156766,2.06986643704158,182,"NRGN;CAMK2A;PRKAR1B;NEFL;CAMK2G;GNB1;CALM1;MAPK1;EPB41L1;TSPAN7;ADCY1;MAPT;CAMK2B;NPTN;GABRB2;PRKCB;GABRA2;NSF;GRIA2;PRKCA;GRIA1;GABBR2;GNG2;AP2M1;GABRA1;PLCB1;GLRB;ADCY2;CAMKK2;GIT1;CAMK2D;AP2A1;AP2B1;GRIA4;GPRIN1;CACNG3;APBA1;GABRB1;GNG7;PRKCG;PICK1;ARHGEF9;GABRG2;GABRA5;GABRB3;CHRNB2;GABRA4;CAMKK1;GNG3;PRKAR1A;ARHGEF7;RASGRF2;PRKAR2B;GABRA3;KCNJ6;MAPK3;GRIN2B;AP2S1;ERBB4;KCNJ4;GNAL;CACNG8;GNB2;GRIA3;GNG13;KIF17;GRIK5;KPNA2;CACNG2;CHRNA4;KCNJ10;CAMK1;PPM1E;ADCY8;NBEA;KCNJ3;PRKAG2;RPS6KA3;MDM2"
"Ion Homeostasis R-HSA-5578775",1.27459077112129e-14,3.68356732854054e-12,0.986546283587582,0.778289273372819,2.4733093496764,49,"ATP1A2;CAMK2A;CAMK2G;FXYD7;ATP1B2;CALM1;SLC8A1;FXYD1;CAMK2B;ATP1A3;SLC8A2;SRI;ATP2A2;ATP2B1;AHCYL1;PRKCA;CAMK2D;ASPH;ITPR1;ATP1B3;RYR2;RYR3;ATP2B3"
"Protein-protein Interactions At Synapses R-HSA-6794362",3.86908936435582e-12,8.94533461039064e-10,0.887074988399873,0.644327380051732,2.18853125339203,88,"STXBP1;EPB41L1;SYT1;NRXN2;SHANK1;DLGAP3;NRXN1;STX1A;GRIA1;SHANK3;RTN3;HOMER1;DLGAP1;PPFIA4;PTPRS;DLGAP4;GRIA4;LRRTM4;SYT7;GPRIN1;SLITRK1;APBA1;SIPA1L1;PPFIBP1;PPFIA2;FLOT1;LRRC4B;SLITRK5;GRM5;SLITRK3;NLGN2;LRRTM1;SHANK2;LRFN3;GRIN2B;NTRK3;SLITRK2;SLITRK4;EPB41L3;NRXN3;GRIA3;NLGN3"
"Cardiac Conduction R-HSA-5576891",6.39657512660382e-11,1.23240680772567e-08,0.839088935621274,0.581102743149396,2.04445421154155,125,"ATP1A2;CAMK2A;CAMK2G;FXYD7;ATP1B2;CALM1;SLC8A1;FXYD1;CAMK2B;ATP1A3;SLC8A2;SRI;ATP2A2;ATP2B1;AHCYL1;PRKCA;FGF12;CAMK2D;SCN2A;ASPH;ITPR1;SCN1B;CACNB1;ATP1B3;FGF13;KCNIP2;RYR2;SCN3B;SCN2B;CACNB2;RYR3;CACNG7;HIPK1;KCND3;ATP2B3;KCNK10"
"Citric Acid (TCA) Cycle And Respiratory Electron Transport R-HSA-1428517",1.10288332271764e-10,1.82133303008799e-08,0.839088935621274,0.545999031677896,1.94673647617492,159,"ACO2;LDHB;COX6A1;COX6B1;BSG;ATP5PD;ATP5MF;NDUFB9;NDUFB3;CYCS;COX7A2L;COX5A;COX5B;UQCR11;NDUFS5;ATP5PB;CS;NDUFB8;NDUFA5;NDUFA8;SDHA;UQCRC2;MDH2;COX7B;NDUFV3;ATP5F1B;COX7C;ATP5F1D;NDUFS1;CCNI;COX4I1;ATP5PF;ATP5ME;COX6C;NNT;PDK2;COA1;SLC25A27;VDAC1;ATP5F1C;NDUFA1;NDUFAB1;NDUFB5;NDUFS3;UQCR10;IDH3A;NDUFB10;NDUFB1;PDK3;ATP5MC3;NDUFA2;NDUFS8;PDHB;NDUFA11;NDUFB4;NDUFB2;NDUFS2;NDUFA13;IDH3G;IDH2;NDUFAF4;COX20;RXRA;NDUFA9;SDHB;ATP5F1A;NDUFC1"
"Glutamate Binding, Activation Of AMPA Receptors And Synaptic Plasticity R-HSA-399721",1.68728911839714e-10,2.43813277608387e-08,0.826657301178302,0.79906058869401,2.34812196616642,31,"CAMK2A;CAMK2G;EPB41L1;TSPAN7;CAMK2B;PRKCB;NSF;GRIA2;PRKCA;GRIA1;AP2M1;CAMK2D;AP2A1;AP2B1;GRIA4;CACNG3;PRKCG;PICK1"
"Respiratory Electron Transport R-HSA-611105",3.1967923410532e-10,3.69549194625749e-08,0.814035837847908,0.618560768735768,2.10331404439006,89,"COX6A1;COX6B1;NDUFB9;NDUFB3;CYCS;COX7A2L;COX5A;COX5B;UQCR11;NDUFS5;NDUFB8;NDUFA5;NDUFA8;SDHA;UQCRC2;COX7B;NDUFV3;COX7C;NDUFS1;CCNI;COX4I1;COX6C;COA1;NDUFA1;NDUFAB1;NDUFB5;NDUFS3;UQCR10;NDUFB10;NDUFB1;NDUFA2;NDUFS8;NDUFA11;NDUFB4;NDUFB2;NDUFS2;NDUFA13;NDUFAF4;COX20;NDUFA9;SDHB;NDUFC1"
"Respiratory Electron Transport, ATP Synthesis By Chemiosmotic Coupling, Heat Production By Uncoupling Proteins R-HSA-163200",3.11424587598573e-10,3.69549194625749e-08,0.814035837847908,0.59454437157602,2.06627269654292,111,"COX6A1;COX6B1;ATP5PD;ATP5MF;NDUFB9;NDUFB3;CYCS;COX7A2L;COX5A;COX5B;UQCR11;NDUFS5;ATP5PB;NDUFB8;NDUFA5;NDUFA8;SDHA;UQCRC2;COX7B;NDUFV3;ATP5F1B;COX7C;ATP5F1D;NDUFS1;CCNI;COX4I1;ATP5PF;ATP5ME;COX6C;COA1;SLC25A27;ATP5F1C;NDUFA1;NDUFAB1;NDUFB5;NDUFS3;UQCR10;NDUFB10;NDUFB1;ATP5MC3;NDUFA2;NDUFS8;NDUFA11;NDUFB4;NDUFB2;NDUFS2;NDUFA13;NDUFAF4;COX20;NDUFA9;SDHB;ATP5F1A;NDUFC1"
